"scaffold"	"geneID"	"ZorA"	"chromosome"
"DPOGS201705"	"DPSCF300096"	"DPOGS201705"	"A"	23
"DPOGS201685"	"DPSCF300096"	"DPOGS201685"	"A"	23
"DPOGS201690"	"DPSCF300096"	"DPOGS201690"	"A"	23
"DPOGS201703"	"DPSCF300096"	"DPOGS201703"	"A"	23
"DPOGS201706"	"DPSCF300096"	"DPOGS201706"	"A"	23
"DPOGS201686"	"DPSCF300096"	"DPOGS201686"	"A"	23
"DPOGS201708"	"DPSCF300096"	"DPOGS201708"	"A"	23
"DPOGS201698"	"DPSCF300096"	"DPOGS201698"	"A"	23
"DPOGS201688"	"DPSCF300096"	"DPOGS201688"	"A"	23
"DPOGS201707"	"DPSCF300096"	"DPOGS201707"	"A"	23
"DPOGS201704"	"DPSCF300096"	"DPOGS201704"	"A"	23
"DPOGS201687"	"DPSCF300096"	"DPOGS201687"	"A"	23
"DPOGS201689"	"DPSCF300096"	"DPOGS201689"	"A"	23
"DPOGS201701"	"DPSCF300096"	"DPOGS201701"	"A"	23
"DPOGS201713"	"DPSCF300096"	"DPOGS201713"	"A"	23
"DPOGS201702"	"DPSCF300096"	"DPOGS201702"	"A"	23
"DPOGS201711"	"DPSCF300096"	"DPOGS201711"	"A"	23
"DPOGS201695"	"DPSCF300096"	"DPOGS201695"	"A"	23
"DPOGS201694"	"DPSCF300096"	"DPOGS201694"	"A"	23
"DPOGS201691"	"DPSCF300096"	"DPOGS201691"	"A"	23
"DPOGS201693"	"DPSCF300096"	"DPOGS201693"	"A"	23
"DPOGS201697"	"DPSCF300096"	"DPOGS201697"	"A"	23
"DPOGS201700"	"DPSCF300096"	"DPOGS201700"	"A"	23
"DPOGS201710"	"DPSCF300096"	"DPOGS201710"	"A"	23
"DPOGS201709"	"DPSCF300096"	"DPOGS201709"	"A"	23
"DPOGS201714"	"DPSCF300096"	"DPOGS201714"	"A"	23
"DPOGS201699"	"DPSCF300096"	"DPOGS201699"	"A"	23
"DPOGS201692"	"DPSCF300096"	"DPOGS201692"	"A"	23
"DPOGS201696"	"DPSCF300096"	"DPOGS201696"	"A"	23
"DPOGS215537"	"DPSCF300129"	"DPOGS215537"	"A"	23
"DPOGS215541"	"DPSCF300129"	"DPOGS215541"	"A"	23
"DPOGS215542"	"DPSCF300129"	"DPOGS215542"	"A"	23
"DPOGS215540"	"DPSCF300129"	"DPOGS215540"	"A"	23
"DPOGS215532"	"DPSCF300129"	"DPOGS215532"	"A"	23
"DPOGS215533"	"DPSCF300129"	"DPOGS215533"	"A"	23
"DPOGS215543"	"DPSCF300129"	"DPOGS215543"	"A"	23
"DPOGS215549"	"DPSCF300129"	"DPOGS215549"	"A"	23
"DPOGS215536"	"DPSCF300129"	"DPOGS215536"	"A"	23
"DPOGS215551"	"DPSCF300129"	"DPOGS215551"	"A"	23
"DPOGS215538"	"DPSCF300129"	"DPOGS215538"	"A"	23
"DPOGS215539"	"DPSCF300129"	"DPOGS215539"	"A"	23
"DPOGS215555"	"DPSCF300129"	"DPOGS215555"	"A"	23
"DPOGS215556"	"DPSCF300129"	"DPOGS215556"	"A"	23
"DPOGS215557"	"DPSCF300129"	"DPOGS215557"	"A"	23
"DPOGS215558"	"DPSCF300129"	"DPOGS215558"	"A"	23
"DPOGS215548"	"DPSCF300129"	"DPOGS215548"	"A"	23
"DPOGS215544"	"DPSCF300129"	"DPOGS215544"	"A"	23
"DPOGS215545"	"DPSCF300129"	"DPOGS215545"	"A"	23
"DPOGS215534"	"DPSCF300129"	"DPOGS215534"	"A"	23
"DPOGS215554"	"DPSCF300129"	"DPOGS215554"	"A"	23
"DPOGS215550"	"DPSCF300129"	"DPOGS215550"	"A"	23
"DPOGS215535"	"DPSCF300129"	"DPOGS215535"	"A"	23
"DPOGS215547"	"DPSCF300129"	"DPOGS215547"	"A"	23
"DPOGS215553"	"DPSCF300129"	"DPOGS215553"	"A"	23
"DPOGS200246"	"DPSCF300169"	"DPOGS200246"	"A"	23
"DPOGS200255"	"DPSCF300169"	"DPOGS200255"	"A"	23
"DPOGS200253"	"DPSCF300169"	"DPOGS200253"	"A"	23
"DPOGS200241"	"DPSCF300169"	"DPOGS200241"	"A"	23
"DPOGS200251"	"DPSCF300169"	"DPOGS200251"	"A"	23
"DPOGS200254"	"DPSCF300169"	"DPOGS200254"	"A"	23
"DPOGS200231"	"DPSCF300169"	"DPOGS200231"	"A"	23
"DPOGS200247"	"DPSCF300169"	"DPOGS200247"	"A"	23
"DPOGS200234"	"DPSCF300169"	"DPOGS200234"	"A"	23
"DPOGS200244"	"DPSCF300169"	"DPOGS200244"	"A"	23
"DPOGS200237"	"DPSCF300169"	"DPOGS200237"	"A"	23
"DPOGS200248"	"DPSCF300169"	"DPOGS200248"	"A"	23
"DPOGS200243"	"DPSCF300169"	"DPOGS200243"	"A"	23
"DPOGS200230"	"DPSCF300169"	"DPOGS200230"	"A"	23
"DPOGS200252"	"DPSCF300169"	"DPOGS200252"	"A"	23
"DPOGS200232"	"DPSCF300169"	"DPOGS200232"	"A"	23
"DPOGS200235"	"DPSCF300169"	"DPOGS200235"	"A"	23
"DPOGS200236"	"DPSCF300169"	"DPOGS200236"	"A"	23
"DPOGS200245"	"DPSCF300169"	"DPOGS200245"	"A"	23
"DPOGS200249"	"DPSCF300169"	"DPOGS200249"	"A"	23
"DPOGS200250"	"DPSCF300169"	"DPOGS200250"	"A"	23
"DPOGS200238"	"DPSCF300169"	"DPOGS200238"	"A"	23
"DPOGS200240"	"DPSCF300169"	"DPOGS200240"	"A"	23
"DPOGS200239"	"DPSCF300169"	"DPOGS200239"	"A"	23
