"scaffold"	"geneID"	"ZorA"	"chromosome"
"DPOGS215105"	"DPSCF300139"	"DPOGS215105"	"A"	29
"DPOGS215117"	"DPSCF300139"	"DPOGS215117"	"A"	29
"DPOGS215102"	"DPSCF300139"	"DPOGS215102"	"A"	29
"DPOGS215116"	"DPSCF300139"	"DPOGS215116"	"A"	29
"DPOGS215099"	"DPSCF300139"	"DPOGS215099"	"A"	29
"DPOGS215118"	"DPSCF300139"	"DPOGS215118"	"A"	29
"DPOGS215115"	"DPSCF300139"	"DPOGS215115"	"A"	29
"DPOGS215114"	"DPSCF300139"	"DPOGS215114"	"A"	29
"DPOGS215120"	"DPSCF300139"	"DPOGS215120"	"A"	29
"DPOGS215100"	"DPSCF300139"	"DPOGS215100"	"A"	29
"DPOGS215097"	"DPSCF300139"	"DPOGS215097"	"A"	29
"DPOGS215109"	"DPSCF300139"	"DPOGS215109"	"A"	29
"DPOGS215111"	"DPSCF300139"	"DPOGS215111"	"A"	29
"DPOGS215103"	"DPSCF300139"	"DPOGS215103"	"A"	29
"DPOGS215104"	"DPSCF300139"	"DPOGS215104"	"A"	29
"DPOGS215101"	"DPSCF300139"	"DPOGS215101"	"A"	29
"DPOGS215108"	"DPSCF300139"	"DPOGS215108"	"A"	29
"DPOGS215112"	"DPSCF300139"	"DPOGS215112"	"A"	29
"DPOGS215113"	"DPSCF300139"	"DPOGS215113"	"A"	29
"DPOGS215096"	"DPSCF300139"	"DPOGS215096"	"A"	29
"DPOGS215119"	"DPSCF300139"	"DPOGS215119"	"A"	29
"DPOGS215095"	"DPSCF300139"	"DPOGS215095"	"A"	29
"DPOGS215110"	"DPSCF300139"	"DPOGS215110"	"A"	29
"DPOGS215106"	"DPSCF300139"	"DPOGS215106"	"A"	29
"DPOGS215107"	"DPSCF300139"	"DPOGS215107"	"A"	29
"DPOGS201589"	"DPSCF300152"	"DPOGS201589"	"A"	29
"DPOGS201613"	"DPSCF300152"	"DPOGS201613"	"A"	29
"DPOGS201600"	"DPSCF300152"	"DPOGS201600"	"A"	29
"DPOGS201588"	"DPSCF300152"	"DPOGS201588"	"A"	29
"DPOGS201614"	"DPSCF300152"	"DPOGS201614"	"A"	29
"DPOGS201610"	"DPSCF300152"	"DPOGS201610"	"A"	29
"DPOGS201591"	"DPSCF300152"	"DPOGS201591"	"A"	29
"DPOGS201607"	"DPSCF300152"	"DPOGS201607"	"A"	29
"DPOGS201604"	"DPSCF300152"	"DPOGS201604"	"A"	29
"DPOGS201608"	"DPSCF300152"	"DPOGS201608"	"A"	29
"DPOGS201616"	"DPSCF300152"	"DPOGS201616"	"A"	29
"DPOGS201596"	"DPSCF300152"	"DPOGS201596"	"A"	29
"DPOGS201594"	"DPSCF300152"	"DPOGS201594"	"A"	29
"DPOGS201602"	"DPSCF300152"	"DPOGS201602"	"A"	29
"DPOGS201592"	"DPSCF300152"	"DPOGS201592"	"A"	29
"DPOGS201606"	"DPSCF300152"	"DPOGS201606"	"A"	29
"DPOGS201586"	"DPSCF300152"	"DPOGS201586"	"A"	29
"DPOGS201593"	"DPSCF300152"	"DPOGS201593"	"A"	29
"DPOGS201612"	"DPSCF300152"	"DPOGS201612"	"A"	29
"DPOGS201581"	"DPSCF300152"	"DPOGS201581"	"A"	29
"DPOGS201617"	"DPSCF300152"	"DPOGS201617"	"A"	29
"DPOGS201615"	"DPSCF300152"	"DPOGS201615"	"A"	29
"DPOGS201595"	"DPSCF300152"	"DPOGS201595"	"A"	29
"DPOGS201609"	"DPSCF300152"	"DPOGS201609"	"A"	29
"DPOGS201597"	"DPSCF300152"	"DPOGS201597"	"A"	29
"DPOGS201590"	"DPSCF300152"	"DPOGS201590"	"A"	29
"DPOGS201587"	"DPSCF300152"	"DPOGS201587"	"A"	29
"DPOGS201579"	"DPSCF300152"	"DPOGS201579"	"A"	29
"DPOGS201580"	"DPSCF300152"	"DPOGS201580"	"A"	29
"DPOGS201618"	"DPSCF300152"	"DPOGS201618"	"A"	29
"DPOGS201603"	"DPSCF300152"	"DPOGS201603"	"A"	29
"DPOGS201601"	"DPSCF300152"	"DPOGS201601"	"A"	29
"DPOGS201584"	"DPSCF300152"	"DPOGS201584"	"A"	29
"DPOGS201582"	"DPSCF300152"	"DPOGS201582"	"A"	29
"DPOGS201598"	"DPSCF300152"	"DPOGS201598"	"A"	29
"DPOGS201611"	"DPSCF300152"	"DPOGS201611"	"A"	29
"DPOGS201583"	"DPSCF300152"	"DPOGS201583"	"A"	29
"DPOGS201578"	"DPSCF300152"	"DPOGS201578"	"A"	29
"DPOGS201605"	"DPSCF300152"	"DPOGS201605"	"A"	29
"DPOGS201599"	"DPSCF300152"	"DPOGS201599"	"A"	29
"DPOGS201585"	"DPSCF300152"	"DPOGS201585"	"A"	29
"DPOGS214992"	"DPSCF300256"	"DPOGS214992"	"A"	29
"DPOGS214990"	"DPSCF300256"	"DPOGS214990"	"A"	29
"DPOGS214978"	"DPSCF300256"	"DPOGS214978"	"A"	29
"DPOGS215004"	"DPSCF300256"	"DPOGS215004"	"A"	29
"DPOGS214974"	"DPSCF300256"	"DPOGS214974"	"A"	29
"DPOGS214989"	"DPSCF300256"	"DPOGS214989"	"A"	29
"DPOGS214991"	"DPSCF300256"	"DPOGS214991"	"A"	29
"DPOGS214995"	"DPSCF300256"	"DPOGS214995"	"A"	29
"DPOGS214993"	"DPSCF300256"	"DPOGS214993"	"A"	29
"DPOGS215006"	"DPSCF300256"	"DPOGS215006"	"A"	29
"DPOGS215003"	"DPSCF300256"	"DPOGS215003"	"A"	29
"DPOGS214986"	"DPSCF300256"	"DPOGS214986"	"A"	29
"DPOGS215005"	"DPSCF300256"	"DPOGS215005"	"A"	29
"DPOGS215011"	"DPSCF300256"	"DPOGS215011"	"A"	29
"DPOGS214985"	"DPSCF300256"	"DPOGS214985"	"A"	29
"DPOGS215018"	"DPSCF300256"	"DPOGS215018"	"A"	29
"DPOGS214976"	"DPSCF300256"	"DPOGS214976"	"A"	29
"DPOGS214973"	"DPSCF300256"	"DPOGS214973"	"A"	29
"DPOGS215002"	"DPSCF300256"	"DPOGS215002"	"A"	29
"DPOGS215007"	"DPSCF300256"	"DPOGS215007"	"A"	29
"DPOGS215009"	"DPSCF300256"	"DPOGS215009"	"A"	29
"DPOGS214977"	"DPSCF300256"	"DPOGS214977"	"A"	29
"DPOGS215021"	"DPSCF300256"	"DPOGS215021"	"A"	29
"DPOGS215012"	"DPSCF300256"	"DPOGS215012"	"A"	29
"DPOGS215014"	"DPSCF300256"	"DPOGS215014"	"A"	29
"DPOGS214972"	"DPSCF300256"	"DPOGS214972"	"A"	29
"DPOGS214982"	"DPSCF300256"	"DPOGS214982"	"A"	29
"DPOGS215017"	"DPSCF300256"	"DPOGS215017"	"A"	29
