name	scaffold	start	end	region	length	distance	reverse	length_ok	dis_ok	main
DPOGS215180	DPSCF300143	390001	401216	DPSCF300143:390001-401216	11215	0	rc	N/A	N/A	1
DPOGS215164	DPSCF300143	769603	770859	DPSCF300143:769603-770859	1256	368387	rc	N	N	0
DPOGS215177	DPSCF300143	424761	428346	DPSCF300143:424761-428346	3585	23545	rc	N	Y	0
DPOGS215172	DPSCF300143	553914	554373	DPSCF300143:553914-554373	459	152698	rc	N	N	0
DPOGS215186	DPSCF300143	323205	329635	DPSCF300143:323205-329635	6430	60366	rc	Y	N	0
DPOGS215178	DPSCF300143	421290	422155	DPSCF300143:421290-422155	865	20074	rc	N	Y	0
DPOGS215166	DPSCF300143	759293	760623	DPSCF300143:759293-760623	1330	358077	rc	N	N	0
DPOGS215175	DPSCF300143	470072	472579	DPSCF300143:470072-472579	2507	68856	rc	N	N	0
DPOGS215176	DPSCF300143	431207	442025	DPSCF300143:431207-442025	10818	29991	rc	Y	Y	0
DPOGS215187	DPSCF300143	310414	322435	DPSCF300143:310414-322435	12021	67566	rc	Y	N	0
DPOGS215174	DPSCF300143	528470	532268	DPSCF300143:528470-532268	3798	127254	rc	N	N	0
DPOGS215179	DPSCF300143	407437	409337	DPSCF300143:407437-409337	1900	6221	rc	N	Y	0
DPOGS215167	DPSCF300143	731860	752935	DPSCF300143:731860-752935	21075	330644	rc	Y	N	0
DPOGS215192	DPSCF300143	270529	274089	DPSCF300143:270529-274089	3560	115912	rc	N	N	0
DPOGS215193	DPSCF300143	236671	238270	DPSCF300143:236671-238270	1599	151731	rc	N	N	0
DPOGS215198	DPSCF300143	150767	151836	DPSCF300143:150767-151836	1069	238165	rc	N	N	0
DPOGS215184	DPSCF300143	335261	344546	DPSCF300143:335261-344546	9285	45455	rc	Y	Y	0
DPOGS215200	DPSCF300143	114149	119101	DPSCF300143:114149-119101	4952	270900	rc	N	N	0
DPOGS215169	DPSCF300143	676804	681353	DPSCF300143:676804-681353	4549	275588	rc	N	N	0
DPOGS215203	DPSCF300143	53743	60525	DPSCF300143:53743-60525	6782	329476	rc	Y	N	0
DPOGS215205	DPSCF300143	7758	12867	DPSCF300143:7758-12867	5109	377134	f	N	N	0
DPOGS215201	DPSCF300143	80685	90889	DPSCF300143:80685-90889	10204	299112	rc	Y	N	0
DPOGS215208	DPSCF300143	61783	64041	DPSCF300143:61783-64041	2258	325960	f	N	N	0
