name	scaffold	start	end	region	length	distance	reverse	length_ok	dis_ok	main
DPOGS201405	DPSCF300006	1901030	1901485	DPSCF300006:1901030-1901485	455	0	rc	N/A	N/A	1
DPOGS201424	DPSCF300006	1545130	1547407	DPSCF300006:1545130-1547407	2277	353623	rc	N	N	0
DPOGS201547	DPSCF300006	1880382	1895567	DPSCF300006:1880382-1895567	15185	5463	f	N	Y	0
DPOGS201421	DPSCF300006	1628031	1632586	DPSCF300006:1628031-1632586	4555	268444	rc	N	N	0
DPOGS201425	DPSCF300006	1535628	1538564	DPSCF300006:1535628-1538564	2936	362466	rc	N	N	0
DPOGS201427	DPSCF300006	1434600	1445127	DPSCF300006:1434600-1445127	10527	455903	rc	N	N	0
DPOGS201548	DPSCF300006	1912531	1913068	DPSCF300006:1912531-1913068	537	11046	f	Y	Y	0
DPOGS201416	DPSCF300006	1688221	1689615	DPSCF300006:1688221-1689615	1394	211415	rc	Y	N	0
DPOGS201420	DPSCF300006	1640900	1642195	DPSCF300006:1640900-1642195	1295	258835	rc	Y	N	0
DPOGS201545	DPSCF300006	1793305	1804562	DPSCF300006:1793305-1804562	11257	96468	f	N	N	0
DPOGS201543	DPSCF300006	1699651	1702779	DPSCF300006:1699651-1702779	3128	198251	f	N	N	0
DPOGS201546	DPSCF300006	1806676	1809147	DPSCF300006:1806676-1809147	2471	91883	f	N	N	0
DPOGS201537	DPSCF300006	1601792	1604122	DPSCF300006:1601792-1604122	2330	296908	f	N	N	0
DPOGS201498	DPSCF300006	710095	715928	DPSCF300006:710095-715928	5833	1185102	f	N	N	0
DPOGS201497	DPSCF300006	498033	510971	DPSCF300006:498033-510971	12938	1390059	f	N	N	0
DPOGS201423	DPSCF300006	1613534	1619875	DPSCF300006:1613534-1619875	6341	281155	rc	N	N	0
DPOGS201426	DPSCF300006	1527697	1529552	DPSCF300006:1527697-1529552	1855	371478	rc	Y	N	0
DPOGS201542	DPSCF300006	1690138	1690555	DPSCF300006:1690138-1690555	417	210475	f	Y	N	0
DPOGS201510	DPSCF300006	1026998	1028338	DPSCF300006:1026998-1028338	1340	872692	f	Y	N	0
DPOGS201422	DPSCF300006	1623096	1627363	DPSCF300006:1623096-1627363	4267	273667	rc	N	N	0
DPOGS201419	DPSCF300006	1642257	1648681	DPSCF300006:1642257-1648681	6424	252349	rc	N	N	0
DPOGS201490	DPSCF300006	374355	378893	DPSCF300006:374355-378893	4538	1522137	f	N	N	0
DPOGS201501	DPSCF300006	904448	911609	DPSCF300006:904448-911609	7161	989421	f	N	N	0
DPOGS201418	DPSCF300006	1652630	1654781	DPSCF300006:1652630-1654781	2151	246249	rc	N	N	0
DPOGS201540	DPSCF300006	1655741	1668530	DPSCF300006:1655741-1668530	12789	232500	f	N	N	0
DPOGS201544	DPSCF300006	1724711	1739241	DPSCF300006:1724711-1739241	14530	161789	f	N	N	0
