name	scaffold	start	end	region	length	distance	reverse	length_ok	dis_ok	main
DPOGS210211	DPSCF300196	746782	760263	DPSCF300196:746782-760263	13481	0	rc	N/A	N/A	1
DPOGS210253	DPSCF300196	796711	799411	DPSCF300196:796711-799411	2700	36448	f	N	Y	0
DPOGS210225	DPSCF300196	502338	502717	DPSCF300196:502338-502717	379	244065	rc	N	N	0
DPOGS210212	DPSCF300196	725874	726945	DPSCF300196:725874-726945	1071	19837	rc	N	Y	0
DPOGS210252	DPSCF300196	748945	755730	DPSCF300196:748945-755730	6785	2163	f	Y	Y	0
DPOGS210221	DPSCF300196	518485	519051	DPSCF300196:518485-519051	566	227731	rc	N	N	0
DPOGS210239	DPSCF300196	443409	443712	DPSCF300196:443409-443712	303	303070	f	N	N	0
DPOGS210226	DPSCF300196	500207	500620	DPSCF300196:500207-500620	413	246162	rc	N	N	0
DPOGS210247	DPSCF300196	661323	663651	DPSCF300196:661323-663651	2328	83131	f	N	N	0
DPOGS210246	DPSCF300196	650054	653359	DPSCF300196:650054-653359	3305	93423	f	N	N	0
DPOGS210240	DPSCF300196	535799	538822	DPSCF300196:535799-538822	3023	207960	f	N	N	0
DPOGS210223	DPSCF300196	509916	510294	DPSCF300196:509916-510294	378	236488	rc	N	N	0
DPOGS210254	DPSCF300196	805534	806015	DPSCF300196:805534-806015	481	45271	f	N	Y	0
DPOGS210241	DPSCF300196	557696	566909	DPSCF300196:557696-566909	9213	179873	f	Y	N	0
DPOGS210245	DPSCF300196	602578	605764	DPSCF300196:602578-605764	3186	141018	f	N	N	0
DPOGS210237	DPSCF300196	236822	237542	DPSCF300196:236822-237542	720	509240	f	N	N	0
DPOGS210219	DPSCF300196	567760	568584	DPSCF300196:567760-568584	824	178198	rc	N	N	0
DPOGS210218	DPSCF300196	583901	594693	DPSCF300196:583901-594693	10792	152089	rc	Y	N	0
DPOGS210231	DPSCF300196	255889	258675	DPSCF300196:255889-258675	2786	488107	rc	N	N	0
DPOGS210209	DPSCF300196	774370	778980	DPSCF300196:774370-778980	4610	14107	rc	N	Y	0
DPOGS210250	DPSCF300196	687615	695212	DPSCF300196:687615-695212	7597	51570	f	Y	N	0
DPOGS210222	DPSCF300196	513309	513878	DPSCF300196:513309-513878	569	232904	rc	N	N	0
DPOGS210248	DPSCF300196	663729	664739	DPSCF300196:663729-664739	1010	82043	f	N	N	0
DPOGS210236	DPSCF300196	228204	230479	DPSCF300196:228204-230479	2275	516303	f	N	N	0
DPOGS210224	DPSCF300196	507792	508205	DPSCF300196:507792-508205	413	238577	rc	N	N	0
DPOGS210214	DPSCF300196	670548	686508	DPSCF300196:670548-686508	15960	60274	rc	Y	N	0
DPOGS210243	DPSCF300196	574353	577576	DPSCF300196:574353-577576	3223	169206	f	N	N	0
DPOGS210215	DPSCF300196	654472	655890	DPSCF300196:654472-655890	1418	90892	rc	N	N	0
DPOGS210232	DPSCF300196	239806	251770	DPSCF300196:239806-251770	11964	495012	rc	Y	N	0
DPOGS210227	DPSCF300196	449782	452935	DPSCF300196:449782-452935	3153	293847	rc	N	N	0
DPOGS210242	DPSCF300196	571532	572801	DPSCF300196:571532-572801	1269	173981	f	N	N	0
DPOGS210235	DPSCF300196	17826	18949	DPSCF300196:17826-18949	1123	727833	f	N	N	0
DPOGS210244	DPSCF300196	596320	598415	DPSCF300196:596320-598415	2095	148367	f	N	N	0
DPOGS210249	DPSCF300196	666709	669955	DPSCF300196:666709-669955	3246	76827	f	N	N	0
DPOGS210220	DPSCF300196	542857	555184	DPSCF300196:542857-555184	12327	191598	rc	Y	N	0
DPOGS210217	DPSCF300196	607665	619058	DPSCF300196:607665-619058	11393	127724	rc	Y	N	0
DPOGS210230	DPSCF300196	259603	263077	DPSCF300196:259603-263077	3474	483705	rc	N	N	0
DPOGS210234	DPSCF300196	232118	235641	DPSCF300196:232118-235641	3523	511141	rc	N	N	0
DPOGS210228	DPSCF300196	435436	435696	DPSCF300196:435436-435696	260	311086	rc	N	N	0
DPOGS210216	DPSCF300196	623547	638726	DPSCF300196:623547-638726	15179	108056	rc	Y	N	0
DPOGS210213	DPSCF300196	698767	713388	DPSCF300196:698767-713388	14621	33394	rc	Y	Y	0
DPOGS210233	DPSCF300196	238157	239722	DPSCF300196:238157-239722	1565	507060	rc	N	N	0
