name	scaffold	start	end	region	length	distance	reverse	length_ok	dis_ok	main
DPOGS202796	DPSCF300018	586558	596514	DPSCF300018:586558-596514	9956	0	rc	N/A	N/A	1
DPOGS202771	DPSCF300018	1077719	1078212	DPSCF300018:1077719-1078212	493	481205	rc	N	N	0
DPOGS202809	DPSCF300018	230796	234031	DPSCF300018:230796-234031	3235	352527	rc	N	N	0
DPOGS202858	DPSCF300018	1180836	1183490	DPSCF300018:1180836-1183490	2654	584322	f	N	N	0
DPOGS202767	DPSCF300018	1164882	1166623	DPSCF300018:1164882-1166623	1741	568368	rc	N	N	0
DPOGS202859	DPSCF300018	1198955	1199583	DPSCF300018:1198955-1199583	628	602441	f	N	N	0
DPOGS202855	DPSCF300018	1154251	1163146	DPSCF300018:1154251-1163146	8895	557737	f	Y	N	0
DPOGS202862	DPSCF300018	1292177	1297690	DPSCF300018:1292177-1297690	5513	695663	f	Y	N	0
DPOGS202849	DPSCF300018	1079018	1080848	DPSCF300018:1079018-1080848	1830	482504	f	N	N	0
DPOGS202807	DPSCF300018	251277	258716	DPSCF300018:251277-258716	7439	327842	rc	Y	N	0
DPOGS202770	DPSCF300018	1083811	1085995	DPSCF300018:1083811-1085995	2184	487297	rc	N	N	0
DPOGS202808	DPSCF300018	242100	249725	DPSCF300018:242100-249725	7625	336833	rc	Y	N	0
DPOGS202861	DPSCF300018	1245311	1249354	DPSCF300018:1245311-1249354	4043	648797	f	N	N	0
DPOGS202847	DPSCF300018	1068225	1071944	DPSCF300018:1068225-1071944	3719	471711	f	N	N	0
DPOGS202810	DPSCF300018	216309	220985	DPSCF300018:216309-220985	4676	365573	rc	N	N	0
DPOGS202854	DPSCF300018	1146530	1147441	DPSCF300018:1146530-1147441	911	550016	f	N	N	0
DPOGS202857	DPSCF300018	1175426	1178107	DPSCF300018:1175426-1178107	2681	578912	f	N	N	0
DPOGS202812	DPSCF300018	163753	165202	DPSCF300018:163753-165202	1449	421356	f	N	N	0
DPOGS202797	DPSCF300018	557928	568730	DPSCF300018:557928-568730	10802	17828	rc	Y	Y	0
DPOGS202850	DPSCF300018	1081134	1083379	DPSCF300018:1081134-1083379	2245	484620	f	N	N	0
DPOGS202867	DPSCF300018	1340739	1343950	DPSCF300018:1340739-1343950	3211	744225	f	N	N	0
DPOGS202795	DPSCF300018	680360	697819	DPSCF300018:680360-697819	17459	83846	rc	Y	N	0
DPOGS202865	DPSCF300018	1332015	1333204	DPSCF300018:1332015-1333204	1189	735501	f	N	N	0
DPOGS202848	DPSCF300018	1076759	1077238	DPSCF300018:1076759-1077238	479	480245	f	N	N	0
DPOGS202804	DPSCF300018	405832	418329	DPSCF300018:405832-418329	12497	168229	rc	Y	N	0
DPOGS202805	DPSCF300018	403737	405815	DPSCF300018:403737-405815	2078	180743	rc	N	N	0
DPOGS202853	DPSCF300018	1117005	1118823	DPSCF300018:1117005-1118823	1818	520491	f	N	N	0
DPOGS202821	DPSCF300018	475234	476644	DPSCF300018:475234-476644	1410	109914	f	N	N	0
DPOGS202769	DPSCF300018	1086802	1087617	DPSCF300018:1086802-1087617	815	490288	rc	N	N	0
DPOGS202785	DPSCF300018	880138	887075	DPSCF300018:880138-887075	6937	283624	rc	Y	N	0
DPOGS202806	DPSCF300018	277819	297146	DPSCF300018:277819-297146	19327	289412	rc	Y	N	0
DPOGS202758	DPSCF300018	1283968	1314753	DPSCF300018:1283968-1314753	30785	687454	rc	N	N	0
DPOGS202764	DPSCF300018	1189312	1190619	DPSCF300018:1189312-1190619	1307	592798	rc	N	N	0
DPOGS202799	DPSCF300018	489386	496167	DPSCF300018:489386-496167	6781	90391	rc	Y	N	0
DPOGS202828	DPSCF300018	656317	660428	DPSCF300018:656317-660428	4111	59803	f	N	N	0
DPOGS202777	DPSCF300018	1006266	1006642	DPSCF300018:1006266-1006642	376	409752	rc	N	N	0
DPOGS202830	DPSCF300018	677194	679443	DPSCF300018:677194-679443	2249	80680	f	N	N	0
DPOGS202839	DPSCF300018	937863	941085	DPSCF300018:937863-941085	3222	341349	f	N	N	0
DPOGS202781	DPSCF300018	933635	937145	DPSCF300018:933635-937145	3510	337121	rc	N	N	0
DPOGS202803	DPSCF300018	419783	420346	DPSCF300018:419783-420346	563	166212	rc	N	N	0
DPOGS202866	DPSCF300018	1334546	1337605	DPSCF300018:1334546-1337605	3059	738032	f	N	N	0
DPOGS202817	DPSCF300018	433399	438499	DPSCF300018:433399-438499	5100	148059	f	Y	N	0
DPOGS202836	DPSCF300018	896818	905624	DPSCF300018:896818-905624	8806	300304	f	Y	N	0
DPOGS202778	DPSCF300018	1004402	1005721	DPSCF300018:1004402-1005721	1319	407888	rc	N	N	0
DPOGS202787	DPSCF300018	861653	866671	DPSCF300018:861653-866671	5018	265139	rc	Y	N	0
DPOGS202779	DPSCF300018	973998	982457	DPSCF300018:973998-982457	8459	377484	rc	Y	N	0
DPOGS202822	DPSCF300018	483121	488971	DPSCF300018:483121-488971	5850	97587	f	Y	N	0
DPOGS202833	DPSCF300018	839384	843914	DPSCF300018:839384-843914	4530	242870	f	N	N	0
DPOGS202773	DPSCF300018	1066070	1067049	DPSCF300018:1066070-1067049	979	469556	rc	N	N	0
DPOGS202851	DPSCF300018	1098424	1099503	DPSCF300018:1098424-1099503	1079	501910	f	N	N	0
DPOGS202846	DPSCF300018	1027088	1039517	DPSCF300018:1027088-1039517	12429	430574	f	Y	N	0
DPOGS202793	DPSCF300018	719573	723023	DPSCF300018:719573-723023	3450	123059	rc	N	N	0
DPOGS202818	DPSCF300018	440608	443019	DPSCF300018:440608-443019	2411	143539	f	N	N	0
DPOGS202819	DPSCF300018	453903	454217	DPSCF300018:453903-454217	314	132341	f	N	N	0
