name	scaffold	start	end	region	length	distance	reverse	length_ok	dis_ok	main
DPOGS202093	DPSCF300150	669476	685102	DPSCF300150:669476-685102	15626	0	rc	N/A	N/A	1
DPOGS209579	DPSCF300015	938973	941839	DPSCF300015:938973-941839	2866	253871	rc	N	N	0
DPOGS209569	DPSCF300015	1165986	1185973	DPSCF300015:1165986-1185973	19987	480884	rc	Y	N	0
DPOGS209647	DPSCF300015	1162411	1164871	DPSCF300015:1162411-1164871	2460	477309	f	N	N	0
DPOGS209576	DPSCF300015	1041309	1055022	DPSCF300015:1041309-1055022	13713	356207	rc	Y	N	0
DPOGS209628	DPSCF300015	838868	840878	DPSCF300015:838868-840878	2010	153766	f	N	N	0
DPOGS209582	DPSCF300015	894522	900234	DPSCF300015:894522-900234	5712	209420	rc	N	N	0
DPOGS209571	DPSCF300015	1156335	1157414	DPSCF300015:1156335-1157414	1079	471233	rc	N	N	0
DPOGS209580	DPSCF300015	915434	920624	DPSCF300015:915434-920624	5190	230332	rc	N	N	0
DPOGS209621	DPSCF300015	618909	633018	DPSCF300015:618909-633018	14109	36458	f	Y	Y	0
DPOGS209623	DPSCF300015	682846	690275	DPSCF300015:682846-690275	7429	2256	f	N	Y	0
DPOGS209645	DPSCF300015	1138511	1145893	DPSCF300015:1138511-1145893	7382	453409	f	N	N	0
DPOGS209609	DPSCF300015	99315	103988	DPSCF300015:99315-103988	4673	565488	f	N	N	0
DPOGS209624	DPSCF300015	766209	776171	DPSCF300015:766209-776171	9962	81107	f	Y	N	0
DPOGS209627	DPSCF300015	834228	836231	DPSCF300015:834228-836231	2003	149126	f	N	N	0
DPOGS209570	DPSCF300015	1160198	1161969	DPSCF300015:1160198-1161969	1771	475096	rc	N	N	0
DPOGS209618	DPSCF300015	513597	518411	DPSCF300015:513597-518411	4814	151065	f	N	N	0
DPOGS209578	DPSCF300015	1029427	1032087	DPSCF300015:1029427-1032087	2660	344325	rc	N	N	0
DPOGS209619	DPSCF300015	529497	529805	DPSCF300015:529497-529805	308	139671	f	N	N	0
DPOGS209589	DPSCF300015	685161	685964	DPSCF300015:685161-685964	803	59	rc	N	Y	0
DPOGS209566	DPSCF300015	1193245	1194152	DPSCF300015:1193245-1194152	907	508143	rc	N	N	0
