name	scaffold	start	end	region	length	distance	reverse	length_ok	dis_ok	main
DPOGS204835	DPSCF300227	281427	285251	DPSCF300227:281427-285251	3824	0	rc	N/A	N/A	1
DPOGS204838	DPSCF300227	222624	236034	DPSCF300227:222624-236034	13410	45393	rc	N	Y	0
DPOGS204848	DPSCF300227	10528	11028	DPSCF300227:10528-11028	500	270399	rc	N	N	0
DPOGS204856	DPSCF300227	203935	204918	DPSCF300227:203935-204918	983	76509	f	N	N	0
DPOGS204855	DPSCF300227	193677	197334	DPSCF300227:193677-197334	3657	84093	f	Y	N	0
DPOGS204853	DPSCF300227	189421	190346	DPSCF300227:189421-190346	925	91081	f	N	N	0
DPOGS204854	DPSCF300227	192074	192805	DPSCF300227:192074-192805	731	88622	f	N	N	0
DPOGS204847	DPSCF300227	38601	39641	DPSCF300227:38601-39641	1040	241786	rc	N	N	0
DPOGS204836	DPSCF300227	278547	280560	DPSCF300227:278547-280560	2013	867	rc	Y	Y	0
DPOGS204859	DPSCF300227	276646	278466	DPSCF300227:276646-278466	1820	2961	f	N	Y	0
DPOGS204850	DPSCF300227	553	1164	DPSCF300227:553-1164	611	280263	f	N	N	0
DPOGS204851	DPSCF300227	11759	22124	DPSCF300227:11759-22124	10365	259303	f	N	N	0
DPOGS204845	DPSCF300227	78903	79052	DPSCF300227:78903-79052	149	202375	rc	N	N	0
DPOGS204849	DPSCF300227	7251	8951	DPSCF300227:7251-8951	1700	272476	rc	N	N	0
DPOGS204844	DPSCF300227	113570	114239	DPSCF300227:113570-114239	669	167188	rc	N	N	0
DPOGS204852	DPSCF300227	22126	32970	DPSCF300227:22126-32970	10844	248457	f	N	N	0
DPOGS204842	DPSCF300227	165665	181494	DPSCF300227:165665-181494	15829	99933	rc	N	N	0
DPOGS204843	DPSCF300227	158539	164789	DPSCF300227:158539-164789	6250	116638	rc	Y	N	0
DPOGS204846	DPSCF300227	40830	53611	DPSCF300227:40830-53611	12781	227816	rc	N	N	0
DPOGS204840	DPSCF300227	197870	202282	DPSCF300227:197870-202282	4412	79145	rc	Y	N	0
DPOGS204857	DPSCF300227	218591	221515	DPSCF300227:218591-221515	2924	59912	f	Y	N	0
DPOGS204839	DPSCF300227	206673	215400	DPSCF300227:206673-215400	8727	66027	rc	N	N	0
DPOGS204837	DPSCF300227	250659	254320	DPSCF300227:250659-254320	3661	27107	rc	Y	Y	0
DPOGS204858	DPSCF300227	268249	273094	DPSCF300227:268249-273094	4845	8333	f	Y	Y	0
DPOGS204841	DPSCF300227	186842	189063	DPSCF300227:186842-189063	2221	92364	rc	Y	N	0
