name	scaffold	start	end	region	length	distance	reverse	length_ok	dis_ok	main
DPOGS205720	DPSCF300250	363616	365055	DPSCF300250:363616-365055	1439	0	f	N/A	N/A	1
DPOGS205682	DPSCF300250	440976	451287	DPSCF300250:440976-451287	10311	75921	rc	N	N	0
DPOGS205683	DPSCF300250	417437	418925	DPSCF300250:417437-418925	1488	52382	rc	Y	N	0
DPOGS205684	DPSCF300250	401853	403395	DPSCF300250:401853-403395	1542	36798	rc	Y	Y	0
DPOGS205688	DPSCF300250	153491	158002	DPSCF300250:153491-158002	4511	205614	rc	N	N	0
DPOGS205691	DPSCF300250	101149	115050	DPSCF300250:101149-115050	13901	248566	rc	N	N	0
DPOGS205694	DPSCF300250	70910	75112	DPSCF300250:70910-75112	4202	288504	rc	N	N	0
DPOGS205695	DPSCF300250	68152	68583	DPSCF300250:68152-68583	431	295033	rc	Y	N	0
DPOGS205696	DPSCF300250	56559	63379	DPSCF300250:56559-63379	6820	300237	rc	N	N	0
DPOGS205693	DPSCF300250	81440	82177	DPSCF300250:81440-82177	737	281439	rc	Y	N	0
DPOGS205697	DPSCF300250	50317	50829	DPSCF300250:50317-50829	512	312787	rc	Y	N	0
DPOGS205690	DPSCF300250	139835	141161	DPSCF300250:139835-141161	1326	222455	rc	Y	N	0
DPOGS205692	DPSCF300250	86934	96085	DPSCF300250:86934-96085	9151	267531	rc	N	N	0
DPOGS205701	DPSCF300250	5755	6227	DPSCF300250:5755-6227	472	357389	rc	Y	N	0
DPOGS205702	DPSCF300250	335	5191	DPSCF300250:335-5191	4856	358425	f	N	N	0
DPOGS205704	DPSCF300250	21030	22021	DPSCF300250:21030-22021	991	341595	f	Y	N	0
DPOGS205705	DPSCF300250	44720	45620	DPSCF300250:44720-45620	900	317996	f	Y	N	0
DPOGS205706	DPSCF300250	48374	49602	DPSCF300250:48374-49602	1228	314014	f	Y	N	0
DPOGS205707	DPSCF300250	51772	56236	DPSCF300250:51772-56236	4464	307380	f	N	N	0
DPOGS205708	DPSCF300250	67121	68463	DPSCF300250:67121-68463	1342	295153	f	Y	N	0
DPOGS205711	DPSCF300250	85854	87119	DPSCF300250:85854-87119	1265	276497	f	Y	N	0
DPOGS205689	DPSCF300250	143011	148004	DPSCF300250:143011-148004	4993	215612	rc	N	N	0
DPOGS205699	DPSCF300250	19045	19425	DPSCF300250:19045-19425	380	344191	rc	Y	N	0
DPOGS205700	DPSCF300250	6422	15315	DPSCF300250:6422-15315	8893	348301	rc	N	N	0
DPOGS205698	DPSCF300250	24230	25674	DPSCF300250:24230-25674	1444	337942	rc	Y	N	0
DPOGS205703	DPSCF300250	15917	17359	DPSCF300250:15917-17359	1442	346257	f	Y	N	0
DPOGS205716	DPSCF300250	191203	195375	DPSCF300250:191203-195375	4172	168241	f	N	N	0
DPOGS205712	DPSCF300250	126609	136621	DPSCF300250:126609-136621	10012	226995	f	N	N	0
DPOGS205714	DPSCF300250	168084	171167	DPSCF300250:168084-171167	3083	192449	f	N	N	0
DPOGS205717	DPSCF300250	257558	258103	DPSCF300250:257558-258103	545	105513	f	Y	N	0
DPOGS205715	DPSCF300250	183369	187532	DPSCF300250:183369-187532	4163	176084	f	N	N	0
DPOGS205709	DPSCF300250	75721	79632	DPSCF300250:75721-79632	3911	283984	f	N	N	0
DPOGS205713	DPSCF300250	148621	150892	DPSCF300250:148621-150892	2271	212724	f	Y	N	0
DPOGS205710	DPSCF300250	82900	85419	DPSCF300250:82900-85419	2519	278197	f	Y	N	0
DPOGS205719	DPSCF300250	335308	339722	DPSCF300250:335308-339722	4414	23894	f	N	Y	0
DPOGS205724	DPSCF300250	430405	433119	DPSCF300250:430405-433119	2714	65350	f	Y	N	0
DPOGS205718	DPSCF300250	258225	258521	DPSCF300250:258225-258521	296	105095	f	Y	N	0
DPOGS205723	DPSCF300250	422947	424458	DPSCF300250:422947-424458	1511	57892	f	Y	N	0
DPOGS205721	DPSCF300250	393777	395304	DPSCF300250:393777-395304	1527	28722	f	Y	Y	0
DPOGS205722	DPSCF300250	417579	421491	DPSCF300250:417579-421491	3912	52524	f	N	N	0
