name	scaffold	start	end	region	length	distance	reverse	length_ok	dis_ok	main
DPOGS215599	DPSCF300097	296136	299046	DPSCF300097:296136-299046	2910	0	f	N/A	N/A	1
DPOGS215566	DPSCF300097	292902	293547	DPSCF300097:292902-293547	645	2589	rc	N	Y	0
DPOGS215565	DPSCF300097	300069	302812	DPSCF300097:300069-302812	2743	1023	rc	Y	Y	0
DPOGS215570	DPSCF300097	150732	154756	DPSCF300097:150732-154756	4024	141380	rc	Y	N	0
DPOGS215559	DPSCF300097	431681	569390	DPSCF300097:431681-569390	137709	132635	rc	N	N	0
DPOGS215573	DPSCF300097	75664	76224	DPSCF300097:75664-76224	560	219912	rc	N	N	0
DPOGS215569	DPSCF300097	203349	207299	DPSCF300097:203349-207299	3950	88837	rc	Y	N	0
DPOGS215561	DPSCF300097	354675	355237	DPSCF300097:354675-355237	562	55629	rc	N	N	0
DPOGS215571	DPSCF300097	130523	132224	DPSCF300097:130523-132224	1701	163912	rc	Y	N	0
DPOGS215563	DPSCF300097	322656	322793	DPSCF300097:322656-322793	137	23610	rc	N	Y	0
DPOGS215560	DPSCF300097	356024	357497	DPSCF300097:356024-357497	1473	56978	rc	Y	N	0
DPOGS215579	DPSCF300097	86933	89761	DPSCF300097:86933-89761	2828	206375	f	Y	N	0
DPOGS215580	DPSCF300097	127513	128717	DPSCF300097:127513-128717	1204	167419	f	N	N	0
DPOGS215581	DPSCF300097	133098	141105	DPSCF300097:133098-141105	8007	155031	f	N	N	0
DPOGS215568	DPSCF300097	214311	215451	DPSCF300097:214311-215451	1140	80685	rc	N	N	0
DPOGS215583	DPSCF300097	155399	159972	DPSCF300097:155399-159972	4573	136164	f	Y	N	0
DPOGS215584	DPSCF300097	162541	163004	DPSCF300097:162541-163004	463	133132	f	N	N	0
DPOGS215585	DPSCF300097	167060	168304	DPSCF300097:167060-168304	1244	127832	f	N	N	0
DPOGS215586	DPSCF300097	170094	171929	DPSCF300097:170094-171929	1835	124207	f	Y	N	0
DPOGS215574	DPSCF300097	36344	43419	DPSCF300097:36344-43419	7075	252717	rc	N	N	0
DPOGS215575	DPSCF300097	34643	35366	DPSCF300097:34643-35366	723	260770	rc	N	N	0
DPOGS215576	DPSCF300097	8831	26706	DPSCF300097:8831-26706	17875	269430	rc	N	N	0
DPOGS215577	DPSCF300097	65418	65996	DPSCF300097:65418-65996	578	230140	f	N	N	0
DPOGS215591	DPSCF300097	208337	208893	DPSCF300097:208337-208893	556	87243	f	N	N	0
DPOGS215592	DPSCF300097	211593	213446	DPSCF300097:211593-213446	1853	82690	f	Y	N	0
DPOGS215593	DPSCF300097	217656	219491	DPSCF300097:217656-219491	1835	76645	f	Y	N	0
DPOGS215594	DPSCF300097	221917	228425	DPSCF300097:221917-228425	6508	67711	f	N	N	0
DPOGS215582	DPSCF300097	148458	150249	DPSCF300097:148458-150249	1791	145887	f	Y	N	0
DPOGS215596	DPSCF300097	245581	254800	DPSCF300097:245581-254800	9219	41336	f	N	Y	0
DPOGS215597	DPSCF300097	260913	281997	DPSCF300097:260913-281997	21084	14139	f	N	Y	0
DPOGS215598	DPSCF300097	286821	292780	DPSCF300097:286821-292780	5959	3356	f	N	Y	0
DPOGS215600	DPSCF300097	303533	310454	DPSCF300097:303533-310454	6921	4487	f	N	Y	0
DPOGS215601	DPSCF300097	324883	329193	DPSCF300097:324883-329193	4310	25837	f	Y	Y	0
DPOGS215602	DPSCF300097	330250	331208	DPSCF300097:330250-331208	958	31204	f	N	Y	0
DPOGS215562	DPSCF300097	332392	336613	DPSCF300097:332392-336613	4221	33346	rc	Y	Y	0
DPOGS215604	DPSCF300097	447860	451362	DPSCF300097:447860-451362	3502	148814	f	Y	N	0
DPOGS215564	DPSCF300097	311620	314792	DPSCF300097:311620-314792	3172	12574	rc	Y	Y	0
DPOGS215589	DPSCF300097	190647	191131	DPSCF300097:190647-191131	484	105005	f	N	N	0
DPOGS215578	DPSCF300097	68460	74489	DPSCF300097:68460-74489	6029	221647	f	N	N	0
DPOGS215567	DPSCF300097	235575	244964	DPSCF300097:235575-244964	9389	51172	rc	N	N	0
DPOGS215595	DPSCF300097	228774	232058	DPSCF300097:228774-232058	3284	64078	f	Y	N	0
DPOGS215587	DPSCF300097	175623	176660	DPSCF300097:175623-176660	1037	119476	f	N	N	0
DPOGS215588	DPSCF300097	181872	186340	DPSCF300097:181872-186340	4468	109796	f	Y	N	0
DPOGS215590	DPSCF300097	198474	201828	DPSCF300097:198474-201828	3354	94308	f	Y	N	0
DPOGS215603	DPSCF300097	337507	349587	DPSCF300097:337507-349587	12080	38461	f	N	Y	0
