name	scaffold	start	end	region	length	distance	reverse	length_ok	dis_ok	main
DPOGS210549	DPSCF300304	3026	8174	DPSCF300304:3026-8174	5148	0	f	N/A	N/A	1
DPOGS210557	DPSCF300304	137052	143237	DPSCF300304:137052-143237	6185	128878	f	Y	N	0
DPOGS210558	DPSCF300304	151941	154852	DPSCF300304:151941-154852	2911	143767	f	Y	N	0
DPOGS210541	DPSCF300304	122647	124336	DPSCF300304:122647-124336	1689	114473	rc	N	N	0
DPOGS210545	DPSCF300304	74515	76179	DPSCF300304:74515-76179	1664	66341	rc	N	N	0
DPOGS210537	DPSCF300304	181390	182722	DPSCF300304:181390-182722	1332	173216	rc	N	N	0
DPOGS210543	DPSCF300304	112744	114978	DPSCF300304:112744-114978	2234	104570	rc	N	N	0
DPOGS210559	DPSCF300304	161902	165675	DPSCF300304:161902-165675	3773	153728	f	Y	N	0
DPOGS210552	DPSCF300304	94402	106789	DPSCF300304:94402-106789	12387	86228	f	N	N	0
DPOGS210546	DPSCF300304	40758	42581	DPSCF300304:40758-42581	1823	32584	rc	N	Y	0
DPOGS210555	DPSCF300304	129173	131210	DPSCF300304:129173-131210	2037	120999	f	N	N	0
DPOGS210538	DPSCF300304	171960	179005	DPSCF300304:171960-179005	7045	163786	rc	Y	N	0
DPOGS210551	DPSCF300304	79238	81249	DPSCF300304:79238-81249	2011	71064	f	N	N	0
DPOGS210561	DPSCF300304	184058	186287	DPSCF300304:184058-186287	2229	175884	f	N	N	0
DPOGS210544	DPSCF300304	82651	91342	DPSCF300304:82651-91342	8691	74477	rc	Y	N	0
DPOGS210540	DPSCF300304	149632	151496	DPSCF300304:149632-151496	1864	141458	rc	N	N	0
DPOGS210548	DPSCF300304	11003	17544	DPSCF300304:11003-17544	6541	2829	rc	Y	Y	0
DPOGS210560	DPSCF300304	165837	166998	DPSCF300304:165837-166998	1161	157663	f	N	N	0
DPOGS210539	DPSCF300304	157250	161192	DPSCF300304:157250-161192	3942	149076	rc	Y	N	0
DPOGS210556	DPSCF300304	131935	134687	DPSCF300304:131935-134687	2752	123761	f	Y	N	0
DPOGS210554	DPSCF300304	125217	125435	DPSCF300304:125217-125435	218	117043	f	N	N	0
DPOGS210542	DPSCF300304	115244	117590	DPSCF300304:115244-117590	2346	107070	rc	N	N	0
DPOGS210562	DPSCF300304	187215	189910	DPSCF300304:187215-189910	2695	179041	f	Y	N	0
DPOGS210547	DPSCF300304	24249	27949	DPSCF300304:24249-27949	3700	16075	rc	Y	Y	0
DPOGS210553	DPSCF300304	119938	122530	DPSCF300304:119938-122530	2592	111764	f	Y	N	0
