name	scaffold	start	end	region	length	distance	reverse	length_ok	dis_ok	main
DPOGS210265	DPSCF300216	108043	108891	DPSCF300216:108043-108891	848	0	rc	N/A	N/A	1
DPOGS210258	DPSCF300216	306533	319197	DPSCF300216:306533-319197	12664	197642	rc	N	N	0
DPOGS210267	DPSCF300216	92431	94207	DPSCF300216:92431-94207	1776	13836	rc	Y	Y	0
DPOGS210279	DPSCF300216	177972	180802	DPSCF300216:177972-180802	2830	69081	f	N	N	0
DPOGS210274	DPSCF300216	97595	106493	DPSCF300216:97595-106493	8898	1550	f	N	Y	0
DPOGS210273	DPSCF300216	88548	91911	DPSCF300216:88548-91911	3363	16132	f	N	Y	0
DPOGS210281	DPSCF300216	196416	203516	DPSCF300216:196416-203516	7100	87525	f	N	N	0
DPOGS210277	DPSCF300216	158725	173777	DPSCF300216:158725-173777	15052	49834	f	N	Y	0
DPOGS210283	DPSCF300216	248100	250912	DPSCF300216:248100-250912	2812	139209	f	N	N	0
DPOGS210257	DPSCF300216	327035	337531	DPSCF300216:327035-337531	10496	218144	rc	N	N	0
DPOGS210272	DPSCF300216	71017	78869	DPSCF300216:71017-78869	7852	29174	f	N	Y	0
DPOGS210266	DPSCF300216	106776	107152	DPSCF300216:106776-107152	376	891	rc	Y	Y	0
DPOGS210263	DPSCF300216	140997	141584	DPSCF300216:140997-141584	587	32106	rc	Y	Y	0
DPOGS210289	DPSCF300216	380720	387465	DPSCF300216:380720-387465	6745	271829	f	N	N	0
DPOGS210275	DPSCF300216	130472	140416	DPSCF300216:130472-140416	9944	21581	f	N	Y	0
DPOGS210288	DPSCF300216	374037	379302	DPSCF300216:374037-379302	5265	265146	f	N	N	0
DPOGS210282	DPSCF300216	212196	223024	DPSCF300216:212196-223024	10828	103305	f	N	N	0
DPOGS210284	DPSCF300216	251644	253534	DPSCF300216:251644-253534	1890	142753	f	Y	N	0
DPOGS210262	DPSCF300216	145955	156593	DPSCF300216:145955-156593	10638	37064	rc	N	Y	0
DPOGS210264	DPSCF300216	110259	118071	DPSCF300216:110259-118071	7812	1368	rc	N	Y	0
DPOGS210278	DPSCF300216	174796	177463	DPSCF300216:174796-177463	2667	65905	f	N	N	0
DPOGS210280	DPSCF300216	186827	187210	DPSCF300216:186827-187210	383	77936	f	Y	N	0
DPOGS210276	DPSCF300216	142604	143247	DPSCF300216:142604-143247	643	33713	f	Y	Y	0
DPOGS210286	DPSCF300216	294983	295309	DPSCF300216:294983-295309	326	186092	f	Y	N	0
DPOGS210285	DPSCF300216	260637	267844	DPSCF300216:260637-267844	7207	151746	f	N	N	0
DPOGS210287	DPSCF300216	320127	325446	DPSCF300216:320127-325446	5319	211236	f	N	N	0
DPOGS210259	DPSCF300216	284688	291230	DPSCF300216:284688-291230	6542	175797	rc	N	N	0
DPOGS210261	DPSCF300216	257920	259341	DPSCF300216:257920-259341	1421	149029	rc	Y	N	0
