name	scaffold	start	end	region	length	distance	reverse	length_ok	dis_ok	main
DPOGS200977	DPSCF300147	531890	534977	DPSCF300147:531890-534977	3087	0	rc	N/A	N/A	1
DPOGS200993	DPSCF300147	231944	238889	DPSCF300147:231944-238889	6945	293001	rc	N	N	0
DPOGS201028	DPSCF300147	467896	468486	DPSCF300147:467896-468486	590	63404	f	N	N	0
DPOGS201024	DPSCF300147	371684	384865	DPSCF300147:371684-384865	13181	147025	f	N	N	0
DPOGS200983	DPSCF300147	418821	419204	DPSCF300147:418821-419204	383	112686	rc	N	N	0
DPOGS201021	DPSCF300147	329066	330300	DPSCF300147:329066-330300	1234	201590	f	N	N	0
DPOGS201023	DPSCF300147	345886	347032	DPSCF300147:345886-347032	1146	184858	f	N	N	0
DPOGS201000	DPSCF300147	147779	156078	DPSCF300147:147779-156078	8299	375812	rc	N	N	0
DPOGS200991	DPSCF300147	257736	258746	DPSCF300147:257736-258746	1010	273144	rc	N	N	0
DPOGS201030	DPSCF300147	474761	486717	DPSCF300147:474761-486717	11956	45173	f	N	Y	0
DPOGS200994	DPSCF300147	196156	198977	DPSCF300147:196156-198977	2821	332913	rc	Y	N	0
DPOGS201018	DPSCF300147	293328	293787	DPSCF300147:293328-293787	459	238103	f	N	N	0
DPOGS200989	DPSCF300147	295304	298560	DPSCF300147:295304-298560	3256	233330	rc	Y	N	0
DPOGS200986	DPSCF300147	313906	315708	DPSCF300147:313906-315708	1802	216182	rc	Y	N	0
DPOGS201001	DPSCF300147	137148	146553	DPSCF300147:137148-146553	9405	385337	rc	N	N	0
DPOGS201020	DPSCF300147	316847	321066	DPSCF300147:316847-321066	4219	210824	f	Y	N	0
DPOGS201029	DPSCF300147	471659	472258	DPSCF300147:471659-472258	599	59632	f	N	N	0
DPOGS201008	DPSCF300147	127669	131022	DPSCF300147:127669-131022	3353	400868	f	Y	N	0
DPOGS200997	DPSCF300147	175460	177615	DPSCF300147:175460-177615	2155	354275	rc	Y	N	0
DPOGS201002	DPSCF300147	136065	136808	DPSCF300147:136065-136808	743	395082	rc	N	N	0
DPOGS200979	DPSCF300147	501423	502079	DPSCF300147:501423-502079	656	29811	rc	N	Y	0
DPOGS200992	DPSCF300147	239357	241765	DPSCF300147:239357-241765	2408	290125	rc	Y	N	0
DPOGS201027	DPSCF300147	430065	430528	DPSCF300147:430065-430528	463	101362	f	N	N	0
DPOGS201013	DPSCF300147	214766	216216	DPSCF300147:214766-216216	1450	315674	f	N	N	0
DPOGS201004	DPSCF300147	302	850	DPSCF300147:302-850	548	531040	rc	N	N	0
DPOGS200990	DPSCF300147	272261	285965	DPSCF300147:272261-285965	13704	245925	rc	N	N	0
DPOGS201026	DPSCF300147	420544	425634	DPSCF300147:420544-425634	5090	106256	f	Y	N	0
DPOGS200982	DPSCF300147	431726	467108	DPSCF300147:431726-467108	35382	64782	rc	N	N	0
