name	scaffold	start	end	region	length	distance	reverse	length_ok	dis_ok	main
DPOGS205210	DPSCF300265	124876	128218	DPSCF300265:124876-128218	3342	0	rc	N/A	N/A	1
DPOGS205203	DPSCF300265	246331	248698	DPSCF300265:246331-248698	2367	118113	rc	Y	N	0
DPOGS205236	DPSCF300265	255004	265785	DPSCF300265:255004-265785	10781	126786	f	N	N	0
DPOGS205239	DPSCF300265	286926	289164	DPSCF300265:286926-289164	2238	158708	f	Y	N	0
DPOGS205197	DPSCF300265	318043	324581	DPSCF300265:318043-324581	6538	189825	rc	Y	N	0
DPOGS205202	DPSCF300265	284359	286370	DPSCF300265:284359-286370	2011	156141	rc	Y	N	0
DPOGS205233	DPSCF300265	220202	223415	DPSCF300265:220202-223415	3213	91984	f	Y	N	0
DPOGS205205	DPSCF300265	238654	242489	DPSCF300265:238654-242489	3835	110436	rc	Y	N	0
DPOGS205212	DPSCF300265	93535	104668	DPSCF300265:93535-104668	11133	20208	rc	N	Y	0
DPOGS205198	DPSCF300265	308779	317374	DPSCF300265:308779-317374	8595	180561	rc	N	N	0
DPOGS205237	DPSCF300265	267885	271063	DPSCF300265:267885-271063	3178	139667	f	Y	N	0
DPOGS205241	DPSCF300265	299343	301045	DPSCF300265:299343-301045	1702	171125	f	Y	N	0
DPOGS205242	DPSCF300265	325118	325581	DPSCF300265:325118-325581	463	196900	f	N	N	0
DPOGS205222	DPSCF300265	67148	81131	DPSCF300265:67148-81131	13983	43745	f	N	Y	0
DPOGS205240	DPSCF300265	295373	298534	DPSCF300265:295373-298534	3161	167155	f	Y	N	0
DPOGS205208	DPSCF300265	166495	205039	DPSCF300265:166495-205039	38544	38277	rc	N	Y	0
DPOGS205238	DPSCF300265	271108	282410	DPSCF300265:271108-282410	11302	142890	f	N	N	0
DPOGS205204	DPSCF300265	245118	245246	DPSCF300265:245118-245246	128	116900	rc	N	N	0
DPOGS205214	DPSCF300265	42352	47132	DPSCF300265:42352-47132	4780	77744	rc	Y	N	0
DPOGS205249	DPSCF300265	418515	418826	DPSCF300265:418515-418826	311	290297	f	N	N	0
DPOGS205220	DPSCF300265	47551	50282	DPSCF300265:47551-50282	2731	74594	f	Y	N	0
DPOGS205196	DPSCF300265	332137	334688	DPSCF300265:332137-334688	2551	203919	rc	Y	N	0
