name	scaffold	start	end	region	length	distance	reverse	length_ok	dis_ok	main
DPOGS213841	DPSCF300183	245550	249159	DPSCF300183:245550-249159	3609	0	f	N/A	N/A	1
DPOGS205278	DPSCF300021	428602	435795	DPSCF300021:428602-435795	7193	179443	rc	Y	N	0
DPOGS205280	DPSCF300021	32150	37656	DPSCF300021:32150-37656	5506	207894	rc	Y	N	0
DPOGS205285	DPSCF300021	422206	426622	DPSCF300021:422206-426622	4416	173047	f	Y	N	0
DPOGS205297	DPSCF300021	899761	900261	DPSCF300021:899761-900261	500	650602	f	N	N	0
DPOGS205286	DPSCF300021	438297	440654	DPSCF300021:438297-440654	2357	189138	f	Y	N	0
DPOGS205289	DPSCF300021	460049	460391	DPSCF300021:460049-460391	342	210890	f	N	N	0
DPOGS205303	DPSCF300021	1370724	1372659	DPSCF300021:1370724-1372659	1935	1121565	f	Y	N	0
DPOGS205300	DPSCF300021	1036738	1038831	DPSCF300021:1036738-1038831	2093	787579	f	Y	N	0
DPOGS205291	DPSCF300021	469838	480781	DPSCF300021:469838-480781	10943	220679	f	N	N	0
DPOGS205284	DPSCF300021	409718	420083	DPSCF300021:409718-420083	10365	160559	f	N	N	0
DPOGS205302	DPSCF300021	1359155	1359902	DPSCF300021:1359155-1359902	747	1109996	f	N	N	0
DPOGS205264	DPSCF300021	1342192	1352988	DPSCF300021:1342192-1352988	10796	1093033	rc	N	N	0
DPOGS205304	DPSCF300021	1377205	1380780	DPSCF300021:1377205-1380780	3575	1128046	f	Y	N	0
DPOGS205261	DPSCF300021	1373698	1373973	DPSCF300021:1373698-1373973	275	1124539	rc	N	N	0
DPOGS205262	DPSCF300021	1369407	1370204	DPSCF300021:1369407-1370204	797	1120248	rc	N	N	0
DPOGS205290	DPSCF300021	464087	468814	DPSCF300021:464087-468814	4727	214928	f	Y	N	0
DPOGS205263	DPSCF300021	1360459	1367862	DPSCF300021:1360459-1367862	7403	1111300	rc	N	N	0
DPOGS205269	DPSCF300021	1027709	1035781	DPSCF300021:1027709-1035781	8072	778550	rc	N	N	0
DPOGS205271	DPSCF300021	987727	1019509	DPSCF300021:987727-1019509	31782	738568	rc	N	N	0
DPOGS205272	DPSCF300021	983327	984262	DPSCF300021:983327-984262	935	734168	rc	N	N	0
DPOGS205288	DPSCF300021	449669	457568	DPSCF300021:449669-457568	7899	200510	f	N	N	0
DPOGS205267	DPSCF300021	1191983	1194303	DPSCF300021:1191983-1194303	2320	942824	rc	Y	N	0
DPOGS205265	DPSCF300021	1265314	1265517	DPSCF300021:1265314-1265517	203	1016155	rc	N	N	0
DPOGS205298	DPSCF300021	973020	986244	DPSCF300021:973020-986244	13224	723861	f	N	N	0
DPOGS205273	DPSCF300021	967313	970672	DPSCF300021:967313-970672	3359	718154	rc	Y	N	0
DPOGS205287	DPSCF300021	441930	447440	DPSCF300021:441930-447440	5510	192771	f	Y	N	0
DPOGS205275	DPSCF300021	596090	598518	DPSCF300021:596090-598518	2428	346931	rc	Y	N	0
DPOGS205268	DPSCF300021	1040523	1042964	DPSCF300021:1040523-1042964	2441	791364	rc	Y	N	0
DPOGS205292	DPSCF300021	486425	487437	DPSCF300021:486425-487437	1012	237266	f	N	N	0
DPOGS205276	DPSCF300021	592581	594687	DPSCF300021:592581-594687	2106	343422	rc	Y	N	0
DPOGS205299	DPSCF300021	1023090	1025004	DPSCF300021:1023090-1025004	1914	773931	f	Y	N	0
DPOGS205270	DPSCF300021	1021617	1022389	DPSCF300021:1021617-1022389	772	772458	rc	N	N	0
DPOGS205266	DPSCF300021	1255300	1255503	DPSCF300021:1255300-1255503	203	1006141	rc	N	N	0
DPOGS205274	DPSCF300021	961580	964072	DPSCF300021:961580-964072	2492	712421	rc	Y	N	0
DPOGS203152	DPSCF300035	998831	1000778	DPSCF300035:998831-1000778	1947	749672	rc	Y	N	0
DPOGS203194	DPSCF300035	47988	48773	DPSCF300035:47988-48773	785	196777	f	N	N	0
DPOGS203155	DPSCF300035	950238	959494	DPSCF300035:950238-959494	9256	701079	rc	N	N	0
DPOGS203195	DPSCF300035	77107	85896	DPSCF300035:77107-85896	8789	159654	f	N	N	0
DPOGS203162	DPSCF300035	788785	797732	DPSCF300035:788785-797732	8947	539626	rc	N	N	0
DPOGS203183	DPSCF300035	154199	157385	DPSCF300035:154199-157385	3186	88165	rc	Y	N	0
DPOGS203196	DPSCF300035	130905	133049	DPSCF300035:130905-133049	2144	112501	f	Y	N	0
DPOGS203207	DPSCF300035	658522	665062	DPSCF300035:658522-665062	6540	409363	f	Y	N	0
DPOGS203232	DPSCF300035	1329699	1337364	DPSCF300035:1329699-1337364	7665	1080540	f	N	N	0
DPOGS203154	DPSCF300035	971567	972568	DPSCF300035:971567-972568	1001	722408	rc	N	N	0
DPOGS203191	DPSCF300035	34866	41295	DPSCF300035:34866-41295	6429	204255	f	Y	N	0
DPOGS203135	DPSCF300035	1364398	1367596	DPSCF300035:1364398-1367596	3198	1115239	rc	Y	N	0
DPOGS203149	DPSCF300035	1099173	1101325	DPSCF300035:1099173-1101325	2152	850014	rc	Y	N	0
DPOGS203197	DPSCF300035	134723	137766	DPSCF300035:134723-137766	3043	107784	f	Y	N	0
DPOGS203184	DPSCF300035	139589	150194	DPSCF300035:139589-150194	10605	95356	rc	N	N	0
DPOGS203188	DPSCF300035	54237	57501	DPSCF300035:54237-57501	3264	188049	rc	Y	N	0
DPOGS203189	DPSCF300035	44077	46436	DPSCF300035:44077-46436	2359	199114	rc	Y	N	0
DPOGS203190	DPSCF300035	1867	32193	DPSCF300035:1867-32193	30326	213357	f	N	N	0
DPOGS203216	DPSCF300035	926084	931374	DPSCF300035:926084-931374	5290	676925	f	Y	N	0
DPOGS203134	DPSCF300035	1431135	1431470	DPSCF300035:1431135-1431470	335	1181976	rc	N	N	0
DPOGS203192	DPSCF300035	42488	43451	DPSCF300035:42488-43451	963	202099	f	N	N	0
DPOGS203217	DPSCF300035	935752	938630	DPSCF300035:935752-938630	2878	686593	f	Y	N	0
DPOGS203233	DPSCF300035	1338262	1341320	DPSCF300035:1338262-1341320	3058	1089103	f	Y	N	0
DPOGS203215	DPSCF300035	918968	920595	DPSCF300035:918968-920595	1627	669809	f	N	N	0
DPOGS203159	DPSCF300035	822515	842799	DPSCF300035:822515-842799	20284	573356	rc	N	N	0
DPOGS203171	DPSCF300035	611922	612591	DPSCF300035:611922-612591	669	362763	rc	N	N	0
DPOGS203220	DPSCF300035	954362	955215	DPSCF300035:954362-955215	853	705203	f	N	N	0
DPOGS203182	DPSCF300035	159577	168462	DPSCF300035:159577-168462	8885	77088	rc	N	N	0
DPOGS203185	DPSCF300035	107823	125236	DPSCF300035:107823-125236	17413	120314	rc	N	N	0
DPOGS203221	DPSCF300035	960467	962944	DPSCF300035:960467-962944	2477	711308	f	Y	N	0
DPOGS203151	DPSCF300035	1087503	1088991	DPSCF300035:1087503-1088991	1488	838344	rc	N	N	0
DPOGS203169	DPSCF300035	633702	634829	DPSCF300035:633702-634829	1127	384543	rc	N	N	0
DPOGS203219	DPSCF300035	943753	950097	DPSCF300035:943753-950097	6344	694594	f	Y	N	0
DPOGS203223	DPSCF300035	1096625	1097498	DPSCF300035:1096625-1097498	873	847466	f	N	N	0
DPOGS203226	DPSCF300035	1254785	1260805	DPSCF300035:1254785-1260805	6020	1005626	f	Y	N	0
DPOGS203224	DPSCF300035	1240522	1241703	DPSCF300035:1240522-1241703	1181	991363	f	N	N	0
DPOGS203187	DPSCF300035	60259	73014	DPSCF300035:60259-73014	12755	172536	rc	N	N	0
DPOGS203201	DPSCF300035	615102	616668	DPSCF300035:615102-616668	1566	365943	f	N	N	0
DPOGS203153	DPSCF300035	981250	983580	DPSCF300035:981250-983580	2330	732091	rc	Y	N	0
DPOGS203203	DPSCF300035	635838	639490	DPSCF300035:635838-639490	3652	386679	f	Y	N	0
DPOGS203222	DPSCF300035	973152	976509	DPSCF300035:973152-976509	3357	723993	f	Y	N	0
DPOGS203227	DPSCF300035	1266604	1274694	DPSCF300035:1266604-1274694	8090	1017445	f	N	N	0
DPOGS203214	DPSCF300035	884741	885798	DPSCF300035:884741-885798	1057	635582	f	N	N	0
DPOGS203142	DPSCF300035	1210257	1218465	DPSCF300035:1210257-1218465	8208	961098	rc	N	N	0
DPOGS203230	DPSCF300035	1311391	1321504	DPSCF300035:1311391-1321504	10113	1062232	f	N	N	0
DPOGS203136	DPSCF300035	1324915	1329496	DPSCF300035:1324915-1329496	4581	1075756	rc	Y	N	0
DPOGS203231	DPSCF300035	1322858	1324081	DPSCF300035:1322858-1324081	1223	1073699	f	N	N	0
DPOGS203170	DPSCF300035	617165	619452	DPSCF300035:617165-619452	2287	368006	rc	Y	N	0
DPOGS203157	DPSCF300035	860923	861811	DPSCF300035:860923-861811	888	611764	rc	N	N	0
DPOGS203206	DPSCF300035	653963	656589	DPSCF300035:653963-656589	2626	404804	f	Y	N	0
DPOGS203229	DPSCF300035	1297424	1306587	DPSCF300035:1297424-1306587	9163	1048265	f	N	N	0
DPOGS203164	DPSCF300035	760816	761386	DPSCF300035:760816-761386	570	511657	rc	N	N	0
DPOGS203178	DPSCF300035	231942	235782	DPSCF300035:231942-235782	3840	9768	rc	Y	Y	0
DPOGS203202	DPSCF300035	621914	629314	DPSCF300035:621914-629314	7400	372755	f	N	N	0
DPOGS203161	DPSCF300035	799177	800839	DPSCF300035:799177-800839	1662	550018	rc	N	N	0
DPOGS203160	DPSCF300035	804075	804857	DPSCF300035:804075-804857	782	554916	rc	N	N	0
DPOGS203150	DPSCF300035	1091982	1092829	DPSCF300035:1091982-1092829	847	842823	rc	N	N	0
DPOGS203199	DPSCF300035	383990	388357	DPSCF300035:383990-388357	4367	134831	f	Y	N	0
DPOGS203168	DPSCF300035	671611	673573	DPSCF300035:671611-673573	1962	422452	rc	Y	N	0
DPOGS203225	DPSCF300035	1244464	1244976	DPSCF300035:1244464-1244976	512	995305	f	N	N	0
DPOGS203218	DPSCF300035	939686	940023	DPSCF300035:939686-940023	337	690527	f	N	N	0
DPOGS203172	DPSCF300035	607357	608292	DPSCF300035:607357-608292	935	358198	rc	N	N	0
DPOGS203177	DPSCF300035	271452	271881	DPSCF300035:271452-271881	429	22293	rc	N	Y	0
DPOGS203179	DPSCF300035	194629	207804	DPSCF300035:194629-207804	13175	37746	rc	N	Y	0
DPOGS203204	DPSCF300035	645321	646129	DPSCF300035:645321-646129	808	396162	f	N	N	0
DPOGS203167	DPSCF300035	679340	681511	DPSCF300035:679340-681511	2171	430181	rc	Y	N	0
DPOGS203139	DPSCF300035	1264437	1264759	DPSCF300035:1264437-1264759	322	1015278	rc	N	N	0
DPOGS203186	DPSCF300035	93206	107364	DPSCF300035:93206-107364	14158	138186	rc	N	N	0
DPOGS203213	DPSCF300035	801809	802021	DPSCF300035:801809-802021	212	552650	f	N	N	0
DPOGS203205	DPSCF300035	646912	649104	DPSCF300035:646912-649104	2192	397753	f	Y	N	0
DPOGS203181	DPSCF300035	170652	173225	DPSCF300035:170652-173225	2573	72325	rc	Y	N	0
DPOGS203165	DPSCF300035	718354	721738	DPSCF300035:718354-721738	3384	469195	rc	Y	N	0
DPOGS203212	DPSCF300035	761877	762554	DPSCF300035:761877-762554	677	512718	f	N	N	0
DPOGS203173	DPSCF300035	598512	606759	DPSCF300035:598512-606759	8247	349353	rc	N	N	0
DPOGS203174	DPSCF300035	435114	446483	DPSCF300035:435114-446483	11369	185955	rc	N	N	0
DPOGS203176	DPSCF300035	272760	274390	DPSCF300035:272760-274390	1630	23601	rc	N	Y	0
DPOGS203141	DPSCF300035	1220827	1221927	DPSCF300035:1220827-1221927	1100	971668	rc	N	N	0
DPOGS203211	DPSCF300035	754149	759399	DPSCF300035:754149-759399	5250	504990	f	Y	N	0
DPOGS203156	DPSCF300035	941021	942636	DPSCF300035:941021-942636	1615	691862	rc	N	N	0
DPOGS203175	DPSCF300035	423809	424441	DPSCF300035:423809-424441	632	174650	rc	N	N	0
DPOGS203143	DPSCF300035	1190846	1202075	DPSCF300035:1190846-1202075	11229	941687	rc	N	N	0
DPOGS203228	DPSCF300035	1280720	1287528	DPSCF300035:1280720-1287528	6808	1031561	f	Y	N	0
DPOGS203208	DPSCF300035	693190	696443	DPSCF300035:693190-696443	3253	444031	f	Y	N	0
DPOGS203137	DPSCF300035	1290530	1293225	DPSCF300035:1290530-1293225	2695	1041371	rc	Y	N	0
DPOGS203147	DPSCF300035	1140965	1152321	DPSCF300035:1140965-1152321	11356	891806	rc	N	N	0
DPOGS203210	DPSCF300035	745279	749155	DPSCF300035:745279-749155	3876	496120	f	Y	N	0
DPOGS203138	DPSCF300035	1278553	1279394	DPSCF300035:1278553-1279394	841	1029394	rc	N	N	0
DPOGS203209	DPSCF300035	727304	742596	DPSCF300035:727304-742596	15292	478145	f	N	N	0
DPOGS203140	DPSCF300035	1245678	1253298	DPSCF300035:1245678-1253298	7620	996519	rc	N	N	0
DPOGS203163	DPSCF300035	769578	781745	DPSCF300035:769578-781745	12167	520419	rc	N	N	0
DPOGS203146	DPSCF300035	1155654	1156042	DPSCF300035:1155654-1156042	388	906495	rc	N	N	0
DPOGS209179	DPSCF300061	171124	172925	DPSCF300061:171124-172925	1801	72625	f	N	N	0
DPOGS209176	DPSCF300061	130765	131751	DPSCF300061:130765-131751	986	113799	f	N	N	0
DPOGS209180	DPSCF300061	174434	175689	DPSCF300061:174434-175689	1255	69861	f	N	N	0
DPOGS209138	DPSCF300061	730199	730330	DPSCF300061:730199-730330	131	481040	rc	N	N	0
DPOGS209137	DPSCF300061	746604	755664	DPSCF300061:746604-755664	9060	497445	rc	N	N	0
DPOGS209134	DPSCF300061	824894	827484	DPSCF300061:824894-827484	2590	575735	rc	Y	N	0
DPOGS209174	DPSCF300061	46356	53427	DPSCF300061:46356-53427	7071	192123	f	Y	N	0
DPOGS209175	DPSCF300061	57989	74153	DPSCF300061:57989-74153	16164	171397	f	N	N	0
DPOGS209190	DPSCF300061	428596	436642	DPSCF300061:428596-436642	8046	179437	f	N	N	0
DPOGS209167	DPSCF300061	98203	100595	DPSCF300061:98203-100595	2392	144955	rc	Y	N	0
DPOGS209140	DPSCF300061	666031	666420	DPSCF300061:666031-666420	389	416872	rc	N	N	0
DPOGS209181	DPSCF300061	203927	206511	DPSCF300061:203927-206511	2584	39039	f	Y	Y	0
DPOGS209169	DPSCF300061	82892	94649	DPSCF300061:82892-94649	11757	150901	rc	N	N	0
DPOGS209136	DPSCF300061	763725	768415	DPSCF300061:763725-768415	4690	514566	rc	Y	N	0
