gene.id	stat_value
DPOGS200001	0.054643
DPOGS200002	0.150282
DPOGS200005	0.121604
DPOGS200006	0.028717
DPOGS200007	0.132580
DPOGS200011	0.076023
DPOGS200012	0.054220
DPOGS200014	0.228970
DPOGS200016	0.233295
DPOGS200017	0.276426
DPOGS200036	0.082666
DPOGS200037	0.226116
DPOGS200039	0.130406
DPOGS200040	0.151721
DPOGS200043	0.117951
DPOGS200045	0.298259
DPOGS200047	0.070596
DPOGS200050	0.022800
DPOGS200051	0.213602
DPOGS200053	0.166951
DPOGS200055	0.021612
DPOGS200057	0.021789
DPOGS200058	0.075169
DPOGS200059	0.081386
DPOGS200060	0.145057
DPOGS200061	0.144851
DPOGS200062	0.066896
DPOGS200064	0.145732
DPOGS200065	0.480291
DPOGS200066	0.274168
DPOGS200067	0.131346
DPOGS200069	0.297686
DPOGS200070	0.138760
DPOGS200071	0.116556
DPOGS200073	0.069976
DPOGS200074	0.071607
DPOGS200075	0.226698
DPOGS200076	0.211890
DPOGS200077	0.294364
DPOGS200102	0.035032
DPOGS200103	0.084452
DPOGS200106	-0.012392
DPOGS200107	0.237858
DPOGS200108	0.055107
DPOGS200109	0.082420
DPOGS200110	0.100437
DPOGS200111	0.185581
DPOGS200112	0.123158
DPOGS200113	0.150668
DPOGS200116	0.362630
DPOGS200117	0.098826
DPOGS200118	0.073145
DPOGS200121	-0.004938
DPOGS200123	0.028871
DPOGS200124	0.104509
DPOGS200126	0.034838
DPOGS200129	0.226083
DPOGS200133	0.134206
DPOGS200140	0.081837
DPOGS200144	0.078460
DPOGS200149	0.027232
DPOGS200153	0.243569
DPOGS200156	0.119866
DPOGS200159	0.189941
DPOGS200161	0.068950
DPOGS200163	0.294240
DPOGS200172	0.110945
DPOGS200173	0.273162
DPOGS200174	0.087310
DPOGS200180	0.067362
DPOGS200181	0.021577
DPOGS200182	0.107135
DPOGS200212	0.071298
DPOGS200219	0.202958
DPOGS200229	0.131404
DPOGS200230	0.042257
DPOGS200235	0.021980
DPOGS200236	0.021534
DPOGS200237	0.488143
DPOGS200238	0.160316
DPOGS200240	0.128479
DPOGS200243	0.075364
DPOGS200244	0.041909
DPOGS200245	0.067373
DPOGS200246	0.009357
DPOGS200247	0.021435
DPOGS200250	0.021721
DPOGS200255	0.232552
DPOGS200256	0.402652
DPOGS200264	0.037628
DPOGS200265	0.179694
DPOGS200266	0.197897
DPOGS200267	0.061286
DPOGS200270	0.147709
DPOGS200271	0.173596
DPOGS200272	0.021347
DPOGS200274	0.123854
DPOGS200279	0.028109
DPOGS200290	0.248689
DPOGS200291	0.021345
DPOGS200294	0.159547
DPOGS200295	0.072574
DPOGS200297	0.065058
DPOGS200298	0.164072
DPOGS200299	0.219180
DPOGS200302	0.102203
DPOGS200305	0.021516
DPOGS200306	0.217351
DPOGS200307	0.105110
DPOGS200308	0.021298
DPOGS200309	0.145243
DPOGS200312	0.046717
DPOGS200316	-0.003093
DPOGS200317	0.170532
DPOGS200323	0.311938
DPOGS200330	0.220087
DPOGS200333	0.076421
DPOGS200337	0.451455
DPOGS200342	0.050217
DPOGS200344	0.097625
DPOGS200345	0.052217
DPOGS200346	0.212291
DPOGS200347	0.021475
DPOGS200349	0.026917
DPOGS200352	0.022830
DPOGS200356	0.291517
DPOGS200358	0.021629
DPOGS200360	0.145436
DPOGS200362	0.028137
