"scaffold"	"geneID"	"ZorA"	"chromosome"
"DPOGS207710"	"DPSCF300042"	"DPOGS207710"	"A"	13
"DPOGS207796"	"DPSCF300042"	"DPOGS207796"	"A"	13
"DPOGS207795"	"DPSCF300042"	"DPOGS207795"	"A"	13
"DPOGS207750"	"DPSCF300042"	"DPOGS207750"	"A"	13
"DPOGS207832"	"DPSCF300042"	"DPOGS207832"	"A"	13
"DPOGS207709"	"DPSCF300042"	"DPOGS207709"	"A"	13
"DPOGS207707"	"DPSCF300042"	"DPOGS207707"	"A"	13
"DPOGS207756"	"DPSCF300042"	"DPOGS207756"	"A"	13
"DPOGS207786"	"DPSCF300042"	"DPOGS207786"	"A"	13
"DPOGS207749"	"DPSCF300042"	"DPOGS207749"	"A"	13
"DPOGS207836"	"DPSCF300042"	"DPOGS207836"	"A"	13
"DPOGS207830"	"DPSCF300042"	"DPOGS207830"	"A"	13
"DPOGS207799"	"DPSCF300042"	"DPOGS207799"	"A"	13
"DPOGS207794"	"DPSCF300042"	"DPOGS207794"	"A"	13
"DPOGS207797"	"DPSCF300042"	"DPOGS207797"	"A"	13
"DPOGS207746"	"DPSCF300042"	"DPOGS207746"	"A"	13
"DPOGS207717"	"DPSCF300042"	"DPOGS207717"	"A"	13
"DPOGS207747"	"DPSCF300042"	"DPOGS207747"	"A"	13
"DPOGS207748"	"DPSCF300042"	"DPOGS207748"	"A"	13
"DPOGS207834"	"DPSCF300042"	"DPOGS207834"	"A"	13
"DPOGS207785"	"DPSCF300042"	"DPOGS207785"	"A"	13
"DPOGS207798"	"DPSCF300042"	"DPOGS207798"	"A"	13
"DPOGS207792"	"DPSCF300042"	"DPOGS207792"	"A"	13
"DPOGS207755"	"DPSCF300042"	"DPOGS207755"	"A"	13
"DPOGS207752"	"DPSCF300042"	"DPOGS207752"	"A"	13
"DPOGS207754"	"DPSCF300042"	"DPOGS207754"	"A"	13
"DPOGS207716"	"DPSCF300042"	"DPOGS207716"	"A"	13
"DPOGS207757"	"DPSCF300042"	"DPOGS207757"	"A"	13
"DPOGS207719"	"DPSCF300042"	"DPOGS207719"	"A"	13
"DPOGS207802"	"DPSCF300042"	"DPOGS207802"	"A"	13
"DPOGS207787"	"DPSCF300042"	"DPOGS207787"	"A"	13
"DPOGS207711"	"DPSCF300042"	"DPOGS207711"	"A"	13
"DPOGS207793"	"DPSCF300042"	"DPOGS207793"	"A"	13
"DPOGS207712"	"DPSCF300042"	"DPOGS207712"	"A"	13
"DPOGS207833"	"DPSCF300042"	"DPOGS207833"	"A"	13
"DPOGS207714"	"DPSCF300042"	"DPOGS207714"	"A"	13
"DPOGS207824"	"DPSCF300042"	"DPOGS207824"	"A"	13
"DPOGS207742"	"DPSCF300042"	"DPOGS207742"	"A"	13
"DPOGS207743"	"DPSCF300042"	"DPOGS207743"	"A"	13
"DPOGS207744"	"DPSCF300042"	"DPOGS207744"	"A"	13
"DPOGS207860"	"DPSCF300042"	"DPOGS207860"	"A"	13
"DPOGS207708"	"DPSCF300042"	"DPOGS207708"	"A"	13
"DPOGS207706"	"DPSCF300042"	"DPOGS207706"	"A"	13
"DPOGS207829"	"DPSCF300042"	"DPOGS207829"	"A"	13
"DPOGS207790"	"DPSCF300042"	"DPOGS207790"	"A"	13
"DPOGS207760"	"DPSCF300042"	"DPOGS207760"	"A"	13
"DPOGS207789"	"DPSCF300042"	"DPOGS207789"	"A"	13
"DPOGS207807"	"DPSCF300042"	"DPOGS207807"	"A"	13
"DPOGS207726"	"DPSCF300042"	"DPOGS207726"	"A"	13
"DPOGS207848"	"DPSCF300042"	"DPOGS207848"	"A"	13
"DPOGS207778"	"DPSCF300042"	"DPOGS207778"	"A"	13
"DPOGS207713"	"DPSCF300042"	"DPOGS207713"	"A"	13
"DPOGS207753"	"DPSCF300042"	"DPOGS207753"	"A"	13
"DPOGS207859"	"DPSCF300042"	"DPOGS207859"	"A"	13
"DPOGS207841"	"DPSCF300042"	"DPOGS207841"	"A"	13
"DPOGS207718"	"DPSCF300042"	"DPOGS207718"	"A"	13
"DPOGS207801"	"DPSCF300042"	"DPOGS207801"	"A"	13
"DPOGS207705"	"DPSCF300042"	"DPOGS207705"	"A"	13
"DPOGS207751"	"DPSCF300042"	"DPOGS207751"	"A"	13
"DPOGS207791"	"DPSCF300042"	"DPOGS207791"	"A"	13
"DPOGS207725"	"DPSCF300042"	"DPOGS207725"	"A"	13
"DPOGS207762"	"DPSCF300042"	"DPOGS207762"	"A"	13
"DPOGS207805"	"DPSCF300042"	"DPOGS207805"	"A"	13
"DPOGS207765"	"DPSCF300042"	"DPOGS207765"	"A"	13
"DPOGS207779"	"DPSCF300042"	"DPOGS207779"	"A"	13
"DPOGS207826"	"DPSCF300042"	"DPOGS207826"	"A"	13
