"scaffold"	"geneID"	"ZorA"	"chromosome"
"DPOGS200993"	"DPSCF300147"	"DPOGS200993"	"A"	17
"DPOGS201028"	"DPSCF300147"	"DPOGS201028"	"A"	17
"DPOGS201024"	"DPSCF300147"	"DPOGS201024"	"A"	17
"DPOGS200983"	"DPSCF300147"	"DPOGS200983"	"A"	17
"DPOGS201021"	"DPSCF300147"	"DPOGS201021"	"A"	17
"DPOGS201023"	"DPSCF300147"	"DPOGS201023"	"A"	17
"DPOGS201000"	"DPSCF300147"	"DPOGS201000"	"A"	17
"DPOGS200991"	"DPSCF300147"	"DPOGS200991"	"A"	17
"DPOGS201030"	"DPSCF300147"	"DPOGS201030"	"A"	17
"DPOGS200994"	"DPSCF300147"	"DPOGS200994"	"A"	17
"DPOGS201018"	"DPSCF300147"	"DPOGS201018"	"A"	17
"DPOGS200989"	"DPSCF300147"	"DPOGS200989"	"A"	17
"DPOGS200986"	"DPSCF300147"	"DPOGS200986"	"A"	17
"DPOGS201001"	"DPSCF300147"	"DPOGS201001"	"A"	17
"DPOGS201020"	"DPSCF300147"	"DPOGS201020"	"A"	17
"DPOGS201029"	"DPSCF300147"	"DPOGS201029"	"A"	17
"DPOGS201008"	"DPSCF300147"	"DPOGS201008"	"A"	17
"DPOGS200997"	"DPSCF300147"	"DPOGS200997"	"A"	17
"DPOGS201002"	"DPSCF300147"	"DPOGS201002"	"A"	17
"DPOGS200979"	"DPSCF300147"	"DPOGS200979"	"A"	17
"DPOGS200992"	"DPSCF300147"	"DPOGS200992"	"A"	17
"DPOGS201027"	"DPSCF300147"	"DPOGS201027"	"A"	17
"DPOGS201013"	"DPSCF300147"	"DPOGS201013"	"A"	17
"DPOGS201004"	"DPSCF300147"	"DPOGS201004"	"A"	17
"DPOGS200990"	"DPSCF300147"	"DPOGS200990"	"A"	17
"DPOGS201026"	"DPSCF300147"	"DPOGS201026"	"A"	17
"DPOGS200982"	"DPSCF300147"	"DPOGS200982"	"A"	17
"DPOGS201022"	"DPSCF300147"	"DPOGS201022"	"A"	17
"DPOGS201036"	"DPSCF300147"	"DPOGS201036"	"A"	17
"DPOGS200984"	"DPSCF300147"	"DPOGS200984"	"A"	17
"DPOGS201011"	"DPSCF300147"	"DPOGS201011"	"A"	17
"DPOGS201014"	"DPSCF300147"	"DPOGS201014"	"A"	17
"DPOGS200976"	"DPSCF300147"	"DPOGS200976"	"A"	17
"DPOGS200978"	"DPSCF300147"	"DPOGS200978"	"A"	17
"DPOGS200974"	"DPSCF300147"	"DPOGS200974"	"A"	17
"DPOGS200981"	"DPSCF300147"	"DPOGS200981"	"A"	17
"DPOGS201033"	"DPSCF300147"	"DPOGS201033"	"A"	17
"DPOGS201025"	"DPSCF300147"	"DPOGS201025"	"A"	17
"DPOGS200998"	"DPSCF300147"	"DPOGS200998"	"A"	17
"DPOGS201012"	"DPSCF300147"	"DPOGS201012"	"A"	17
"DPOGS201019"	"DPSCF300147"	"DPOGS201019"	"A"	17
"DPOGS201010"	"DPSCF300147"	"DPOGS201010"	"A"	17
"DPOGS201034"	"DPSCF300147"	"DPOGS201034"	"A"	17
"DPOGS201037"	"DPSCF300147"	"DPOGS201037"	"A"	17
"DPOGS200995"	"DPSCF300147"	"DPOGS200995"	"A"	17
"DPOGS200987"	"DPSCF300147"	"DPOGS200987"	"A"	17
"DPOGS201006"	"DPSCF300147"	"DPOGS201006"	"A"	17
"DPOGS200999"	"DPSCF300147"	"DPOGS200999"	"A"	17
"DPOGS201005"	"DPSCF300147"	"DPOGS201005"	"A"	17
"DPOGS200980"	"DPSCF300147"	"DPOGS200980"	"A"	17
"DPOGS201035"	"DPSCF300147"	"DPOGS201035"	"A"	17
"DPOGS201017"	"DPSCF300147"	"DPOGS201017"	"A"	17
"DPOGS201009"	"DPSCF300147"	"DPOGS201009"	"A"	17
"DPOGS201016"	"DPSCF300147"	"DPOGS201016"	"A"	17
"DPOGS201015"	"DPSCF300147"	"DPOGS201015"	"A"	17
"DPOGS200975"	"DPSCF300147"	"DPOGS200975"	"A"	17
"DPOGS201007"	"DPSCF300147"	"DPOGS201007"	"A"	17
"DPOGS201032"	"DPSCF300147"	"DPOGS201032"	"A"	17
"DPOGS200988"	"DPSCF300147"	"DPOGS200988"	"A"	17
"DPOGS200985"	"DPSCF300147"	"DPOGS200985"	"A"	17
"DPOGS200996"	"DPSCF300147"	"DPOGS200996"	"A"	17
