"scaffold"	"geneID"	"ZorA"	"chromosome"
"DPOGS207958"	"DPSCF300090"	"DPOGS207958"	"A"	11
"DPOGS207927"	"DPSCF300090"	"DPOGS207927"	"A"	11
"DPOGS207961"	"DPSCF300090"	"DPOGS207961"	"A"	11
"DPOGS207972"	"DPSCF300090"	"DPOGS207972"	"A"	11
"DPOGS207964"	"DPSCF300090"	"DPOGS207964"	"A"	11
"DPOGS207962"	"DPSCF300090"	"DPOGS207962"	"A"	11
"DPOGS207967"	"DPSCF300090"	"DPOGS207967"	"A"	11
"DPOGS207946"	"DPSCF300090"	"DPOGS207946"	"A"	11
"DPOGS207959"	"DPSCF300090"	"DPOGS207959"	"A"	11
"DPOGS207925"	"DPSCF300090"	"DPOGS207925"	"A"	11
"DPOGS207963"	"DPSCF300090"	"DPOGS207963"	"A"	11
"DPOGS207973"	"DPSCF300090"	"DPOGS207973"	"A"	11
"DPOGS207943"	"DPSCF300090"	"DPOGS207943"	"A"	11
"DPOGS207965"	"DPSCF300090"	"DPOGS207965"	"A"	11
"DPOGS207953"	"DPSCF300090"	"DPOGS207953"	"A"	11
"DPOGS207966"	"DPSCF300090"	"DPOGS207966"	"A"	11
"DPOGS207926"	"DPSCF300090"	"DPOGS207926"	"A"	11
"DPOGS207970"	"DPSCF300090"	"DPOGS207970"	"A"	11
"DPOGS207993"	"DPSCF300090"	"DPOGS207993"	"A"	11
"DPOGS207974"	"DPSCF300090"	"DPOGS207974"	"A"	11
"DPOGS207989"	"DPSCF300090"	"DPOGS207989"	"A"	11
"DPOGS207948"	"DPSCF300090"	"DPOGS207948"	"A"	11
"DPOGS207968"	"DPSCF300090"	"DPOGS207968"	"A"	11
"DPOGS207930"	"DPSCF300090"	"DPOGS207930"	"A"	11
"DPOGS207987"	"DPSCF300090"	"DPOGS207987"	"A"	11
"DPOGS207985"	"DPSCF300090"	"DPOGS207985"	"A"	11
"DPOGS207983"	"DPSCF300090"	"DPOGS207983"	"A"	11
"DPOGS207971"	"DPSCF300090"	"DPOGS207971"	"A"	11
"DPOGS207954"	"DPSCF300090"	"DPOGS207954"	"A"	11
"DPOGS207938"	"DPSCF300090"	"DPOGS207938"	"A"	11
"DPOGS207976"	"DPSCF300090"	"DPOGS207976"	"A"	11
"DPOGS207975"	"DPSCF300090"	"DPOGS207975"	"A"	11
"DPOGS207994"	"DPSCF300090"	"DPOGS207994"	"A"	11
"DPOGS207937"	"DPSCF300090"	"DPOGS207937"	"A"	11
"DPOGS207988"	"DPSCF300090"	"DPOGS207988"	"A"	11
"DPOGS207952"	"DPSCF300090"	"DPOGS207952"	"A"	11
"DPOGS207951"	"DPSCF300090"	"DPOGS207951"	"A"	11
"DPOGS207986"	"DPSCF300090"	"DPOGS207986"	"A"	11
"DPOGS207950"	"DPSCF300090"	"DPOGS207950"	"A"	11
"DPOGS207956"	"DPSCF300090"	"DPOGS207956"	"A"	11
"DPOGS207981"	"DPSCF300090"	"DPOGS207981"	"A"	11
"DPOGS207992"	"DPSCF300090"	"DPOGS207992"	"A"	11
"DPOGS207942"	"DPSCF300090"	"DPOGS207942"	"A"	11
"DPOGS207991"	"DPSCF300090"	"DPOGS207991"	"A"	11
"DPOGS207932"	"DPSCF300090"	"DPOGS207932"	"A"	11
"DPOGS207979"	"DPSCF300090"	"DPOGS207979"	"A"	11
"DPOGS207977"	"DPSCF300090"	"DPOGS207977"	"A"	11
"DPOGS207947"	"DPSCF300090"	"DPOGS207947"	"A"	11
"DPOGS207978"	"DPSCF300090"	"DPOGS207978"	"A"	11
"DPOGS207949"	"DPSCF300090"	"DPOGS207949"	"A"	11
"DPOGS207941"	"DPSCF300090"	"DPOGS207941"	"A"	11
"DPOGS207984"	"DPSCF300090"	"DPOGS207984"	"A"	11
"DPOGS207982"	"DPSCF300090"	"DPOGS207982"	"A"	11
"DPOGS207945"	"DPSCF300090"	"DPOGS207945"	"A"	11
"DPOGS207933"	"DPSCF300090"	"DPOGS207933"	"A"	11
"DPOGS207969"	"DPSCF300090"	"DPOGS207969"	"A"	11
"DPOGS207934"	"DPSCF300090"	"DPOGS207934"	"A"	11
"DPOGS207931"	"DPSCF300090"	"DPOGS207931"	"A"	11
"DPOGS207929"	"DPSCF300090"	"DPOGS207929"	"A"	11
"DPOGS207990"	"DPSCF300090"	"DPOGS207990"	"A"	11
"DPOGS207936"	"DPSCF300090"	"DPOGS207936"	"A"	11
"DPOGS207955"	"DPSCF300090"	"DPOGS207955"	"A"	11
"DPOGS207980"	"DPSCF300090"	"DPOGS207980"	"A"	11
"DPOGS207940"	"DPSCF300090"	"DPOGS207940"	"A"	11
"DPOGS207939"	"DPSCF300090"	"DPOGS207939"	"A"	11
"DPOGS207944"	"DPSCF300090"	"DPOGS207944"	"A"	11
