"scaffold"	"geneID"	"ZorA"	"chromosome"
"DPOGS202602"	"DPSCF300140"	"DPOGS202602"	"A"	5
"DPOGS202598"	"DPSCF300140"	"DPOGS202598"	"A"	5
"DPOGS202609"	"DPSCF300140"	"DPOGS202609"	"A"	5
"DPOGS202619"	"DPSCF300140"	"DPOGS202619"	"A"	5
"DPOGS202616"	"DPSCF300140"	"DPOGS202616"	"A"	5
"DPOGS202601"	"DPSCF300140"	"DPOGS202601"	"A"	5
"DPOGS202607"	"DPSCF300140"	"DPOGS202607"	"A"	5
"DPOGS202604"	"DPSCF300140"	"DPOGS202604"	"A"	5
"DPOGS202605"	"DPSCF300140"	"DPOGS202605"	"A"	5
"DPOGS202597"	"DPSCF300140"	"DPOGS202597"	"A"	5
"DPOGS202618"	"DPSCF300140"	"DPOGS202618"	"A"	5
"DPOGS202610"	"DPSCF300140"	"DPOGS202610"	"A"	5
"DPOGS202600"	"DPSCF300140"	"DPOGS202600"	"A"	5
"DPOGS202612"	"DPSCF300140"	"DPOGS202612"	"A"	5
"DPOGS202624"	"DPSCF300140"	"DPOGS202624"	"A"	5
"DPOGS202606"	"DPSCF300140"	"DPOGS202606"	"A"	5
"DPOGS202622"	"DPSCF300140"	"DPOGS202622"	"A"	5
"DPOGS202614"	"DPSCF300140"	"DPOGS202614"	"A"	5
"DPOGS202621"	"DPSCF300140"	"DPOGS202621"	"A"	5
"DPOGS202613"	"DPSCF300140"	"DPOGS202613"	"A"	5
"DPOGS202611"	"DPSCF300140"	"DPOGS202611"	"A"	5
"DPOGS202599"	"DPSCF300140"	"DPOGS202599"	"A"	5
"DPOGS202608"	"DPSCF300140"	"DPOGS202608"	"A"	5
"DPOGS202617"	"DPSCF300140"	"DPOGS202617"	"A"	5
"DPOGS202603"	"DPSCF300140"	"DPOGS202603"	"A"	5
"DPOGS202620"	"DPSCF300140"	"DPOGS202620"	"A"	5
"DPOGS202623"	"DPSCF300140"	"DPOGS202623"	"A"	5
