"scaffold"	"geneID"	"ZorA"	"chromosome"
"DPOGS214419"	"DPSCF300069"	"DPOGS214419"	"A"	30
"DPOGS214391"	"DPSCF300069"	"DPOGS214391"	"A"	30
"DPOGS214429"	"DPSCF300069"	"DPOGS214429"	"A"	30
"DPOGS214393"	"DPSCF300069"	"DPOGS214393"	"A"	30
"DPOGS214430"	"DPSCF300069"	"DPOGS214430"	"A"	30
"DPOGS214417"	"DPSCF300069"	"DPOGS214417"	"A"	30
"DPOGS214403"	"DPSCF300069"	"DPOGS214403"	"A"	30
"DPOGS214405"	"DPSCF300069"	"DPOGS214405"	"A"	30
"DPOGS214392"	"DPSCF300069"	"DPOGS214392"	"A"	30
"DPOGS214432"	"DPSCF300069"	"DPOGS214432"	"A"	30
"DPOGS214433"	"DPSCF300069"	"DPOGS214433"	"A"	30
"DPOGS214431"	"DPSCF300069"	"DPOGS214431"	"A"	30
"DPOGS214418"	"DPSCF300069"	"DPOGS214418"	"A"	30
"DPOGS214412"	"DPSCF300069"	"DPOGS214412"	"A"	30
"DPOGS214411"	"DPSCF300069"	"DPOGS214411"	"A"	30
"DPOGS214404"	"DPSCF300069"	"DPOGS214404"	"A"	30
"DPOGS214394"	"DPSCF300069"	"DPOGS214394"	"A"	30
"DPOGS214416"	"DPSCF300069"	"DPOGS214416"	"A"	30
"DPOGS214428"	"DPSCF300069"	"DPOGS214428"	"A"	30
"DPOGS214427"	"DPSCF300069"	"DPOGS214427"	"A"	30
"DPOGS214424"	"DPSCF300069"	"DPOGS214424"	"A"	30
"DPOGS214398"	"DPSCF300069"	"DPOGS214398"	"A"	30
"DPOGS214420"	"DPSCF300069"	"DPOGS214420"	"A"	30
"DPOGS214421"	"DPSCF300069"	"DPOGS214421"	"A"	30
"DPOGS214414"	"DPSCF300069"	"DPOGS214414"	"A"	30
"DPOGS214401"	"DPSCF300069"	"DPOGS214401"	"A"	30
"DPOGS214396"	"DPSCF300069"	"DPOGS214396"	"A"	30
"DPOGS214436"	"DPSCF300069"	"DPOGS214436"	"A"	30
"DPOGS214406"	"DPSCF300069"	"DPOGS214406"	"A"	30
"DPOGS214407"	"DPSCF300069"	"DPOGS214407"	"A"	30
"DPOGS214402"	"DPSCF300069"	"DPOGS214402"	"A"	30
"DPOGS214439"	"DPSCF300069"	"DPOGS214439"	"A"	30
"DPOGS214410"	"DPSCF300069"	"DPOGS214410"	"A"	30
"DPOGS214437"	"DPSCF300069"	"DPOGS214437"	"A"	30
"DPOGS214435"	"DPSCF300069"	"DPOGS214435"	"A"	30
"DPOGS214408"	"DPSCF300069"	"DPOGS214408"	"A"	30
"DPOGS214438"	"DPSCF300069"	"DPOGS214438"	"A"	30
"DPOGS214423"	"DPSCF300069"	"DPOGS214423"	"A"	30
"DPOGS214413"	"DPSCF300069"	"DPOGS214413"	"A"	30
"DPOGS214415"	"DPSCF300069"	"DPOGS214415"	"A"	30
"DPOGS214422"	"DPSCF300069"	"DPOGS214422"	"A"	30
"DPOGS214426"	"DPSCF300069"	"DPOGS214426"	"A"	30
"DPOGS214434"	"DPSCF300069"	"DPOGS214434"	"A"	30
"DPOGS214400"	"DPSCF300069"	"DPOGS214400"	"A"	30
"DPOGS214399"	"DPSCF300069"	"DPOGS214399"	"A"	30
"DPOGS214409"	"DPSCF300069"	"DPOGS214409"	"A"	30
"DPOGS214425"	"DPSCF300069"	"DPOGS214425"	"A"	30
"DPOGS203439"	"DPSCF300242"	"DPOGS203439"	"A"	30
"DPOGS203460"	"DPSCF300242"	"DPOGS203460"	"A"	30
"DPOGS203444"	"DPSCF300242"	"DPOGS203444"	"A"	30
"DPOGS203452"	"DPSCF300242"	"DPOGS203452"	"A"	30
"DPOGS203437"	"DPSCF300242"	"DPOGS203437"	"A"	30
"DPOGS203461"	"DPSCF300242"	"DPOGS203461"	"A"	30
"DPOGS203453"	"DPSCF300242"	"DPOGS203453"	"A"	30
"DPOGS203448"	"DPSCF300242"	"DPOGS203448"	"A"	30
"DPOGS203440"	"DPSCF300242"	"DPOGS203440"	"A"	30
"DPOGS203454"	"DPSCF300242"	"DPOGS203454"	"A"	30
"DPOGS203456"	"DPSCF300242"	"DPOGS203456"	"A"	30
"DPOGS203435"	"DPSCF300242"	"DPOGS203435"	"A"	30
"DPOGS203443"	"DPSCF300242"	"DPOGS203443"	"A"	30
"DPOGS203450"	"DPSCF300242"	"DPOGS203450"	"A"	30
"DPOGS203442"	"DPSCF300242"	"DPOGS203442"	"A"	30
"DPOGS203446"	"DPSCF300242"	"DPOGS203446"	"A"	30
"DPOGS203451"	"DPSCF300242"	"DPOGS203451"	"A"	30
"DPOGS203441"	"DPSCF300242"	"DPOGS203441"	"A"	30
"DPOGS203438"	"DPSCF300242"	"DPOGS203438"	"A"	30
"DPOGS203457"	"DPSCF300242"	"DPOGS203457"	"A"	30
"DPOGS203458"	"DPSCF300242"	"DPOGS203458"	"A"	30
"DPOGS203449"	"DPSCF300242"	"DPOGS203449"	"A"	30
"DPOGS203436"	"DPSCF300242"	"DPOGS203436"	"A"	30
"DPOGS203459"	"DPSCF300242"	"DPOGS203459"	"A"	30
"DPOGS202968"	"DPSCF300259"	"DPOGS202968"	"A"	30
"DPOGS202966"	"DPSCF300259"	"DPOGS202966"	"A"	30
"DPOGS202970"	"DPSCF300259"	"DPOGS202970"	"A"	30
"DPOGS202973"	"DPSCF300259"	"DPOGS202973"	"A"	30
"DPOGS202969"	"DPSCF300259"	"DPOGS202969"	"A"	30
"DPOGS202967"	"DPSCF300259"	"DPOGS202967"	"A"	30
"DPOGS202965"	"DPSCF300259"	"DPOGS202965"	"A"	30
"DPOGS202972"	"DPSCF300259"	"DPOGS202972"	"A"	30
"DPOGS202974"	"DPSCF300259"	"DPOGS202974"	"A"	30
"DPOGS200463"	"DPSCF300260"	"DPOGS200463"	"A"	30
"DPOGS200457"	"DPSCF300260"	"DPOGS200457"	"A"	30
"DPOGS200453"	"DPSCF300260"	"DPOGS200453"	"A"	30
"DPOGS200467"	"DPSCF300260"	"DPOGS200467"	"A"	30
"DPOGS200451"	"DPSCF300260"	"DPOGS200451"	"A"	30
"DPOGS200452"	"DPSCF300260"	"DPOGS200452"	"A"	30
"DPOGS200454"	"DPSCF300260"	"DPOGS200454"	"A"	30
"DPOGS200465"	"DPSCF300260"	"DPOGS200465"	"A"	30
"DPOGS200446"	"DPSCF300260"	"DPOGS200446"	"A"	30
"DPOGS200468"	"DPSCF300260"	"DPOGS200468"	"A"	30
"DPOGS200456"	"DPSCF300260"	"DPOGS200456"	"A"	30
"DPOGS200464"	"DPSCF300260"	"DPOGS200464"	"A"	30
"DPOGS200466"	"DPSCF300260"	"DPOGS200466"	"A"	30
"DPOGS200455"	"DPSCF300260"	"DPOGS200455"	"A"	30
"DPOGS200449"	"DPSCF300260"	"DPOGS200449"	"A"	30
"DPOGS200462"	"DPSCF300260"	"DPOGS200462"	"A"	30
"DPOGS200447"	"DPSCF300260"	"DPOGS200447"	"A"	30
"DPOGS200450"	"DPSCF300260"	"DPOGS200450"	"A"	30
"DPOGS200458"	"DPSCF300260"	"DPOGS200458"	"A"	30
"DPOGS200448"	"DPSCF300260"	"DPOGS200448"	"A"	30
"DPOGS200461"	"DPSCF300260"	"DPOGS200461"	"A"	30
"DPOGS200469"	"DPSCF300260"	"DPOGS200469"	"A"	30
"DPOGS200460"	"DPSCF300260"	"DPOGS200460"	"A"	30
"DPOGS204084"	"DPSCF300350"	"DPOGS204084"	"A"	30
"DPOGS204090"	"DPSCF300350"	"DPOGS204090"	"A"	30
"DPOGS204087"	"DPSCF300350"	"DPOGS204087"	"A"	30
"DPOGS204089"	"DPSCF300350"	"DPOGS204089"	"A"	30
"DPOGS204085"	"DPSCF300350"	"DPOGS204085"	"A"	30
"DPOGS204086"	"DPSCF300350"	"DPOGS204086"	"A"	30
"DPOGS204091"	"DPSCF300350"	"DPOGS204091"	"A"	30
"DPOGS204088"	"DPSCF300350"	"DPOGS204088"	"A"	30
"DPOGS201954"	"DPSCF300384"	"DPOGS201954"	"A"	30
"DPOGS201956"	"DPSCF300384"	"DPOGS201956"	"A"	30
"DPOGS201955"	"DPSCF300384"	"DPOGS201955"	"A"	30
"DPOGS201959"	"DPSCF300384"	"DPOGS201959"	"A"	30
"DPOGS201957"	"DPSCF300384"	"DPOGS201957"	"A"	30
"DPOGS201958"	"DPSCF300384"	"DPOGS201958"	"A"	30
"DPOGS203104"	"DPSCF300391"	"DPOGS203104"	"A"	30
"DPOGS203109"	"DPSCF300391"	"DPOGS203109"	"A"	30
"DPOGS203106"	"DPSCF300391"	"DPOGS203106"	"A"	30
"DPOGS203101"	"DPSCF300391"	"DPOGS203101"	"A"	30
"DPOGS203090"	"DPSCF300391"	"DPOGS203090"	"A"	30
"DPOGS203092"	"DPSCF300391"	"DPOGS203092"	"A"	30
"DPOGS203108"	"DPSCF300391"	"DPOGS203108"	"A"	30
"DPOGS203100"	"DPSCF300391"	"DPOGS203100"	"A"	30
"DPOGS203095"	"DPSCF300391"	"DPOGS203095"	"A"	30
"DPOGS203105"	"DPSCF300391"	"DPOGS203105"	"A"	30
"DPOGS203091"	"DPSCF300391"	"DPOGS203091"	"A"	30
"DPOGS203107"	"DPSCF300391"	"DPOGS203107"	"A"	30
"DPOGS203099"	"DPSCF300391"	"DPOGS203099"	"A"	30
"DPOGS203096"	"DPSCF300391"	"DPOGS203096"	"A"	30
"DPOGS203103"	"DPSCF300391"	"DPOGS203103"	"A"	30
"DPOGS203093"	"DPSCF300391"	"DPOGS203093"	"A"	30
"DPOGS203094"	"DPSCF300391"	"DPOGS203094"	"A"	30
"DPOGS203097"	"DPSCF300391"	"DPOGS203097"	"A"	30
"DPOGS203098"	"DPSCF300391"	"DPOGS203098"	"A"	30
"DPOGS203102"	"DPSCF300391"	"DPOGS203102"	"A"	30
"DPOGS205122"	"DPSCF300471"	"DPOGS205122"	"A"	30
"DPOGS205126"	"DPSCF300471"	"DPOGS205126"	"A"	30
"DPOGS205121"	"DPSCF300471"	"DPOGS205121"	"A"	30
"DPOGS205124"	"DPSCF300471"	"DPOGS205124"	"A"	30
"DPOGS205125"	"DPSCF300471"	"DPOGS205125"	"A"	30
"DPOGS215500"	"DPSCF300518"	"DPOGS215500"	"A"	30
"DPOGS215499"	"DPSCF300518"	"DPOGS215499"	"A"	30
"DPOGS215498"	"DPSCF300518"	"DPOGS215498"	"A"	30
"DPOGS215501"	"DPSCF300518"	"DPOGS215501"	"A"	30
"DPOGS215502"	"DPSCF300518"	"DPOGS215502"	"A"	30
"DPOGS208136"	"DPSCF300545"	"DPOGS208136"	"A"	30
"DPOGS208137"	"DPSCF300545"	"DPOGS208137"	"A"	30
