"scaffold"	"geneID"	"ZorA"	"chromosome"
"DPOGS203805"	"DPSCF300010"	"DPOGS203805"	"A"	6
"DPOGS203766"	"DPSCF300010"	"DPOGS203766"	"A"	6
"DPOGS203639"	"DPSCF300010"	"DPOGS203639"	"A"	6
"DPOGS203641"	"DPSCF300010"	"DPOGS203641"	"A"	6
"DPOGS203637"	"DPSCF300010"	"DPOGS203637"	"A"	6
"DPOGS203767"	"DPSCF300010"	"DPOGS203767"	"A"	6
"DPOGS203705"	"DPSCF300010"	"DPOGS203705"	"A"	6
"DPOGS203638"	"DPSCF300010"	"DPOGS203638"	"A"	6
"DPOGS203777"	"DPSCF300010"	"DPOGS203777"	"A"	6
"DPOGS203642"	"DPSCF300010"	"DPOGS203642"	"A"	6
"DPOGS203678"	"DPSCF300010"	"DPOGS203678"	"A"	6
"DPOGS203676"	"DPSCF300010"	"DPOGS203676"	"A"	6
"DPOGS203770"	"DPSCF300010"	"DPOGS203770"	"A"	6
"DPOGS203646"	"DPSCF300010"	"DPOGS203646"	"A"	6
"DPOGS203649"	"DPSCF300010"	"DPOGS203649"	"A"	6
"DPOGS203782"	"DPSCF300010"	"DPOGS203782"	"A"	6
"DPOGS203648"	"DPSCF300010"	"DPOGS203648"	"A"	6
"DPOGS203636"	"DPSCF300010"	"DPOGS203636"	"A"	6
"DPOGS203769"	"DPSCF300010"	"DPOGS203769"	"A"	6
"DPOGS203837"	"DPSCF300010"	"DPOGS203837"	"A"	6
"DPOGS203765"	"DPSCF300010"	"DPOGS203765"	"A"	6
"DPOGS203793"	"DPSCF300010"	"DPOGS203793"	"A"	6
"DPOGS203832"	"DPSCF300010"	"DPOGS203832"	"A"	6
"DPOGS203640"	"DPSCF300010"	"DPOGS203640"	"A"	6
"DPOGS203675"	"DPSCF300010"	"DPOGS203675"	"A"	6
"DPOGS203853"	"DPSCF300010"	"DPOGS203853"	"A"	6
"DPOGS203717"	"DPSCF300010"	"DPOGS203717"	"A"	6
"DPOGS203810"	"DPSCF300010"	"DPOGS203810"	"A"	6
"DPOGS203762"	"DPSCF300010"	"DPOGS203762"	"A"	6
"DPOGS203792"	"DPSCF300010"	"DPOGS203792"	"A"	6
"DPOGS203644"	"DPSCF300010"	"DPOGS203644"	"A"	6
"DPOGS203775"	"DPSCF300010"	"DPOGS203775"	"A"	6
"DPOGS203811"	"DPSCF300010"	"DPOGS203811"	"A"	6
"DPOGS203652"	"DPSCF300010"	"DPOGS203652"	"A"	6
"DPOGS203804"	"DPSCF300010"	"DPOGS203804"	"A"	6
"DPOGS203768"	"DPSCF300010"	"DPOGS203768"	"A"	6
"DPOGS203772"	"DPSCF300010"	"DPOGS203772"	"A"	6
"DPOGS203684"	"DPSCF300010"	"DPOGS203684"	"A"	6
"DPOGS203779"	"DPSCF300010"	"DPOGS203779"	"A"	6
"DPOGS203659"	"DPSCF300010"	"DPOGS203659"	"A"	6
"DPOGS203643"	"DPSCF300010"	"DPOGS203643"	"A"	6
"DPOGS203774"	"DPSCF300010"	"DPOGS203774"	"A"	6
"DPOGS203803"	"DPSCF300010"	"DPOGS203803"	"A"	6
"DPOGS203645"	"DPSCF300010"	"DPOGS203645"	"A"	6
"DPOGS203836"	"DPSCF300010"	"DPOGS203836"	"A"	6
"DPOGS203677"	"DPSCF300010"	"DPOGS203677"	"A"	6
"DPOGS203720"	"DPSCF300010"	"DPOGS203720"	"A"	6
"DPOGS203850"	"DPSCF300010"	"DPOGS203850"	"A"	6
"DPOGS203846"	"DPSCF300010"	"DPOGS203846"	"A"	6
"DPOGS203680"	"DPSCF300010"	"DPOGS203680"	"A"	6
"DPOGS203721"	"DPSCF300010"	"DPOGS203721"	"A"	6
"DPOGS203647"	"DPSCF300010"	"DPOGS203647"	"A"	6
"DPOGS203673"	"DPSCF300010"	"DPOGS203673"	"A"	6
"DPOGS203834"	"DPSCF300010"	"DPOGS203834"	"A"	6
"DPOGS203657"	"DPSCF300010"	"DPOGS203657"	"A"	6
"DPOGS203686"	"DPSCF300010"	"DPOGS203686"	"A"	6
"DPOGS203835"	"DPSCF300010"	"DPOGS203835"	"A"	6
"DPOGS203669"	"DPSCF300010"	"DPOGS203669"	"A"	6
"DPOGS203758"	"DPSCF300010"	"DPOGS203758"	"A"	6
"DPOGS203718"	"DPSCF300010"	"DPOGS203718"	"A"	6
"DPOGS203651"	"DPSCF300010"	"DPOGS203651"	"A"	6
"DPOGS203828"	"DPSCF300010"	"DPOGS203828"	"A"	6
"DPOGS203653"	"DPSCF300010"	"DPOGS203653"	"A"	6
"DPOGS203654"	"DPSCF300010"	"DPOGS203654"	"A"	6
"DPOGS203809"	"DPSCF300010"	"DPOGS203809"	"A"	6
"DPOGS203860"	"DPSCF300010"	"DPOGS203860"	"A"	6
"DPOGS203672"	"DPSCF300010"	"DPOGS203672"	"A"	6
"DPOGS203806"	"DPSCF300010"	"DPOGS203806"	"A"	6
"DPOGS203789"	"DPSCF300010"	"DPOGS203789"	"A"	6
"DPOGS203671"	"DPSCF300010"	"DPOGS203671"	"A"	6
"DPOGS203820"	"DPSCF300010"	"DPOGS203820"	"A"	6
"DPOGS203687"	"DPSCF300010"	"DPOGS203687"	"A"	6
"DPOGS203826"	"DPSCF300010"	"DPOGS203826"	"A"	6
"DPOGS203764"	"DPSCF300010"	"DPOGS203764"	"A"	6
"DPOGS203763"	"DPSCF300010"	"DPOGS203763"	"A"	6
"DPOGS203778"	"DPSCF300010"	"DPOGS203778"	"A"	6
"DPOGS203780"	"DPSCF300010"	"DPOGS203780"	"A"	6
"DPOGS203728"	"DPSCF300010"	"DPOGS203728"	"A"	6
"DPOGS203702"	"DPSCF300010"	"DPOGS203702"	"A"	6
"DPOGS203816"	"DPSCF300010"	"DPOGS203816"	"A"	6
"DPOGS203819"	"DPSCF300010"	"DPOGS203819"	"A"	6
"DPOGS203808"	"DPSCF300010"	"DPOGS203808"	"A"	6
"DPOGS203730"	"DPSCF300010"	"DPOGS203730"	"A"	6
"DPOGS203786"	"DPSCF300010"	"DPOGS203786"	"A"	6
"DPOGS203785"	"DPSCF300010"	"DPOGS203785"	"A"	6
"DPOGS203838"	"DPSCF300010"	"DPOGS203838"	"A"	6
"DPOGS203690"	"DPSCF300010"	"DPOGS203690"	"A"	6
"DPOGS203824"	"DPSCF300010"	"DPOGS203824"	"A"	6
"DPOGS203825"	"DPSCF300010"	"DPOGS203825"	"A"	6
"DPOGS203822"	"DPSCF300010"	"DPOGS203822"	"A"	6
"DPOGS203783"	"DPSCF300010"	"DPOGS203783"	"A"	6
"DPOGS203726"	"DPSCF300010"	"DPOGS203726"	"A"	6
"DPOGS203658"	"DPSCF300010"	"DPOGS203658"	"A"	6
"DPOGS203788"	"DPSCF300010"	"DPOGS203788"	"A"	6
"DPOGS203727"	"DPSCF300010"	"DPOGS203727"	"A"	6
"DPOGS203698"	"DPSCF300010"	"DPOGS203698"	"A"	6
"DPOGS203761"	"DPSCF300010"	"DPOGS203761"	"A"	6
"DPOGS203760"	"DPSCF300010"	"DPOGS203760"	"A"	6
"DPOGS203802"	"DPSCF300010"	"DPOGS203802"	"A"	6
"DPOGS203715"	"DPSCF300010"	"DPOGS203715"	"A"	6
"DPOGS203849"	"DPSCF300010"	"DPOGS203849"	"A"	6
"DPOGS203707"	"DPSCF300010"	"DPOGS203707"	"A"	6
"DPOGS203839"	"DPSCF300010"	"DPOGS203839"	"A"	6
"DPOGS203823"	"DPSCF300010"	"DPOGS203823"	"A"	6
"DPOGS203771"	"DPSCF300010"	"DPOGS203771"	"A"	6
"DPOGS203681"	"DPSCF300010"	"DPOGS203681"	"A"	6
"DPOGS203667"	"DPSCF300010"	"DPOGS203667"	"A"	6
"DPOGS203700"	"DPSCF300010"	"DPOGS203700"	"A"	6
"DPOGS203670"	"DPSCF300010"	"DPOGS203670"	"A"	6
"DPOGS203773"	"DPSCF300010"	"DPOGS203773"	"A"	6
"DPOGS203862"	"DPSCF300010"	"DPOGS203862"	"A"	6
"DPOGS203731"	"DPSCF300010"	"DPOGS203731"	"A"	6
"DPOGS203685"	"DPSCF300010"	"DPOGS203685"	"A"	6
"DPOGS203650"	"DPSCF300010"	"DPOGS203650"	"A"	6
"DPOGS203716"	"DPSCF300010"	"DPOGS203716"	"A"	6
"DPOGS203863"	"DPSCF300010"	"DPOGS203863"	"A"	6
"DPOGS203735"	"DPSCF300010"	"DPOGS203735"	"A"	6
"DPOGS203692"	"DPSCF300010"	"DPOGS203692"	"A"	6
"DPOGS203790"	"DPSCF300010"	"DPOGS203790"	"A"	6
"DPOGS203725"	"DPSCF300010"	"DPOGS203725"	"A"	6
"DPOGS203843"	"DPSCF300010"	"DPOGS203843"	"A"	6
"DPOGS203857"	"DPSCF300010"	"DPOGS203857"	"A"	6
"DPOGS203784"	"DPSCF300010"	"DPOGS203784"	"A"	6
"DPOGS203787"	"DPSCF300010"	"DPOGS203787"	"A"	6
"DPOGS203714"	"DPSCF300010"	"DPOGS203714"	"A"	6
"DPOGS203791"	"DPSCF300010"	"DPOGS203791"	"A"	6
"DPOGS203704"	"DPSCF300010"	"DPOGS203704"	"A"	6
"DPOGS203734"	"DPSCF300010"	"DPOGS203734"	"A"	6
"DPOGS203706"	"DPSCF300010"	"DPOGS203706"	"A"	6
"DPOGS203795"	"DPSCF300010"	"DPOGS203795"	"A"	6
"DPOGS203865"	"DPSCF300010"	"DPOGS203865"	"A"	6
"DPOGS203851"	"DPSCF300010"	"DPOGS203851"	"A"	6
"DPOGS203833"	"DPSCF300010"	"DPOGS203833"	"A"	6
"DPOGS203814"	"DPSCF300010"	"DPOGS203814"	"A"	6
"DPOGS203656"	"DPSCF300010"	"DPOGS203656"	"A"	6
"DPOGS203801"	"DPSCF300010"	"DPOGS203801"	"A"	6
"DPOGS203818"	"DPSCF300010"	"DPOGS203818"	"A"	6
"DPOGS203713"	"DPSCF300010"	"DPOGS203713"	"A"	6
"DPOGS203844"	"DPSCF300010"	"DPOGS203844"	"A"	6
"DPOGS203660"	"DPSCF300010"	"DPOGS203660"	"A"	6
"DPOGS203845"	"DPSCF300010"	"DPOGS203845"	"A"	6
