"scaffold"	"geneID"	"ZorA"	"chromosome"
"DPOGS205203"	"DPSCF300265"	"DPOGS205203"	"A"	29
"DPOGS205236"	"DPSCF300265"	"DPOGS205236"	"A"	29
"DPOGS205239"	"DPSCF300265"	"DPOGS205239"	"A"	29
"DPOGS205197"	"DPSCF300265"	"DPOGS205197"	"A"	29
"DPOGS205202"	"DPSCF300265"	"DPOGS205202"	"A"	29
"DPOGS205233"	"DPSCF300265"	"DPOGS205233"	"A"	29
"DPOGS205205"	"DPSCF300265"	"DPOGS205205"	"A"	29
"DPOGS205212"	"DPSCF300265"	"DPOGS205212"	"A"	29
"DPOGS205198"	"DPSCF300265"	"DPOGS205198"	"A"	29
"DPOGS205237"	"DPSCF300265"	"DPOGS205237"	"A"	29
"DPOGS205241"	"DPSCF300265"	"DPOGS205241"	"A"	29
"DPOGS205242"	"DPSCF300265"	"DPOGS205242"	"A"	29
"DPOGS205222"	"DPSCF300265"	"DPOGS205222"	"A"	29
"DPOGS205240"	"DPSCF300265"	"DPOGS205240"	"A"	29
"DPOGS205208"	"DPSCF300265"	"DPOGS205208"	"A"	29
"DPOGS205238"	"DPSCF300265"	"DPOGS205238"	"A"	29
"DPOGS205204"	"DPSCF300265"	"DPOGS205204"	"A"	29
"DPOGS205214"	"DPSCF300265"	"DPOGS205214"	"A"	29
"DPOGS205249"	"DPSCF300265"	"DPOGS205249"	"A"	29
"DPOGS205220"	"DPSCF300265"	"DPOGS205220"	"A"	29
"DPOGS205196"	"DPSCF300265"	"DPOGS205196"	"A"	29
"DPOGS205200"	"DPSCF300265"	"DPOGS205200"	"A"	29
"DPOGS205234"	"DPSCF300265"	"DPOGS205234"	"A"	29
"DPOGS205194"	"DPSCF300265"	"DPOGS205194"	"A"	29
"DPOGS205221"	"DPSCF300265"	"DPOGS205221"	"A"	29
"DPOGS205195"	"DPSCF300265"	"DPOGS205195"	"A"	29
"DPOGS205223"	"DPSCF300265"	"DPOGS205223"	"A"	29
"DPOGS205248"	"DPSCF300265"	"DPOGS205248"	"A"	29
"DPOGS205224"	"DPSCF300265"	"DPOGS205224"	"A"	29
"DPOGS205217"	"DPSCF300265"	"DPOGS205217"	"A"	29
"DPOGS205245"	"DPSCF300265"	"DPOGS205245"	"A"	29
"DPOGS205227"	"DPSCF300265"	"DPOGS205227"	"A"	29
"DPOGS205207"	"DPSCF300265"	"DPOGS205207"	"A"	29
"DPOGS205246"	"DPSCF300265"	"DPOGS205246"	"A"	29
"DPOGS205244"	"DPSCF300265"	"DPOGS205244"	"A"	29
"DPOGS205199"	"DPSCF300265"	"DPOGS205199"	"A"	29
"DPOGS205235"	"DPSCF300265"	"DPOGS205235"	"A"	29
"DPOGS205247"	"DPSCF300265"	"DPOGS205247"	"A"	29
"DPOGS205225"	"DPSCF300265"	"DPOGS205225"	"A"	29
"DPOGS205193"	"DPSCF300265"	"DPOGS205193"	"A"	29
"DPOGS205228"	"DPSCF300265"	"DPOGS205228"	"A"	29
"DPOGS205201"	"DPSCF300265"	"DPOGS205201"	"A"	29
"DPOGS205218"	"DPSCF300265"	"DPOGS205218"	"A"	29
"DPOGS205216"	"DPSCF300265"	"DPOGS205216"	"A"	29
"DPOGS205243"	"DPSCF300265"	"DPOGS205243"	"A"	29
"DPOGS205219"	"DPSCF300265"	"DPOGS205219"	"A"	29
"DPOGS205191"	"DPSCF300265"	"DPOGS205191"	"A"	29
"DPOGS205229"	"DPSCF300265"	"DPOGS205229"	"A"	29
"DPOGS205190"	"DPSCF300265"	"DPOGS205190"	"A"	29
"DPOGS205213"	"DPSCF300265"	"DPOGS205213"	"A"	29
"DPOGS205211"	"DPSCF300265"	"DPOGS205211"	"A"	29
"DPOGS205215"	"DPSCF300265"	"DPOGS205215"	"A"	29
"DPOGS205209"	"DPSCF300265"	"DPOGS205209"	"A"	29
"DPOGS205192"	"DPSCF300265"	"DPOGS205192"	"A"	29
"DPOGS205226"	"DPSCF300265"	"DPOGS205226"	"A"	29
"DPOGS205232"	"DPSCF300265"	"DPOGS205232"	"A"	29
"DPOGS205230"	"DPSCF300265"	"DPOGS205230"	"A"	29
