"scaffold"	"geneID"	"ZorA"	"chromosome"
"DPOGS202114"	"DPSCF300150"	"DPOGS202114"	"A"	9
"DPOGS202092"	"DPSCF300150"	"DPOGS202092"	"A"	9
"DPOGS202113"	"DPSCF300150"	"DPOGS202113"	"A"	9
"DPOGS202099"	"DPSCF300150"	"DPOGS202099"	"A"	9
"DPOGS202128"	"DPSCF300150"	"DPOGS202128"	"A"	9
"DPOGS202119"	"DPSCF300150"	"DPOGS202119"	"A"	9
"DPOGS202121"	"DPSCF300150"	"DPOGS202121"	"A"	9
"DPOGS202104"	"DPSCF300150"	"DPOGS202104"	"A"	9
"DPOGS202098"	"DPSCF300150"	"DPOGS202098"	"A"	9
"DPOGS202100"	"DPSCF300150"	"DPOGS202100"	"A"	9
"DPOGS202127"	"DPSCF300150"	"DPOGS202127"	"A"	9
"DPOGS202095"	"DPSCF300150"	"DPOGS202095"	"A"	9
"DPOGS202110"	"DPSCF300150"	"DPOGS202110"	"A"	9
"DPOGS202130"	"DPSCF300150"	"DPOGS202130"	"A"	9
"DPOGS202107"	"DPSCF300150"	"DPOGS202107"	"A"	9
"DPOGS202125"	"DPSCF300150"	"DPOGS202125"	"A"	9
"DPOGS202122"	"DPSCF300150"	"DPOGS202122"	"A"	9
"DPOGS202111"	"DPSCF300150"	"DPOGS202111"	"A"	9
"DPOGS202096"	"DPSCF300150"	"DPOGS202096"	"A"	9
"DPOGS202105"	"DPSCF300150"	"DPOGS202105"	"A"	9
"DPOGS202115"	"DPSCF300150"	"DPOGS202115"	"A"	9
"DPOGS202120"	"DPSCF300150"	"DPOGS202120"	"A"	9
"DPOGS202108"	"DPSCF300150"	"DPOGS202108"	"A"	9
"DPOGS202101"	"DPSCF300150"	"DPOGS202101"	"A"	9
"DPOGS202097"	"DPSCF300150"	"DPOGS202097"	"A"	9
"DPOGS202106"	"DPSCF300150"	"DPOGS202106"	"A"	9
"DPOGS202117"	"DPSCF300150"	"DPOGS202117"	"A"	9
"DPOGS202118"	"DPSCF300150"	"DPOGS202118"	"A"	9
"DPOGS202126"	"DPSCF300150"	"DPOGS202126"	"A"	9
"DPOGS202123"	"DPSCF300150"	"DPOGS202123"	"A"	9
"DPOGS202129"	"DPSCF300150"	"DPOGS202129"	"A"	9
"DPOGS202116"	"DPSCF300150"	"DPOGS202116"	"A"	9
"DPOGS202102"	"DPSCF300150"	"DPOGS202102"	"A"	9
"DPOGS202103"	"DPSCF300150"	"DPOGS202103"	"A"	9
"DPOGS202124"	"DPSCF300150"	"DPOGS202124"	"A"	9
