"scaffold"	"geneID"	"ZorA"	"chromosome"
"DPOGS211356"	"DPSCF300173"	"DPOGS211356"	"A"	7
"DPOGS211344"	"DPSCF300173"	"DPOGS211344"	"A"	7
"DPOGS211345"	"DPSCF300173"	"DPOGS211345"	"A"	7
"DPOGS211360"	"DPSCF300173"	"DPOGS211360"	"A"	7
"DPOGS211340"	"DPSCF300173"	"DPOGS211340"	"A"	7
"DPOGS211335"	"DPSCF300173"	"DPOGS211335"	"A"	7
"DPOGS211351"	"DPSCF300173"	"DPOGS211351"	"A"	7
"DPOGS211343"	"DPSCF300173"	"DPOGS211343"	"A"	7
"DPOGS211338"	"DPSCF300173"	"DPOGS211338"	"A"	7
"DPOGS211337"	"DPSCF300173"	"DPOGS211337"	"A"	7
"DPOGS211359"	"DPSCF300173"	"DPOGS211359"	"A"	7
"DPOGS211339"	"DPSCF300173"	"DPOGS211339"	"A"	7
"DPOGS211354"	"DPSCF300173"	"DPOGS211354"	"A"	7
"DPOGS211347"	"DPSCF300173"	"DPOGS211347"	"A"	7
"DPOGS211367"	"DPSCF300173"	"DPOGS211367"	"A"	7
"DPOGS211370"	"DPSCF300173"	"DPOGS211370"	"A"	7
"DPOGS211349"	"DPSCF300173"	"DPOGS211349"	"A"	7
"DPOGS211346"	"DPSCF300173"	"DPOGS211346"	"A"	7
"DPOGS211358"	"DPSCF300173"	"DPOGS211358"	"A"	7
"DPOGS211366"	"DPSCF300173"	"DPOGS211366"	"A"	7
"DPOGS211373"	"DPSCF300173"	"DPOGS211373"	"A"	7
"DPOGS211357"	"DPSCF300173"	"DPOGS211357"	"A"	7
"DPOGS211368"	"DPSCF300173"	"DPOGS211368"	"A"	7
"DPOGS211352"	"DPSCF300173"	"DPOGS211352"	"A"	7
"DPOGS211348"	"DPSCF300173"	"DPOGS211348"	"A"	7
"DPOGS211364"	"DPSCF300173"	"DPOGS211364"	"A"	7
"DPOGS211353"	"DPSCF300173"	"DPOGS211353"	"A"	7
"DPOGS211336"	"DPSCF300173"	"DPOGS211336"	"A"	7
"DPOGS211341"	"DPSCF300173"	"DPOGS211341"	"A"	7
"DPOGS211372"	"DPSCF300173"	"DPOGS211372"	"A"	7
"DPOGS211350"	"DPSCF300173"	"DPOGS211350"	"A"	7
"DPOGS211361"	"DPSCF300173"	"DPOGS211361"	"A"	7
"DPOGS211371"	"DPSCF300173"	"DPOGS211371"	"A"	7
"DPOGS211363"	"DPSCF300173"	"DPOGS211363"	"A"	7
"DPOGS211365"	"DPSCF300173"	"DPOGS211365"	"A"	7
"DPOGS211342"	"DPSCF300173"	"DPOGS211342"	"A"	7
"DPOGS211362"	"DPSCF300173"	"DPOGS211362"	"A"	7
