"scaffold"	"geneID"	"ZorA"	"chromosome"
"DPOGS210557"	"DPSCF300304"	"DPOGS210557"	"A"	5
"DPOGS210558"	"DPSCF300304"	"DPOGS210558"	"A"	5
"DPOGS210541"	"DPSCF300304"	"DPOGS210541"	"A"	5
"DPOGS210545"	"DPSCF300304"	"DPOGS210545"	"A"	5
"DPOGS210537"	"DPSCF300304"	"DPOGS210537"	"A"	5
"DPOGS210543"	"DPSCF300304"	"DPOGS210543"	"A"	5
"DPOGS210559"	"DPSCF300304"	"DPOGS210559"	"A"	5
"DPOGS210552"	"DPSCF300304"	"DPOGS210552"	"A"	5
"DPOGS210546"	"DPSCF300304"	"DPOGS210546"	"A"	5
"DPOGS210555"	"DPSCF300304"	"DPOGS210555"	"A"	5
"DPOGS210538"	"DPSCF300304"	"DPOGS210538"	"A"	5
"DPOGS210551"	"DPSCF300304"	"DPOGS210551"	"A"	5
"DPOGS210561"	"DPSCF300304"	"DPOGS210561"	"A"	5
"DPOGS210544"	"DPSCF300304"	"DPOGS210544"	"A"	5
"DPOGS210540"	"DPSCF300304"	"DPOGS210540"	"A"	5
"DPOGS210548"	"DPSCF300304"	"DPOGS210548"	"A"	5
"DPOGS210560"	"DPSCF300304"	"DPOGS210560"	"A"	5
"DPOGS210539"	"DPSCF300304"	"DPOGS210539"	"A"	5
"DPOGS210556"	"DPSCF300304"	"DPOGS210556"	"A"	5
"DPOGS210554"	"DPSCF300304"	"DPOGS210554"	"A"	5
"DPOGS210542"	"DPSCF300304"	"DPOGS210542"	"A"	5
"DPOGS210562"	"DPSCF300304"	"DPOGS210562"	"A"	5
"DPOGS210547"	"DPSCF300304"	"DPOGS210547"	"A"	5
"DPOGS210553"	"DPSCF300304"	"DPOGS210553"	"A"	5
