"scaffold"	"geneID"	"ZorA"	"chromosome"
"DPOGS206558"	"DPSCF300108"	"DPOGS206558"	"A"	22
"DPOGS206574"	"DPSCF300108"	"DPOGS206574"	"A"	22
"DPOGS206559"	"DPSCF300108"	"DPOGS206559"	"A"	22
"DPOGS206555"	"DPSCF300108"	"DPOGS206555"	"A"	22
"DPOGS206569"	"DPSCF300108"	"DPOGS206569"	"A"	22
"DPOGS206565"	"DPSCF300108"	"DPOGS206565"	"A"	22
"DPOGS206575"	"DPSCF300108"	"DPOGS206575"	"A"	22
"DPOGS206564"	"DPSCF300108"	"DPOGS206564"	"A"	22
"DPOGS206579"	"DPSCF300108"	"DPOGS206579"	"A"	22
"DPOGS206571"	"DPSCF300108"	"DPOGS206571"	"A"	22
"DPOGS206570"	"DPSCF300108"	"DPOGS206570"	"A"	22
"DPOGS206566"	"DPSCF300108"	"DPOGS206566"	"A"	22
"DPOGS206560"	"DPSCF300108"	"DPOGS206560"	"A"	22
"DPOGS206576"	"DPSCF300108"	"DPOGS206576"	"A"	22
"DPOGS206584"	"DPSCF300108"	"DPOGS206584"	"A"	22
"DPOGS206568"	"DPSCF300108"	"DPOGS206568"	"A"	22
"DPOGS206567"	"DPSCF300108"	"DPOGS206567"	"A"	22
"DPOGS206572"	"DPSCF300108"	"DPOGS206572"	"A"	22
"DPOGS206581"	"DPSCF300108"	"DPOGS206581"	"A"	22
"DPOGS206583"	"DPSCF300108"	"DPOGS206583"	"A"	22
"DPOGS206582"	"DPSCF300108"	"DPOGS206582"	"A"	22
"DPOGS206556"	"DPSCF300108"	"DPOGS206556"	"A"	22
"DPOGS206586"	"DPSCF300108"	"DPOGS206586"	"A"	22
"DPOGS206580"	"DPSCF300108"	"DPOGS206580"	"A"	22
"DPOGS206573"	"DPSCF300108"	"DPOGS206573"	"A"	22
"DPOGS206585"	"DPSCF300108"	"DPOGS206585"	"A"	22
