"scaffold"	"geneID"	"ZorA"	"chromosome"
"DPOGS204838"	"DPSCF300227"	"DPOGS204838"	"A"	12
"DPOGS204848"	"DPSCF300227"	"DPOGS204848"	"A"	12
"DPOGS204856"	"DPSCF300227"	"DPOGS204856"	"A"	12
"DPOGS204855"	"DPSCF300227"	"DPOGS204855"	"A"	12
"DPOGS204853"	"DPSCF300227"	"DPOGS204853"	"A"	12
"DPOGS204854"	"DPSCF300227"	"DPOGS204854"	"A"	12
"DPOGS204847"	"DPSCF300227"	"DPOGS204847"	"A"	12
"DPOGS204836"	"DPSCF300227"	"DPOGS204836"	"A"	12
"DPOGS204859"	"DPSCF300227"	"DPOGS204859"	"A"	12
"DPOGS204850"	"DPSCF300227"	"DPOGS204850"	"A"	12
"DPOGS204851"	"DPSCF300227"	"DPOGS204851"	"A"	12
"DPOGS204845"	"DPSCF300227"	"DPOGS204845"	"A"	12
"DPOGS204849"	"DPSCF300227"	"DPOGS204849"	"A"	12
"DPOGS204844"	"DPSCF300227"	"DPOGS204844"	"A"	12
"DPOGS204852"	"DPSCF300227"	"DPOGS204852"	"A"	12
"DPOGS204842"	"DPSCF300227"	"DPOGS204842"	"A"	12
"DPOGS204843"	"DPSCF300227"	"DPOGS204843"	"A"	12
"DPOGS204846"	"DPSCF300227"	"DPOGS204846"	"A"	12
"DPOGS204840"	"DPSCF300227"	"DPOGS204840"	"A"	12
"DPOGS204857"	"DPSCF300227"	"DPOGS204857"	"A"	12
"DPOGS204839"	"DPSCF300227"	"DPOGS204839"	"A"	12
"DPOGS204837"	"DPSCF300227"	"DPOGS204837"	"A"	12
"DPOGS204858"	"DPSCF300227"	"DPOGS204858"	"A"	12
"DPOGS204841"	"DPSCF300227"	"DPOGS204841"	"A"	12
