"scaffold"	"geneID"	"ZorA"	"chromosome"
"DPOGS204424"	"DPSCF300002"	"DPOGS204424"	"A"	3
"DPOGS204463"	"DPSCF300002"	"DPOGS204463"	"A"	3
"DPOGS204460"	"DPSCF300002"	"DPOGS204460"	"A"	3
"DPOGS204423"	"DPSCF300002"	"DPOGS204423"	"A"	3
"DPOGS204418"	"DPSCF300002"	"DPOGS204418"	"A"	3
"DPOGS204422"	"DPSCF300002"	"DPOGS204422"	"A"	3
"DPOGS204426"	"DPSCF300002"	"DPOGS204426"	"A"	3
"DPOGS204421"	"DPSCF300002"	"DPOGS204421"	"A"	3
"DPOGS204419"	"DPSCF300002"	"DPOGS204419"	"A"	3
"DPOGS204387"	"DPSCF300002"	"DPOGS204387"	"A"	3
"DPOGS204440"	"DPSCF300002"	"DPOGS204440"	"A"	3
"DPOGS204433"	"DPSCF300002"	"DPOGS204433"	"A"	3
"DPOGS204462"	"DPSCF300002"	"DPOGS204462"	"A"	3
"DPOGS204420"	"DPSCF300002"	"DPOGS204420"	"A"	3
"DPOGS204498"	"DPSCF300002"	"DPOGS204498"	"A"	3
"DPOGS204493"	"DPSCF300002"	"DPOGS204493"	"A"	3
"DPOGS204413"	"DPSCF300002"	"DPOGS204413"	"A"	3
"DPOGS204499"	"DPSCF300002"	"DPOGS204499"	"A"	3
"DPOGS204428"	"DPSCF300002"	"DPOGS204428"	"A"	3
"DPOGS204414"	"DPSCF300002"	"DPOGS204414"	"A"	3
"DPOGS204436"	"DPSCF300002"	"DPOGS204436"	"A"	3
"DPOGS204461"	"DPSCF300002"	"DPOGS204461"	"A"	3
"DPOGS204378"	"DPSCF300002"	"DPOGS204378"	"A"	3
"DPOGS204393"	"DPSCF300002"	"DPOGS204393"	"A"	3
"DPOGS204508"	"DPSCF300002"	"DPOGS204508"	"A"	3
"DPOGS204425"	"DPSCF300002"	"DPOGS204425"	"A"	3
"DPOGS204415"	"DPSCF300002"	"DPOGS204415"	"A"	3
"DPOGS204465"	"DPSCF300002"	"DPOGS204465"	"A"	3
"DPOGS204377"	"DPSCF300002"	"DPOGS204377"	"A"	3
