"scaffold"	"geneID"	"ZorA"	"chromosome"
"DPOGS202885"	"DPSCF300126"	"DPOGS202885"	"A"	16
"DPOGS202904"	"DPSCF300126"	"DPOGS202904"	"A"	16
"DPOGS202906"	"DPSCF300126"	"DPOGS202906"	"A"	16
"DPOGS202903"	"DPSCF300126"	"DPOGS202903"	"A"	16
"DPOGS202901"	"DPSCF300126"	"DPOGS202901"	"A"	16
"DPOGS202891"	"DPSCF300126"	"DPOGS202891"	"A"	16
"DPOGS202884"	"DPSCF300126"	"DPOGS202884"	"A"	16
"DPOGS202896"	"DPSCF300126"	"DPOGS202896"	"A"	16
"DPOGS202905"	"DPSCF300126"	"DPOGS202905"	"A"	16
"DPOGS202883"	"DPSCF300126"	"DPOGS202883"	"A"	16
"DPOGS202890"	"DPSCF300126"	"DPOGS202890"	"A"	16
"DPOGS202900"	"DPSCF300126"	"DPOGS202900"	"A"	16
"DPOGS202886"	"DPSCF300126"	"DPOGS202886"	"A"	16
"DPOGS202894"	"DPSCF300126"	"DPOGS202894"	"A"	16
"DPOGS202893"	"DPSCF300126"	"DPOGS202893"	"A"	16
"DPOGS202919"	"DPSCF300126"	"DPOGS202919"	"A"	16
"DPOGS202918"	"DPSCF300126"	"DPOGS202918"	"A"	16
"DPOGS202895"	"DPSCF300126"	"DPOGS202895"	"A"	16
"DPOGS202881"	"DPSCF300126"	"DPOGS202881"	"A"	16
"DPOGS202880"	"DPSCF300126"	"DPOGS202880"	"A"	16
"DPOGS202897"	"DPSCF300126"	"DPOGS202897"	"A"	16
"DPOGS202899"	"DPSCF300126"	"DPOGS202899"	"A"	16
"DPOGS202912"	"DPSCF300126"	"DPOGS202912"	"A"	16
"DPOGS202910"	"DPSCF300126"	"DPOGS202910"	"A"	16
"DPOGS202920"	"DPSCF300126"	"DPOGS202920"	"A"	16
"DPOGS202921"	"DPSCF300126"	"DPOGS202921"	"A"	16
"DPOGS202882"	"DPSCF300126"	"DPOGS202882"	"A"	16
"DPOGS202916"	"DPSCF300126"	"DPOGS202916"	"A"	16
"DPOGS202889"	"DPSCF300126"	"DPOGS202889"	"A"	16
"DPOGS202878"	"DPSCF300126"	"DPOGS202878"	"A"	16
"DPOGS202898"	"DPSCF300126"	"DPOGS202898"	"A"	16
"DPOGS202892"	"DPSCF300126"	"DPOGS202892"	"A"	16
"DPOGS202902"	"DPSCF300126"	"DPOGS202902"	"A"	16
"DPOGS202879"	"DPSCF300126"	"DPOGS202879"	"A"	16
"DPOGS202911"	"DPSCF300126"	"DPOGS202911"	"A"	16
"DPOGS202917"	"DPSCF300126"	"DPOGS202917"	"A"	16
"DPOGS202908"	"DPSCF300126"	"DPOGS202908"	"A"	16
"DPOGS202915"	"DPSCF300126"	"DPOGS202915"	"A"	16
"DPOGS202909"	"DPSCF300126"	"DPOGS202909"	"A"	16
"DPOGS202888"	"DPSCF300126"	"DPOGS202888"	"A"	16
"DPOGS202914"	"DPSCF300126"	"DPOGS202914"	"A"	16
"DPOGS202913"	"DPSCF300126"	"DPOGS202913"	"A"	16
