name	scaffold	start	end	region	length	distance	reverse	length_ok	dis_ok	main
DPOGS214570	DPSCF300050	780900	785277	DPSCF300050:780900-785277	4377	0	rc	N/A	N/A	1
DPOGS214580	DPSCF300050	525806	526160	DPSCF300050:525806-526160	354	254740	rc	N	N	0
DPOGS214579	DPSCF300050	535699	539058	DPSCF300050:535699-539058	3359	241842	rc	Y	N	0
DPOGS214592	DPSCF300050	326865	341118	DPSCF300050:326865-341118	14253	439782	rc	N	N	0
DPOGS214593	DPSCF300050	312368	322337	DPSCF300050:312368-322337	9969	458563	rc	N	N	0
DPOGS214594	DPSCF300050	303228	304937	DPSCF300050:303228-304937	1709	475963	rc	N	N	0
DPOGS214578	DPSCF300050	564294	564491	DPSCF300050:564294-564491	197	216409	rc	N	N	0
DPOGS214591	DPSCF300050	343106	346090	DPSCF300050:343106-346090	2984	434810	rc	Y	N	0
DPOGS214605	DPSCF300050	153438	153833	DPSCF300050:153438-153833	395	627067	rc	N	N	0
DPOGS214606	DPSCF300050	135211	140721	DPSCF300050:135211-140721	5510	640179	rc	Y	N	0
DPOGS214617	DPSCF300050	120861	123237	DPSCF300050:120861-123237	2376	657663	f	Y	N	0
DPOGS214595	DPSCF300050	294438	297567	DPSCF300050:294438-297567	3129	483333	rc	Y	N	0
DPOGS214587	DPSCF300050	418791	422534	DPSCF300050:418791-422534	3743	358366	rc	Y	N	0
DPOGS214611	DPSCF300050	94421	94829	DPSCF300050:94421-94829	408	686071	rc	N	N	0
DPOGS214607	DPSCF300050	132293	132951	DPSCF300050:132293-132951	658	647949	rc	N	N	0
DPOGS214586	DPSCF300050	431185	431952	DPSCF300050:431185-431952	767	348948	rc	N	N	0
DPOGS214604	DPSCF300050	155908	157669	DPSCF300050:155908-157669	1761	623231	rc	N	N	0
DPOGS214618	DPSCF300050	125463	129217	DPSCF300050:125463-129217	3754	651683	f	Y	N	0
DPOGS214577	DPSCF300050	564882	565712	DPSCF300050:564882-565712	830	215188	rc	N	N	0
DPOGS214590	DPSCF300050	346788	350707	DPSCF300050:346788-350707	3919	430193	rc	Y	N	0
DPOGS214608	DPSCF300050	117579	119078	DPSCF300050:117579-119078	1499	661822	rc	N	N	0
DPOGS214609	DPSCF300050	111875	113381	DPSCF300050:111875-113381	1506	667519	rc	N	N	0
DPOGS214619	DPSCF300050	145707	153193	DPSCF300050:145707-153193	7486	627707	f	Y	N	0
DPOGS214632	DPSCF300050	451678	473268	DPSCF300050:451678-473268	21590	307632	f	N	N	0
DPOGS214612	DPSCF300050	44944	86777	DPSCF300050:44944-86777	41833	694123	rc	N	N	0
DPOGS214613	DPSCF300050	581	9636	DPSCF300050:581-9636	9055	771264	rc	N	N	0
DPOGS214650	DPSCF300050	777670	779297	DPSCF300050:777670-779297	1627	1603	f	N	Y	0
DPOGS214589	DPSCF300050	351568	362122	DPSCF300050:351568-362122	10554	418778	rc	N	N	0
DPOGS214603	DPSCF300050	159931	160777	DPSCF300050:159931-160777	846	620123	rc	N	N	0
DPOGS214576	DPSCF300050	567306	571305	DPSCF300050:567306-571305	3999	209595	rc	Y	N	0
DPOGS214630	DPSCF300050	432718	434712	DPSCF300050:432718-434712	1994	346188	f	N	N	0
DPOGS214631	DPSCF300050	442966	451550	DPSCF300050:442966-451550	8584	329350	f	Y	N	0
DPOGS214646	DPSCF300050	740996	741844	DPSCF300050:740996-741844	848	39056	f	N	Y	0
DPOGS214633	DPSCF300050	496397	511548	DPSCF300050:496397-511548	15151	269352	f	N	N	0
DPOGS214634	DPSCF300050	513350	518377	DPSCF300050:513350-518377	5027	262523	f	Y	N	0
DPOGS214596	DPSCF300050	290414	293470	DPSCF300050:290414-293470	3056	487430	rc	Y	N	0
DPOGS214651	DPSCF300050	893176	893553	DPSCF300050:893176-893553	377	107899	f	N	N	0
DPOGS214585	DPSCF300050	435185	441128	DPSCF300050:435185-441128	5943	339772	rc	Y	N	0
DPOGS214625	DPSCF300050	300569	303055	DPSCF300050:300569-303055	2486	477845	f	Y	N	0
DPOGS214614	DPSCF300050	10697	21844	DPSCF300050:10697-21844	11147	759056	f	N	N	0
DPOGS214588	DPSCF300050	363687	373761	DPSCF300050:363687-373761	10074	407139	rc	N	N	0
DPOGS214616	DPSCF300050	38143	41404	DPSCF300050:38143-41404	3261	739496	f	Y	N	0
DPOGS214629	DPSCF300050	424444	428509	DPSCF300050:424444-428509	4065	352391	f	Y	N	0
DPOGS214644	DPSCF300050	712745	717562	DPSCF300050:712745-717562	4817	63338	f	Y	N	0
DPOGS214645	DPSCF300050	729642	730887	DPSCF300050:729642-730887	1245	50013	f	N	N	0
DPOGS214640	DPSCF300050	642216	651140	DPSCF300050:642216-651140	8924	129760	f	N	N	0
DPOGS214648	DPSCF300050	762420	767798	DPSCF300050:762420-767798	5378	13102	f	Y	Y	0
DPOGS214649	DPSCF300050	773147	776648	DPSCF300050:773147-776648	3501	4252	f	Y	Y	0
DPOGS214568	DPSCF300050	792441	799343	DPSCF300050:792441-799343	6902	7164	rc	Y	Y	0
DPOGS214571	DPSCF300050	759770	761802	DPSCF300050:759770-761802	2032	19098	rc	N	Y	0
DPOGS214626	DPSCF300050	305620	309041	DPSCF300050:305620-309041	3421	471859	f	Y	N	0
DPOGS214599	DPSCF300050	212326	235221	DPSCF300050:212326-235221	22895	545679	rc	N	N	0
DPOGS214615	DPSCF300050	28757	34446	DPSCF300050:28757-34446	5689	746454	f	Y	N	0
DPOGS214643	DPSCF300050	693848	694874	DPSCF300050:693848-694874	1026	86026	f	N	N	0
DPOGS214574	DPSCF300050	609001	621928	DPSCF300050:609001-621928	12927	158972	rc	N	N	0
DPOGS214628	DPSCF300050	412861	415383	DPSCF300050:412861-415383	2522	365517	f	Y	N	0
DPOGS214583	DPSCF300050	490448	493356	DPSCF300050:490448-493356	2908	287544	rc	Y	N	0
DPOGS214584	DPSCF300050	475478	482538	DPSCF300050:475478-482538	7060	298362	rc	Y	N	0
DPOGS214620	DPSCF300050	162268	163339	DPSCF300050:162268-163339	1071	617561	f	N	N	0
DPOGS214621	DPSCF300050	182157	204782	DPSCF300050:182157-204782	22625	576118	f	N	N	0
DPOGS214638	DPSCF300050	590920	598331	DPSCF300050:590920-598331	7411	182569	f	Y	N	0
DPOGS214627	DPSCF300050	405861	410751	DPSCF300050:405861-410751	4890	370149	f	Y	N	0
DPOGS214623	DPSCF300050	264526	267397	DPSCF300050:264526-267397	2871	513503	f	Y	N	0
DPOGS214572	DPSCF300050	695877	698560	DPSCF300050:695877-698560	2683	82340	rc	Y	N	0
