name	scaffold	start	end	region	length	distance	reverse	length_ok	dis_ok	main
DPOGS210210	DPSCF300196	763372	768690	DPSCF300196:763372-768690	5318	0	rc	N/A	N/A	1
DPOGS210253	DPSCF300196	796711	799411	DPSCF300196:796711-799411	2700	28021	f	Y	Y	0
DPOGS210225	DPSCF300196	502338	502717	DPSCF300196:502338-502717	379	260655	rc	N	N	0
DPOGS210212	DPSCF300196	725874	726945	DPSCF300196:725874-726945	1071	36427	rc	N	Y	0
DPOGS210252	DPSCF300196	748945	755730	DPSCF300196:748945-755730	6785	7642	f	Y	Y	0
DPOGS210221	DPSCF300196	518485	519051	DPSCF300196:518485-519051	566	244321	rc	N	N	0
DPOGS210239	DPSCF300196	443409	443712	DPSCF300196:443409-443712	303	319660	f	N	N	0
DPOGS210226	DPSCF300196	500207	500620	DPSCF300196:500207-500620	413	262752	rc	N	N	0
DPOGS210247	DPSCF300196	661323	663651	DPSCF300196:661323-663651	2328	99721	f	N	N	0
DPOGS210246	DPSCF300196	650054	653359	DPSCF300196:650054-653359	3305	110013	f	Y	N	0
DPOGS210240	DPSCF300196	535799	538822	DPSCF300196:535799-538822	3023	224550	f	Y	N	0
DPOGS210223	DPSCF300196	509916	510294	DPSCF300196:509916-510294	378	253078	rc	N	N	0
DPOGS210254	DPSCF300196	805534	806015	DPSCF300196:805534-806015	481	36844	f	N	Y	0
DPOGS210241	DPSCF300196	557696	566909	DPSCF300196:557696-566909	9213	196463	f	Y	N	0
DPOGS210245	DPSCF300196	602578	605764	DPSCF300196:602578-605764	3186	157608	f	Y	N	0
DPOGS210237	DPSCF300196	236822	237542	DPSCF300196:236822-237542	720	525830	f	N	N	0
DPOGS210219	DPSCF300196	567760	568584	DPSCF300196:567760-568584	824	194788	rc	N	N	0
DPOGS210218	DPSCF300196	583901	594693	DPSCF300196:583901-594693	10792	168679	rc	N	N	0
DPOGS210231	DPSCF300196	255889	258675	DPSCF300196:255889-258675	2786	504697	rc	Y	N	0
DPOGS210209	DPSCF300196	774370	778980	DPSCF300196:774370-778980	4610	5680	rc	Y	Y	0
DPOGS210250	DPSCF300196	687615	695212	DPSCF300196:687615-695212	7597	68160	f	Y	N	0
DPOGS210222	DPSCF300196	513309	513878	DPSCF300196:513309-513878	569	249494	rc	N	N	0
DPOGS210248	DPSCF300196	663729	664739	DPSCF300196:663729-664739	1010	98633	f	N	N	0
DPOGS210236	DPSCF300196	228204	230479	DPSCF300196:228204-230479	2275	532893	f	N	N	0
DPOGS210224	DPSCF300196	507792	508205	DPSCF300196:507792-508205	413	255167	rc	N	N	0
DPOGS210214	DPSCF300196	670548	686508	DPSCF300196:670548-686508	15960	76864	rc	N	N	0
DPOGS210243	DPSCF300196	574353	577576	DPSCF300196:574353-577576	3223	185796	f	Y	N	0
DPOGS210215	DPSCF300196	654472	655890	DPSCF300196:654472-655890	1418	107482	rc	N	N	0
DPOGS210232	DPSCF300196	239806	251770	DPSCF300196:239806-251770	11964	511602	rc	N	N	0
DPOGS210227	DPSCF300196	449782	452935	DPSCF300196:449782-452935	3153	310437	rc	Y	N	0
DPOGS210242	DPSCF300196	571532	572801	DPSCF300196:571532-572801	1269	190571	f	N	N	0
DPOGS210235	DPSCF300196	17826	18949	DPSCF300196:17826-18949	1123	744423	f	N	N	0
DPOGS210244	DPSCF300196	596320	598415	DPSCF300196:596320-598415	2095	164957	f	N	N	0
DPOGS210249	DPSCF300196	666709	669955	DPSCF300196:666709-669955	3246	93417	f	Y	N	0
DPOGS210220	DPSCF300196	542857	555184	DPSCF300196:542857-555184	12327	208188	rc	N	N	0
DPOGS210217	DPSCF300196	607665	619058	DPSCF300196:607665-619058	11393	144314	rc	N	N	0
DPOGS210230	DPSCF300196	259603	263077	DPSCF300196:259603-263077	3474	500295	rc	Y	N	0
DPOGS210234	DPSCF300196	232118	235641	DPSCF300196:232118-235641	3523	527731	rc	Y	N	0
DPOGS210228	DPSCF300196	435436	435696	DPSCF300196:435436-435696	260	327676	rc	N	N	0
DPOGS210216	DPSCF300196	623547	638726	DPSCF300196:623547-638726	15179	124646	rc	N	N	0
DPOGS210213	DPSCF300196	698767	713388	DPSCF300196:698767-713388	14621	49984	rc	N	Y	0
DPOGS210233	DPSCF300196	238157	239722	DPSCF300196:238157-239722	1565	523650	rc	N	N	0
