name	scaffold	start	end	region	length	distance	reverse	length_ok	dis_ok	main
DPOGS205936	DPSCF300156	210407	213372	DPSCF300156:210407-213372	2965	0	rc	N/A	N/A	1
DPOGS205949	DPSCF300156	252148	253308	DPSCF300156:252148-253308	1160	38776	f	N	Y	0
DPOGS205954	DPSCF300156	288690	292715	DPSCF300156:288690-292715	4025	75318	f	Y	N	0
DPOGS205928	DPSCF300156	297168	312226	DPSCF300156:297168-312226	15058	83796	rc	N	N	0
DPOGS205953	DPSCF300156	280469	281217	DPSCF300156:280469-281217	748	67097	f	N	N	0
DPOGS205955	DPSCF300156	331877	345558	DPSCF300156:331877-345558	13681	118505	f	N	N	0
DPOGS205935	DPSCF300156	218648	221438	DPSCF300156:218648-221438	2790	5276	rc	Y	Y	0
DPOGS205929	DPSCF300156	293815	296577	DPSCF300156:293815-296577	2762	80443	rc	Y	N	0
DPOGS205952	DPSCF300156	273985	277000	DPSCF300156:273985-277000	3015	60613	f	Y	N	0
DPOGS205951	DPSCF300156	270242	271280	DPSCF300156:270242-271280	1038	56870	f	N	N	0
DPOGS205934	DPSCF300156	236875	237270	DPSCF300156:236875-237270	395	23503	rc	N	Y	0
DPOGS205948	DPSCF300156	243323	246483	DPSCF300156:243323-246483	3160	29951	f	Y	Y	0
DPOGS205950	DPSCF300156	261519	269969	DPSCF300156:261519-269969	8450	48147	f	N	Y	0
DPOGS205957	DPSCF300156	357597	359838	DPSCF300156:357597-359838	2241	144225	f	Y	N	0
DPOGS205956	DPSCF300156	349389	351514	DPSCF300156:349389-351514	2125	136017	f	Y	N	0
DPOGS205925	DPSCF300156	352488	355780	DPSCF300156:352488-355780	3292	139116	rc	Y	N	0
DPOGS205926	DPSCF300156	346195	347211	DPSCF300156:346195-347211	1016	132823	rc	N	N	0
DPOGS205942	DPSCF300156	159259	160086	DPSCF300156:159259-160086	827	50321	f	N	N	0
DPOGS205937	DPSCF300156	199333	202257	DPSCF300156:199333-202257	2924	8150	rc	Y	Y	0
DPOGS205959	DPSCF300156	362698	363704	DPSCF300156:362698-363704	1006	149326	f	N	N	0
DPOGS205960	DPSCF300156	372565	385897	DPSCF300156:372565-385897	13332	159193	f	N	N	0
DPOGS205931	DPSCF300156	254256	259767	DPSCF300156:254256-259767	5511	40884	rc	Y	Y	0
DPOGS205930	DPSCF300156	281943	287848	DPSCF300156:281943-287848	5905	68571	rc	Y	N	0
DPOGS205927	DPSCF300156	327463	331268	DPSCF300156:327463-331268	3805	114091	rc	Y	N	0
DPOGS205947	DPSCF300156	239235	242698	DPSCF300156:239235-242698	3463	25863	f	Y	Y	0
DPOGS205924	DPSCF300156	369819	371945	DPSCF300156:369819-371945	2126	156447	rc	Y	N	0
DPOGS205923	DPSCF300156	386228	400681	DPSCF300156:386228-400681	14453	172856	rc	N	N	0
DPOGS205933	DPSCF300156	237271	237948	DPSCF300156:237271-237948	677	23899	rc	N	Y	0
DPOGS205945	DPSCF300156	203932	208962	DPSCF300156:203932-208962	5030	1445	f	Y	Y	0
DPOGS205946	DPSCF300156	232496	236105	DPSCF300156:232496-236105	3609	19124	f	Y	Y	0
DPOGS205940	DPSCF300156	5570	52081	DPSCF300156:5570-52081	46511	158326	rc	N	N	0
DPOGS205944	DPSCF300156	198528	199118	DPSCF300156:198528-199118	590	11289	f	N	Y	0
DPOGS205932	DPSCF300156	246648	250423	DPSCF300156:246648-250423	3775	33276	rc	Y	Y	0
DPOGS205939	DPSCF300156	118085	119974	DPSCF300156:118085-119974	1889	90433	rc	Y	N	0
