name	scaffold	start	end	region	length	distance	reverse	length_ok	dis_ok	main
DPOGS209453	DPSCF300275	88304	90485	DPSCF300275:88304-90485	2181	0	f	N/A	N/A	1
DPOGS209447	DPSCF300275	150341	151367	DPSCF300275:150341-151367	1026	59856	rc	Y	N	0
DPOGS209450	DPSCF300275	107905	108297	DPSCF300275:107905-108297	392	17420	rc	N	Y	0
DPOGS209442	DPSCF300275	209244	210405	DPSCF300275:209244-210405	1161	118759	rc	Y	N	0
DPOGS209441	DPSCF300275	228826	228933	DPSCF300275:228826-228933	107	138341	rc	N	N	0
DPOGS209437	DPSCF300275	282117	282914	DPSCF300275:282117-282914	797	191632	rc	Y	N	0
DPOGS209476	DPSCF300275	273752	276658	DPSCF300275:273752-276658	2906	183267	f	Y	N	0
DPOGS209467	DPSCF300275	210431	216648	DPSCF300275:210431-216648	6217	119946	f	N	N	0
DPOGS209460	DPSCF300275	144331	148834	DPSCF300275:144331-148834	4503	53846	f	N	N	0
DPOGS209449	DPSCF300275	134600	140806	DPSCF300275:134600-140806	6206	44115	rc	N	Y	0
DPOGS209443	DPSCF300275	204829	205252	DPSCF300275:204829-205252	423	114344	rc	N	N	0
DPOGS209457	DPSCF300275	102040	125583	DPSCF300275:102040-125583	23543	11555	f	N	Y	0
DPOGS209438	DPSCF300275	266589	269075	DPSCF300275:266589-269075	2486	176104	rc	Y	N	0
DPOGS209446	DPSCF300275	176321	180229	DPSCF300275:176321-180229	3908	85836	rc	Y	N	0
DPOGS209475	DPSCF300275	266779	267592	DPSCF300275:266779-267592	813	176294	f	Y	N	0
DPOGS209469	DPSCF300275	217281	223922	DPSCF300275:217281-223922	6641	126796	f	N	N	0
DPOGS209477	DPSCF300275	280984	281574	DPSCF300275:280984-281574	590	190499	f	N	N	0
DPOGS209459	DPSCF300275	141369	141513	DPSCF300275:141369-141513	144	50884	f	N	N	0
DPOGS209444	DPSCF300275	199081	200880	DPSCF300275:199081-200880	1799	108596	rc	Y	N	0
DPOGS209440	DPSCF300275	239236	245277	DPSCF300275:239236-245277	6041	148751	rc	N	N	0
DPOGS209461	DPSCF300275	154713	156702	DPSCF300275:154713-156702	1989	64228	f	Y	N	0
DPOGS209445	DPSCF300275	188229	189624	DPSCF300275:188229-189624	1395	97744	rc	Y	N	0
DPOGS209448	DPSCF300275	141807	143272	DPSCF300275:141807-143272	1465	51322	rc	Y	N	0
DPOGS209472	DPSCF300275	246928	247660	DPSCF300275:246928-247660	732	156443	f	Y	N	0
DPOGS209471	DPSCF300275	231580	234358	DPSCF300275:231580-234358	2778	141095	f	Y	N	0
DPOGS209470	DPSCF300275	225175	225621	DPSCF300275:225175-225621	446	134690	f	N	N	0
DPOGS209466	DPSCF300275	203118	207790	DPSCF300275:203118-207790	4672	112633	f	N	N	0
DPOGS209456	DPSCF300275	92759	93764	DPSCF300275:92759-93764	1005	2274	f	Y	Y	0
DPOGS209452	DPSCF300275	86072	87034	DPSCF300275:86072-87034	962	1270	rc	Y	Y	0
DPOGS209455	DPSCF300275	92030	92713	DPSCF300275:92030-92713	683	1545	f	Y	Y	0
DPOGS209454	DPSCF300275	90582	90785	DPSCF300275:90582-90785	203	97	f	N	Y	0
DPOGS209458	DPSCF300275	127173	133508	DPSCF300275:127173-133508	6335	36688	f	N	Y	0
DPOGS209474	DPSCF300275	264406	265413	DPSCF300275:264406-265413	1007	173921	f	Y	N	0
DPOGS209465	DPSCF300275	192419	199161	DPSCF300275:192419-199161	6742	101934	f	N	N	0
DPOGS209439	DPSCF300275	259299	264258	DPSCF300275:259299-264258	4959	168814	rc	N	N	0
DPOGS209451	DPSCF300275	95881	99173	DPSCF300275:95881-99173	3292	5396	rc	Y	Y	0
DPOGS209464	DPSCF300275	172590	174372	DPSCF300275:172590-174372	1782	82105	f	Y	N	0
DPOGS209473	DPSCF300275	252278	254180	DPSCF300275:252278-254180	1902	161793	f	Y	N	0
DPOGS209463	DPSCF300275	165364	167705	DPSCF300275:165364-167705	2341	74879	f	Y	N	0
