name	scaffold	start	end	region	length	distance	reverse	length_ok	dis_ok	main
DPOGS200349	DPSCF300026	553787	556747	DPSCF300026:553787-556747	2960	0	f	N/A	N/A	1
DPOGS200369	DPSCF300026	905495	908460	DPSCF300026:905495-908460	2965	348748	f	Y	N	0
DPOGS200368	DPSCF300026	894905	896785	DPSCF300026:894905-896785	1880	338158	f	Y	N	0
DPOGS200379	DPSCF300026	1090740	1100432	DPSCF300026:1090740-1100432	9692	533993	f	N	N	0
DPOGS200289	DPSCF300026	538993	552217	DPSCF300026:538993-552217	13224	1570	rc	N	Y	0
DPOGS200371	DPSCF300026	934400	938036	DPSCF300026:934400-938036	3636	377653	f	Y	N	0
DPOGS200367	DPSCF300026	877821	880699	DPSCF300026:877821-880699	2878	321074	f	Y	N	0
DPOGS200326	DPSCF300026	228188	240673	DPSCF300026:228188-240673	12485	313114	f	N	N	0
DPOGS200373	DPSCF300026	975016	979457	DPSCF300026:975016-979457	4441	418269	f	Y	N	0
DPOGS200375	DPSCF300026	1017756	1018083	DPSCF300026:1017756-1018083	327	461009	f	N	N	0
DPOGS200365	DPSCF300026	847241	847852	DPSCF300026:847241-847852	611	290494	f	N	N	0
DPOGS200325	DPSCF300026	215604	223216	DPSCF300026:215604-223216	7612	330571	f	N	N	0
DPOGS200372	DPSCF300026	956241	959126	DPSCF300026:956241-959126	2885	399494	f	Y	N	0
DPOGS200378	DPSCF300026	1073004	1084830	DPSCF300026:1073004-1084830	11826	516257	f	N	N	0
DPOGS200361	DPSCF300026	810911	811478	DPSCF300026:810911-811478	567	254164	f	N	N	0
DPOGS200259	DPSCF300026	1149000	1163757	DPSCF300026:1149000-1163757	14757	592253	rc	N	N	0
DPOGS200362	DPSCF300026	813408	816300	DPSCF300026:813408-816300	2892	256661	f	Y	N	0
DPOGS200383	DPSCF300026	1142972	1147783	DPSCF300026:1142972-1147783	4811	586225	f	Y	N	0
DPOGS200364	DPSCF300026	841355	843247	DPSCF300026:841355-843247	1892	284608	f	Y	N	0
DPOGS200377	DPSCF300026	1020874	1021624	DPSCF300026:1020874-1021624	750	464127	f	N	N	0
DPOGS200370	DPSCF300026	910576	918789	DPSCF300026:910576-918789	8213	353829	f	N	N	0
DPOGS200366	DPSCF300026	850253	853327	DPSCF300026:850253-853327	3074	293506	f	Y	N	0
DPOGS200312	DPSCF300026	6748	8369	DPSCF300026:6748-8369	1621	545418	rc	Y	N	0
DPOGS200382	DPSCF300026	1134883	1137417	DPSCF300026:1134883-1137417	2534	578136	f	Y	N	0
DPOGS200323	DPSCF300026	164215	166423	DPSCF300026:164215-166423	2208	387364	f	Y	N	0
DPOGS200374	DPSCF300026	979469	980420	DPSCF300026:979469-980420	951	422722	f	N	N	0
DPOGS200317	DPSCF300026	64882	68669	DPSCF300026:64882-68669	3787	485118	f	Y	N	0
DPOGS200322	DPSCF300026	124877	125173	DPSCF300026:124877-125173	296	428614	f	N	N	0
DPOGS200353	DPSCF300026	599906	606403	DPSCF300026:599906-606403	6497	43159	f	N	Y	0
DPOGS200363	DPSCF300026	817357	819494	DPSCF300026:817357-819494	2137	260610	f	Y	N	0
DPOGS200359	DPSCF300026	800722	801708	DPSCF300026:800722-801708	986	243975	f	N	N	0
DPOGS200324	DPSCF300026	175569	183244	DPSCF300026:175569-183244	7675	370543	f	N	N	0
DPOGS200298	DPSCF300026	396818	398923	DPSCF300026:396818-398923	2105	154864	rc	Y	N	0
DPOGS200299	DPSCF300026	391899	395566	DPSCF300026:391899-395566	3667	158221	rc	Y	N	0
DPOGS200333	DPSCF300026	358309	359869	DPSCF300026:358309-359869	1560	193918	f	Y	N	0
DPOGS200295	DPSCF300026	494267	497404	DPSCF300026:494267-497404	3137	56383	rc	Y	N	0
DPOGS200384	DPSCF300026	1166084	1167388	DPSCF300026:1166084-1167388	1304	609337	f	N	N	0
DPOGS200376	DPSCF300026	1018373	1018543	DPSCF300026:1018373-1018543	170	461626	f	N	N	0
DPOGS200292	DPSCF300026	519484	520060	DPSCF300026:519484-520060	576	33727	rc	N	Y	0
DPOGS200350	DPSCF300026	557372	568780	DPSCF300026:557372-568780	11408	625	f	N	Y	0
DPOGS200267	DPSCF300026	981316	983562	DPSCF300026:981316-983562	2246	424569	rc	Y	N	0
DPOGS200315	DPSCF300026	29241	30419	DPSCF300026:29241-30419	1178	523368	f	N	N	0
DPOGS200316	DPSCF300026	38283	40064	DPSCF300026:38283-40064	1781	513723	f	Y	N	0
DPOGS200296	DPSCF300026	409412	442267	DPSCF300026:409412-442267	32855	111520	rc	N	N	0
DPOGS200331	DPSCF300026	318877	320283	DPSCF300026:318877-320283	1406	233504	f	N	N	0
DPOGS200274	DPSCF300026	881528	883852	DPSCF300026:881528-883852	2324	324781	rc	Y	N	0
DPOGS200336	DPSCF300026	384279	391751	DPSCF300026:384279-391751	7472	162036	f	N	N	0
DPOGS200270	DPSCF300026	938942	940453	DPSCF300026:938942-940453	1511	382195	rc	Y	N	0
DPOGS200266	DPSCF300026	995609	999810	DPSCF300026:995609-999810	4201	438862	rc	Y	N	0
DPOGS200357	DPSCF300026	628801	646214	DPSCF300026:628801-646214	17413	72054	f	N	N	0
DPOGS200265	DPSCF300026	1009733	1015458	DPSCF300026:1009733-1015458	5725	452986	rc	Y	N	0
DPOGS200306	DPSCF300026	225232	227085	DPSCF300026:225232-227085	1853	326702	rc	Y	N	0
DPOGS200334	DPSCF300026	360858	373246	DPSCF300026:360858-373246	12388	180541	f	N	N	0
DPOGS200352	DPSCF300026	572950	576951	DPSCF300026:572950-576951	4001	16203	f	Y	Y	0
DPOGS200332	DPSCF300026	343759	355519	DPSCF300026:343759-355519	11760	198268	f	N	N	0
DPOGS200281	DPSCF300026	821176	827400	DPSCF300026:821176-827400	6224	264429	rc	N	N	0
DPOGS200263	DPSCF300026	1035032	1051840	DPSCF300026:1035032-1051840	16808	478285	rc	N	N	0
DPOGS200294	DPSCF300026	509882	511789	DPSCF300026:509882-511789	1907	41998	rc	Y	Y	0
DPOGS200351	DPSCF300026	569246	569362	DPSCF300026:569246-569362	116	12499	f	N	Y	0
DPOGS200272	DPSCF300026	924464	926549	DPSCF300026:924464-926549	2085	367717	rc	Y	N	0
DPOGS200380	DPSCF300026	1126228	1127555	DPSCF300026:1126228-1127555	1327	569481	f	N	N	0
DPOGS200283	DPSCF300026	807218	808263	DPSCF300026:807218-808263	1045	250471	rc	N	N	0
DPOGS200335	DPSCF300026	379576	380745	DPSCF300026:379576-380745	1169	173042	f	N	N	0
DPOGS200348	DPSCF300026	553041	553664	DPSCF300026:553041-553664	623	123	f	N	Y	0
DPOGS200338	DPSCF300026	408573	409616	DPSCF300026:408573-409616	1043	144171	f	N	N	0
DPOGS200341	DPSCF300026	500569	508533	DPSCF300026:500569-508533	7964	45254	f	N	Y	0
DPOGS200360	DPSCF300026	802178	804013	DPSCF300026:802178-804013	1835	245431	f	Y	N	0
DPOGS200340	DPSCF300026	478336	493234	DPSCF300026:478336-493234	14898	60553	f	N	N	0
DPOGS200258	DPSCF300026	1164449	1164991	DPSCF300026:1164449-1164991	542	607702	rc	N	N	0
DPOGS200261	DPSCF300026	1103169	1117848	DPSCF300026:1103169-1117848	14679	546422	rc	N	N	0
DPOGS200262	DPSCF300026	1065126	1071948	DPSCF300026:1065126-1071948	6822	508379	rc	N	N	0
DPOGS200358	DPSCF300026	761152	765992	DPSCF300026:761152-765992	4840	204405	f	Y	N	0
DPOGS200293	DPSCF300026	512759	513736	DPSCF300026:512759-513736	977	40051	rc	N	Y	0
DPOGS200269	DPSCF300026	945652	947980	DPSCF300026:945652-947980	2328	388905	rc	Y	N	0
DPOGS200330	DPSCF300026	315823	318159	DPSCF300026:315823-318159	2336	235628	f	Y	N	0
DPOGS200344	DPSCF300026	521221	522741	DPSCF300026:521221-522741	1520	31046	f	Y	Y	0
DPOGS200313	DPSCF300026	17111	25521	DPSCF300026:17111-25521	8410	528266	f	N	N	0
DPOGS200280	DPSCF300026	830675	831937	DPSCF300026:830675-831937	1262	273928	rc	N	N	0
DPOGS200279	DPSCF300026	835350	838190	DPSCF300026:835350-838190	2840	278603	rc	Y	N	0
DPOGS200264	DPSCF300026	1021804	1026473	DPSCF300026:1021804-1026473	4669	465057	rc	Y	N	0
DPOGS200282	DPSCF300026	811665	812549	DPSCF300026:811665-812549	884	254918	rc	N	N	0
DPOGS200268	DPSCF300026	959287	973834	DPSCF300026:959287-973834	14547	402540	rc	N	N	0
DPOGS200318	DPSCF300026	88218	97108	DPSCF300026:88218-97108	8890	456679	f	N	N	0
DPOGS200309	DPSCF300026	101216	103182	DPSCF300026:101216-103182	1966	450605	rc	Y	N	0
DPOGS200260	DPSCF300026	1124667	1125800	DPSCF300026:1124667-1125800	1133	567920	rc	N	N	0
DPOGS200343	DPSCF300026	517899	519248	DPSCF300026:517899-519248	1349	34539	f	N	Y	0
DPOGS200297	DPSCF300026	405271	407436	DPSCF300026:405271-407436	2165	146351	rc	Y	N	0
DPOGS200356	DPSCF300026	623325	627924	DPSCF300026:623325-627924	4599	66578	f	Y	N	0
DPOGS200329	DPSCF300026	296306	309989	DPSCF300026:296306-309989	13683	243798	f	N	N	0
DPOGS200291	DPSCF300026	524426	526032	DPSCF300026:524426-526032	1606	27755	rc	Y	Y	0
DPOGS200342	DPSCF300026	514514	516208	DPSCF300026:514514-516208	1694	37579	f	Y	Y	0
