name	scaffold	start	end	region	length	distance	reverse	length_ok	dis_ok	main
DPOGS210251	DPSCF300196	732208	746046	DPSCF300196:732208-746046	13838	0	f	N/A	N/A	1
DPOGS210253	DPSCF300196	796711	799411	DPSCF300196:796711-799411	2700	50665	f	N	N	0
DPOGS210225	DPSCF300196	502338	502717	DPSCF300196:502338-502717	379	229491	rc	N	N	0
DPOGS210212	DPSCF300196	725874	726945	DPSCF300196:725874-726945	1071	5263	rc	N	Y	0
DPOGS210252	DPSCF300196	748945	755730	DPSCF300196:748945-755730	6785	2899	f	N	Y	0
DPOGS210221	DPSCF300196	518485	519051	DPSCF300196:518485-519051	566	213157	rc	N	N	0
DPOGS210239	DPSCF300196	443409	443712	DPSCF300196:443409-443712	303	288496	f	N	N	0
DPOGS210226	DPSCF300196	500207	500620	DPSCF300196:500207-500620	413	231588	rc	N	N	0
DPOGS210247	DPSCF300196	661323	663651	DPSCF300196:661323-663651	2328	68557	f	N	N	0
DPOGS210246	DPSCF300196	650054	653359	DPSCF300196:650054-653359	3305	78849	f	N	N	0
DPOGS210240	DPSCF300196	535799	538822	DPSCF300196:535799-538822	3023	193386	f	N	N	0
DPOGS210223	DPSCF300196	509916	510294	DPSCF300196:509916-510294	378	221914	rc	N	N	0
DPOGS210254	DPSCF300196	805534	806015	DPSCF300196:805534-806015	481	59488	f	N	N	0
DPOGS210241	DPSCF300196	557696	566909	DPSCF300196:557696-566909	9213	165299	f	Y	N	0
DPOGS210245	DPSCF300196	602578	605764	DPSCF300196:602578-605764	3186	126444	f	N	N	0
DPOGS210237	DPSCF300196	236822	237542	DPSCF300196:236822-237542	720	494666	f	N	N	0
DPOGS210219	DPSCF300196	567760	568584	DPSCF300196:567760-568584	824	163624	rc	N	N	0
DPOGS210218	DPSCF300196	583901	594693	DPSCF300196:583901-594693	10792	137515	rc	Y	N	0
DPOGS210231	DPSCF300196	255889	258675	DPSCF300196:255889-258675	2786	473533	rc	N	N	0
DPOGS210209	DPSCF300196	774370	778980	DPSCF300196:774370-778980	4610	28324	rc	N	Y	0
DPOGS210250	DPSCF300196	687615	695212	DPSCF300196:687615-695212	7597	36996	f	Y	Y	0
DPOGS210222	DPSCF300196	513309	513878	DPSCF300196:513309-513878	569	218330	rc	N	N	0
DPOGS210248	DPSCF300196	663729	664739	DPSCF300196:663729-664739	1010	67469	f	N	N	0
DPOGS210236	DPSCF300196	228204	230479	DPSCF300196:228204-230479	2275	501729	f	N	N	0
DPOGS210224	DPSCF300196	507792	508205	DPSCF300196:507792-508205	413	224003	rc	N	N	0
DPOGS210214	DPSCF300196	670548	686508	DPSCF300196:670548-686508	15960	45700	rc	Y	Y	0
DPOGS210243	DPSCF300196	574353	577576	DPSCF300196:574353-577576	3223	154632	f	N	N	0
DPOGS210215	DPSCF300196	654472	655890	DPSCF300196:654472-655890	1418	76318	rc	N	N	0
DPOGS210232	DPSCF300196	239806	251770	DPSCF300196:239806-251770	11964	480438	rc	Y	N	0
DPOGS210227	DPSCF300196	449782	452935	DPSCF300196:449782-452935	3153	279273	rc	N	N	0
DPOGS210242	DPSCF300196	571532	572801	DPSCF300196:571532-572801	1269	159407	f	N	N	0
DPOGS210235	DPSCF300196	17826	18949	DPSCF300196:17826-18949	1123	713259	f	N	N	0
DPOGS210244	DPSCF300196	596320	598415	DPSCF300196:596320-598415	2095	133793	f	N	N	0
DPOGS210249	DPSCF300196	666709	669955	DPSCF300196:666709-669955	3246	62253	f	N	N	0
DPOGS210220	DPSCF300196	542857	555184	DPSCF300196:542857-555184	12327	177024	rc	Y	N	0
DPOGS210217	DPSCF300196	607665	619058	DPSCF300196:607665-619058	11393	113150	rc	Y	N	0
DPOGS210230	DPSCF300196	259603	263077	DPSCF300196:259603-263077	3474	469131	rc	N	N	0
DPOGS210234	DPSCF300196	232118	235641	DPSCF300196:232118-235641	3523	496567	rc	N	N	0
DPOGS210228	DPSCF300196	435436	435696	DPSCF300196:435436-435696	260	296512	rc	N	N	0
DPOGS210216	DPSCF300196	623547	638726	DPSCF300196:623547-638726	15179	93482	rc	Y	N	0
DPOGS210213	DPSCF300196	698767	713388	DPSCF300196:698767-713388	14621	18820	rc	Y	Y	0
DPOGS210233	DPSCF300196	238157	239722	DPSCF300196:238157-239722	1565	492486	rc	N	N	0
