gene.id	stat_value
DPOGS200001	0.0793122930892
DPOGS200002	0.0200129684514
DPOGS200005	0.0111622093114
DPOGS200006	0.0204017525369
DPOGS200007	0.017173808172
DPOGS200011	0.00925298098219
DPOGS200012	0.00117772241206
DPOGS200014	0.0149200434635
DPOGS200016	0.0118051526425
DPOGS200017	0.0130452797609
DPOGS200036	0.00508169054336
DPOGS200037	0.0190232538158
DPOGS200039	0.00943576917237
DPOGS200040	7.07817358609e-05
DPOGS200043	0.00215443777919
DPOGS200045	0.0134231292132
DPOGS200047	0.0254664723268
DPOGS200050	0.0113257730417
DPOGS200051	0.0131549952659
DPOGS200053	0.00856870752717
DPOGS200055	0.00550009943491
DPOGS200057	0.0105149189832
DPOGS200058	0.0428412370853
DPOGS200059	0.00158555382251
DPOGS200060	0.0122357377189
DPOGS200061	0.0128956203603
DPOGS200062	0.000598704925313
DPOGS200064	0.00511273883017
DPOGS200065	0.0356232985361
DPOGS200066	0.0201681462855
DPOGS200067	0.0180070090491
DPOGS200069	0.000337134807472
DPOGS200070	0.00746333244998
DPOGS200071	0.00817784462309
DPOGS200073	0.00533601033709
DPOGS200074	0.01631807324
DPOGS200075	0.0267072144187
DPOGS200076	0.0133618088795
DPOGS200077	0.0352795575118
DPOGS200102	0.0126615015163
DPOGS200103	0.0130325319159
DPOGS200106	0.000235019614301
DPOGS200107	0.00466041268713
DPOGS200108	0.0352955292799
DPOGS200109	0.0113529544568
DPOGS200110	0.0403220056655
DPOGS200111	0.0248473987523
DPOGS200112	0.0238605016894
DPOGS200113	0.00965684253576
DPOGS200116	0.0118289361083
DPOGS200117	0.0242242864268
DPOGS200118	0.0150417372915
DPOGS200121	0.00419781128864
DPOGS200123	0.0167829943532
DPOGS200124	0.00943245124839
DPOGS200126	0.0214859998982
DPOGS200129	0.0156424819936
DPOGS200133	0.0201404434917
DPOGS200140	0.0157106683031
DPOGS200144	0.00585883895979
DPOGS200149	0.0165061746284
DPOGS200153	0.0057464819326
DPOGS200156	0.0174358479074
DPOGS200159	4.86061894424e-05
DPOGS200161	0.00803739194053
DPOGS200163	0.0246820813149
DPOGS200172	0.0170258479515
DPOGS200173	0.0161594270119
DPOGS200174	0.0184835068996
DPOGS200180	0.0100339403879
DPOGS200181	0.0106972732277
DPOGS200182	0.0171597720819
DPOGS200212	0.0220236769698
DPOGS200219	0.00773274528106
DPOGS200229	0.020302505241
DPOGS200230	0.0564949359167
DPOGS200235	0.0106512738253
DPOGS200236	0.0195873228791
DPOGS200237	0.00596757579952
DPOGS200238	0.021785769758
DPOGS200240	0.0122766071554
DPOGS200243	0.0221214061243
DPOGS200244	0.0182986532428
DPOGS200245	0.0166612205643
DPOGS200246	2.06385316542e-05
DPOGS200247	0.0118932161274
DPOGS200250	0.00608153636387
DPOGS200255	0.0441869603988
DPOGS200256	0.0277151398308
DPOGS200264	0.0256904998078
DPOGS200265	0.0322888454422
DPOGS200266	0.0418392588726
DPOGS200267	0.0269572644882
DPOGS200270	0.00340908013928
DPOGS200271	0.00765655941426
DPOGS200272	0.00601660321841
DPOGS200274	9.72639130351e-05
DPOGS200279	0.0165576495232
DPOGS200290	0.0196412297392
DPOGS200291	0.0316754835696
DPOGS200294	0.00351183084652
DPOGS200295	0.0234995405406
DPOGS200297	0.014285721741
DPOGS200298	0.0209289182449
DPOGS200299	0.0272973245822
DPOGS200302	0.0230430668878
DPOGS200305	0.0153958540894
DPOGS200306	0.0192444163092
DPOGS200307	0.004746831791
DPOGS200308	0.0135228170852
DPOGS200309	0.0138505949812
DPOGS200312	0.00780469432479
DPOGS200316	0.0163921706337
DPOGS200317	0.00585458573072
DPOGS200323	0.0116805950235
DPOGS200330	0.0144620999663
DPOGS200333	0.0216892441654
DPOGS200337	0.0210726903123
DPOGS200342	0.000170498346032
DPOGS200344	0.0279544971888
DPOGS200345	0.0196845115664
DPOGS200346	0.023724355166
DPOGS200347	0.0156094202849
DPOGS200349	0.0212530987042
DPOGS200352	0.0160958027279
DPOGS200356	0.0242799680715
DPOGS200358	0.0222685717848
DPOGS200360	0.0149218539716
DPOGS200362	0.0263619509117
DPOGS200363	0.0227312231683
DPOGS200364	0.0209650776596
DPOGS200366	0.0283761979667
DPOGS200367	0.0227598291066
DPOGS200368	0.0265307170371
DPOGS200369	0.00777012168714
DPOGS200371	0.0146882278311
DPOGS200372	0.012959672912
DPOGS200373	0.0305129605697
DPOGS200381	0.0061615820883
DPOGS200382	0.0127083926838
DPOGS200383	0.0183723323464
DPOGS200385	0.0144062215176
DPOGS200386	0.0107042131591
DPOGS200394	0.00656854457463
DPOGS200395	0.00876193041142
DPOGS200396	0.0152098763156
DPOGS200397	0.00493346869239
DPOGS200398	0.0112189422788
DPOGS200399	0.00992552512439
DPOGS200403	0.0186418043625
DPOGS200409	0.0208661875172
DPOGS200412	0.0223138321507
DPOGS200417	0.0233686404438
DPOGS200421	0.00634679306348
DPOGS200422	0.00434915044311
DPOGS200427	0.0303807687292
DPOGS200437	0.00673917705744
DPOGS200439	0.0138667246574
DPOGS200445	0.010441703273
DPOGS200446	0.0231324620658
DPOGS200447	0.02237742969
DPOGS200448	0.0284863824687
DPOGS200450	0.0238769431588
DPOGS200452	0.0123126075523
DPOGS200454	0.0205111921021
DPOGS200460	0.0141553851604
DPOGS200463	0.0278409821131
DPOGS200466	0.0171288208701
DPOGS200467	0.0159523290962
DPOGS200468	0.0240429385047
DPOGS200469	0.0190991472688
