"scaffold"	"geneID"	"ZorA"	"chromosome"
"DPOGS209579"	"DPSCF300015"	"DPOGS209579"	"A"	9
"DPOGS209569"	"DPSCF300015"	"DPOGS209569"	"A"	9
"DPOGS209647"	"DPSCF300015"	"DPOGS209647"	"A"	9
"DPOGS209576"	"DPSCF300015"	"DPOGS209576"	"A"	9
"DPOGS209628"	"DPSCF300015"	"DPOGS209628"	"A"	9
"DPOGS209582"	"DPSCF300015"	"DPOGS209582"	"A"	9
"DPOGS209571"	"DPSCF300015"	"DPOGS209571"	"A"	9
"DPOGS209580"	"DPSCF300015"	"DPOGS209580"	"A"	9
"DPOGS209621"	"DPSCF300015"	"DPOGS209621"	"A"	9
"DPOGS209623"	"DPSCF300015"	"DPOGS209623"	"A"	9
"DPOGS209645"	"DPSCF300015"	"DPOGS209645"	"A"	9
"DPOGS209609"	"DPSCF300015"	"DPOGS209609"	"A"	9
"DPOGS209624"	"DPSCF300015"	"DPOGS209624"	"A"	9
"DPOGS209627"	"DPSCF300015"	"DPOGS209627"	"A"	9
"DPOGS209570"	"DPSCF300015"	"DPOGS209570"	"A"	9
"DPOGS209618"	"DPSCF300015"	"DPOGS209618"	"A"	9
"DPOGS209578"	"DPSCF300015"	"DPOGS209578"	"A"	9
"DPOGS209619"	"DPSCF300015"	"DPOGS209619"	"A"	9
"DPOGS209589"	"DPSCF300015"	"DPOGS209589"	"A"	9
"DPOGS209566"	"DPSCF300015"	"DPOGS209566"	"A"	9
"DPOGS209650"	"DPSCF300015"	"DPOGS209650"	"A"	9
"DPOGS209606"	"DPSCF300015"	"DPOGS209606"	"A"	9
"DPOGS209620"	"DPSCF300015"	"DPOGS209620"	"A"	9
"DPOGS209626"	"DPSCF300015"	"DPOGS209626"	"A"	9
"DPOGS209625"	"DPSCF300015"	"DPOGS209625"	"A"	9
"DPOGS209629"	"DPSCF300015"	"DPOGS209629"	"A"	9
"DPOGS209635"	"DPSCF300015"	"DPOGS209635"	"A"	9
"DPOGS209588"	"DPSCF300015"	"DPOGS209588"	"A"	9
"DPOGS209631"	"DPSCF300015"	"DPOGS209631"	"A"	9
"DPOGS209575"	"DPSCF300015"	"DPOGS209575"	"A"	9
"DPOGS209577"	"DPSCF300015"	"DPOGS209577"	"A"	9
"DPOGS209614"	"DPSCF300015"	"DPOGS209614"	"A"	9
"DPOGS209622"	"DPSCF300015"	"DPOGS209622"	"A"	9
"DPOGS209568"	"DPSCF300015"	"DPOGS209568"	"A"	9
"DPOGS209605"	"DPSCF300015"	"DPOGS209605"	"A"	9
"DPOGS209603"	"DPSCF300015"	"DPOGS209603"	"A"	9
"DPOGS209607"	"DPSCF300015"	"DPOGS209607"	"A"	9
"DPOGS209637"	"DPSCF300015"	"DPOGS209637"	"A"	9
"DPOGS209610"	"DPSCF300015"	"DPOGS209610"	"A"	9
"DPOGS209572"	"DPSCF300015"	"DPOGS209572"	"A"	9
"DPOGS209612"	"DPSCF300015"	"DPOGS209612"	"A"	9
"DPOGS209585"	"DPSCF300015"	"DPOGS209585"	"A"	9
"DPOGS209643"	"DPSCF300015"	"DPOGS209643"	"A"	9
"DPOGS209590"	"DPSCF300015"	"DPOGS209590"	"A"	9
"DPOGS209646"	"DPSCF300015"	"DPOGS209646"	"A"	9
