gene.id	stat_value
DPOGS200001	0.0204877900038
DPOGS200002	0.0191081650884
DPOGS200003	0.00480277673533
DPOGS200005	0.0180725622137
DPOGS200006	0.0327657291562
DPOGS200007	0.0276560851886
DPOGS200011	0.0219458331124
DPOGS200012	0.0229126857144
DPOGS200014	0.0203096142343
DPOGS200016	0.0130852970907
DPOGS200017	0.0249814501687
DPOGS200036	0.0308841441271
DPOGS200037	0.0157559292638
DPOGS200039	0.0139125846555
DPOGS200040	0.0298350264426
DPOGS200043	0.00449724744816
DPOGS200045	0.0214261486724
DPOGS200047	0.0190358715804
DPOGS200050	0.0196256902615
DPOGS200051	0.0206523747315
DPOGS200052	0.0251353289427
DPOGS200053	0.0267341976995
DPOGS200054	0.0235167984345
DPOGS200055	0.018714708195
DPOGS200056	0.0197643017339
DPOGS200057	0.0196079248732
DPOGS200058	0.0326723590366
DPOGS200059	0.0216299296714
DPOGS200060	0.0243919252184
DPOGS200061	0.0127199463913
DPOGS200062	0.00458327677985
DPOGS200063	0.0254460602648
DPOGS200064	0.0153744103146
DPOGS200065	0.018289571555
DPOGS200066	0.0121220040646
DPOGS200067	0.0281735852002
DPOGS200069	0.026293507031
DPOGS200070	0.0165382276902
DPOGS200071	0.0167054878638
DPOGS200072	0.00428129910911
DPOGS200073	0.019513082029
DPOGS200074	0.0269708608271
DPOGS200075	0.0214534330831
DPOGS200076	0.00654421348895
DPOGS200077	0.0359203045361
DPOGS200102	0.0234395914447
DPOGS200103	0.0210070159078
DPOGS200104	0.0115661572112
DPOGS200106	0.00775575383112
DPOGS200107	0.0158299962985
DPOGS200108	0.0264531254729
DPOGS200109	0.00993285023295
DPOGS200110	0.0151520979788
DPOGS200111	0.0260233760606
DPOGS200112	0.031962871389
DPOGS200113	0.0165823460152
DPOGS200116	0.0327904363412
DPOGS200117	0.0224942594297
DPOGS200118	0.00873159351745
DPOGS200119	0.0018290439449
DPOGS200120	0.00198045056352
DPOGS200121	0.0108327351103
DPOGS200123	0.0261213979127
DPOGS200124	0.0196222998456
DPOGS200125	0.00288368216334
DPOGS200126	0.013052311659
DPOGS200129	0.0132640625007
DPOGS200133	0.0196660302508
DPOGS200140	0.0241300958162
DPOGS200144	0.0185370314534
DPOGS200149	0.0241919254642
DPOGS200153	0.0166475094489
DPOGS200156	0.026068119809
DPOGS200159	0.0200728325079
DPOGS200161	0.0158959119488
DPOGS200163	0.0282123708148
DPOGS200172	0.027987792701
DPOGS200173	0.0274498320429
DPOGS200174	0.0227105424146
DPOGS200180	0.0162299020444
DPOGS200181	0.0126006687279
DPOGS200182	0.0254230731007
DPOGS200212	0.029696828137
DPOGS200219	0.00792228259905
DPOGS200221	0.0272223473208
DPOGS200229	0.0237234194584
DPOGS200230	0.0515636065954
DPOGS200235	0.00681012207769
DPOGS200236	0.00808691171255
DPOGS200237	0.00484015208974
DPOGS200238	0.0184430597812
DPOGS200240	0.0133949001649
DPOGS200243	0.0266259865911
DPOGS200244	0.0290895561116
DPOGS200245	0.02175840997
DPOGS200246	0.0226246591635
DPOGS200247	0.00475191351999
DPOGS200250	0.0106138425146
DPOGS200255	0.0337972981152
DPOGS200256	0.0136015656576
DPOGS200264	0.0302593263301
DPOGS200265	0.0351618601608
DPOGS200266	0.0307587413518
DPOGS200267	0.0314208976583
DPOGS200269	0.030637200344
DPOGS200270	0.010696126846
DPOGS200271	0.0101512787577
DPOGS200272	0.0231386294729
DPOGS200274	0.0305380071305
DPOGS200279	0.0222950729183
DPOGS200290	0.0187481923471
DPOGS200291	0.0184563568504
DPOGS200294	0.0135261108653
DPOGS200295	0.021553730045
DPOGS200297	0.0186488421181
DPOGS200298	0.0161617529095
DPOGS200299	0.0213093524711
DPOGS200302	0.0216992419991
DPOGS200305	0.0173061170501
DPOGS200306	0.00632248683032
DPOGS200307	0.0155683450734
DPOGS200308	0.0266758781812
DPOGS200309	0.0198619974608
DPOGS200312	0.0177140246088
DPOGS200316	0.0209645412476
DPOGS200317	0.0156417285605
DPOGS200323	0.0262981973587
DPOGS200330	0.0230235660311
DPOGS200333	0.0186263424843
DPOGS200337	0.019209260379
DPOGS200342	0.00435292312588
DPOGS200344	0.013541000965
DPOGS200345	0.0154753756774
DPOGS200346	0.0107771179901
DPOGS200347	0.0160209946076
DPOGS200349	0.00661045123764
DPOGS200352	0.0268567932625
DPOGS200355	0.0133428609181
DPOGS200356	0.0187659858418
DPOGS200358	0.0207160088901
DPOGS200360	0.0197962500633
DPOGS200362	0.0194063791591
DPOGS200363	0.0247382513067
DPOGS200364	0.00747734567129
DPOGS200366	0.0131410632192
DPOGS200367	0.0245213571871
