"scaffold"	"geneID"	"ZorA"	"chromosome"
"DPOGS213170"	"DPSCF300114"	"DPOGS213170"	"A"	17
"DPOGS213211"	"DPSCF300114"	"DPOGS213211"	"A"	17
"DPOGS213210"	"DPSCF300114"	"DPOGS213210"	"A"	17
"DPOGS213194"	"DPSCF300114"	"DPOGS213194"	"A"	17
"DPOGS213219"	"DPSCF300114"	"DPOGS213219"	"A"	17
"DPOGS213180"	"DPSCF300114"	"DPOGS213180"	"A"	17
"DPOGS213173"	"DPSCF300114"	"DPOGS213173"	"A"	17
"DPOGS213171"	"DPSCF300114"	"DPOGS213171"	"A"	17
"DPOGS213221"	"DPSCF300114"	"DPOGS213221"	"A"	17
"DPOGS213209"	"DPSCF300114"	"DPOGS213209"	"A"	17
"DPOGS213207"	"DPSCF300114"	"DPOGS213207"	"A"	17
"DPOGS213179"	"DPSCF300114"	"DPOGS213179"	"A"	17
"DPOGS213192"	"DPSCF300114"	"DPOGS213192"	"A"	17
"DPOGS213166"	"DPSCF300114"	"DPOGS213166"	"A"	17
"DPOGS213172"	"DPSCF300114"	"DPOGS213172"	"A"	17
"DPOGS213168"	"DPSCF300114"	"DPOGS213168"	"A"	17
"DPOGS213181"	"DPSCF300114"	"DPOGS213181"	"A"	17
"DPOGS213191"	"DPSCF300114"	"DPOGS213191"	"A"	17
"DPOGS213220"	"DPSCF300114"	"DPOGS213220"	"A"	17
"DPOGS213208"	"DPSCF300114"	"DPOGS213208"	"A"	17
"DPOGS213218"	"DPSCF300114"	"DPOGS213218"	"A"	17
"DPOGS213212"	"DPSCF300114"	"DPOGS213212"	"A"	17
"DPOGS213165"	"DPSCF300114"	"DPOGS213165"	"A"	17
"DPOGS213205"	"DPSCF300114"	"DPOGS213205"	"A"	17
"DPOGS213202"	"DPSCF300114"	"DPOGS213202"	"A"	17
"DPOGS213217"	"DPSCF300114"	"DPOGS213217"	"A"	17
"DPOGS213190"	"DPSCF300114"	"DPOGS213190"	"A"	17
"DPOGS213188"	"DPSCF300114"	"DPOGS213188"	"A"	17
"DPOGS213174"	"DPSCF300114"	"DPOGS213174"	"A"	17
"DPOGS213196"	"DPSCF300114"	"DPOGS213196"	"A"	17
"DPOGS213182"	"DPSCF300114"	"DPOGS213182"	"A"	17
"DPOGS213223"	"DPSCF300114"	"DPOGS213223"	"A"	17
"DPOGS213177"	"DPSCF300114"	"DPOGS213177"	"A"	17
"DPOGS213178"	"DPSCF300114"	"DPOGS213178"	"A"	17
"DPOGS213189"	"DPSCF300114"	"DPOGS213189"	"A"	17
"DPOGS213206"	"DPSCF300114"	"DPOGS213206"	"A"	17
"DPOGS213176"	"DPSCF300114"	"DPOGS213176"	"A"	17
"DPOGS213215"	"DPSCF300114"	"DPOGS213215"	"A"	17
"DPOGS213222"	"DPSCF300114"	"DPOGS213222"	"A"	17
"DPOGS213186"	"DPSCF300114"	"DPOGS213186"	"A"	17
"DPOGS213184"	"DPSCF300114"	"DPOGS213184"	"A"	17
"DPOGS213204"	"DPSCF300114"	"DPOGS213204"	"A"	17
"DPOGS213164"	"DPSCF300114"	"DPOGS213164"	"A"	17
"DPOGS213175"	"DPSCF300114"	"DPOGS213175"	"A"	17
"DPOGS213201"	"DPSCF300114"	"DPOGS213201"	"A"	17
"DPOGS213183"	"DPSCF300114"	"DPOGS213183"	"A"	17
"DPOGS213187"	"DPSCF300114"	"DPOGS213187"	"A"	17
"DPOGS213213"	"DPSCF300114"	"DPOGS213213"	"A"	17
"DPOGS213199"	"DPSCF300114"	"DPOGS213199"	"A"	17
"DPOGS213197"	"DPSCF300114"	"DPOGS213197"	"A"	17
"DPOGS213203"	"DPSCF300114"	"DPOGS213203"	"A"	17
"DPOGS213185"	"DPSCF300114"	"DPOGS213185"	"A"	17
"DPOGS213198"	"DPSCF300114"	"DPOGS213198"	"A"	17
"DPOGS213214"	"DPSCF300114"	"DPOGS213214"	"A"	17
"DPOGS213200"	"DPSCF300114"	"DPOGS213200"	"A"	17
"DPOGS213195"	"DPSCF300114"	"DPOGS213195"	"A"	17
