"scaffold"	"geneID"	"ZorA"	"chromosome"
"DPOGS215164"	"DPSCF300143"	"DPOGS215164"	"A"	20
"DPOGS215177"	"DPSCF300143"	"DPOGS215177"	"A"	20
"DPOGS215172"	"DPSCF300143"	"DPOGS215172"	"A"	20
"DPOGS215186"	"DPSCF300143"	"DPOGS215186"	"A"	20
"DPOGS215178"	"DPSCF300143"	"DPOGS215178"	"A"	20
"DPOGS215166"	"DPSCF300143"	"DPOGS215166"	"A"	20
"DPOGS215175"	"DPSCF300143"	"DPOGS215175"	"A"	20
"DPOGS215176"	"DPSCF300143"	"DPOGS215176"	"A"	20
"DPOGS215187"	"DPSCF300143"	"DPOGS215187"	"A"	20
"DPOGS215174"	"DPSCF300143"	"DPOGS215174"	"A"	20
"DPOGS215179"	"DPSCF300143"	"DPOGS215179"	"A"	20
"DPOGS215167"	"DPSCF300143"	"DPOGS215167"	"A"	20
"DPOGS215192"	"DPSCF300143"	"DPOGS215192"	"A"	20
"DPOGS215193"	"DPSCF300143"	"DPOGS215193"	"A"	20
"DPOGS215198"	"DPSCF300143"	"DPOGS215198"	"A"	20
"DPOGS215184"	"DPSCF300143"	"DPOGS215184"	"A"	20
"DPOGS215200"	"DPSCF300143"	"DPOGS215200"	"A"	20
"DPOGS215169"	"DPSCF300143"	"DPOGS215169"	"A"	20
"DPOGS215203"	"DPSCF300143"	"DPOGS215203"	"A"	20
"DPOGS215205"	"DPSCF300143"	"DPOGS215205"	"A"	20
"DPOGS215201"	"DPSCF300143"	"DPOGS215201"	"A"	20
"DPOGS215208"	"DPSCF300143"	"DPOGS215208"	"A"	20
"DPOGS215209"	"DPSCF300143"	"DPOGS215209"	"A"	20
"DPOGS215206"	"DPSCF300143"	"DPOGS215206"	"A"	20
"DPOGS215213"	"DPSCF300143"	"DPOGS215213"	"A"	20
"DPOGS215199"	"DPSCF300143"	"DPOGS215199"	"A"	20
"DPOGS215215"	"DPSCF300143"	"DPOGS215215"	"A"	20
"DPOGS215216"	"DPSCF300143"	"DPOGS215216"	"A"	20
"DPOGS215173"	"DPSCF300143"	"DPOGS215173"	"A"	20
"DPOGS215218"	"DPSCF300143"	"DPOGS215218"	"A"	20
"DPOGS215219"	"DPSCF300143"	"DPOGS215219"	"A"	20
"DPOGS215221"	"DPSCF300143"	"DPOGS215221"	"A"	20
"DPOGS215222"	"DPSCF300143"	"DPOGS215222"	"A"	20
"DPOGS215210"	"DPSCF300143"	"DPOGS215210"	"A"	20
"DPOGS215211"	"DPSCF300143"	"DPOGS215211"	"A"	20
"DPOGS215226"	"DPSCF300143"	"DPOGS215226"	"A"	20
"DPOGS215227"	"DPSCF300143"	"DPOGS215227"	"A"	20
"DPOGS215229"	"DPSCF300143"	"DPOGS215229"	"A"	20
"DPOGS215230"	"DPSCF300143"	"DPOGS215230"	"A"	20
"DPOGS215231"	"DPSCF300143"	"DPOGS215231"	"A"	20
"DPOGS215232"	"DPSCF300143"	"DPOGS215232"	"A"	20
"DPOGS215233"	"DPSCF300143"	"DPOGS215233"	"A"	20
"DPOGS215234"	"DPSCF300143"	"DPOGS215234"	"A"	20
"DPOGS215235"	"DPSCF300143"	"DPOGS215235"	"A"	20
"DPOGS215236"	"DPSCF300143"	"DPOGS215236"	"A"	20
"DPOGS215223"	"DPSCF300143"	"DPOGS215223"	"A"	20
"DPOGS215224"	"DPSCF300143"	"DPOGS215224"	"A"	20
"DPOGS215195"	"DPSCF300143"	"DPOGS215195"	"A"	20
"DPOGS215197"	"DPSCF300143"	"DPOGS215197"	"A"	20
"DPOGS215196"	"DPSCF300143"	"DPOGS215196"	"A"	20
"DPOGS215212"	"DPSCF300143"	"DPOGS215212"	"A"	20
"DPOGS215170"	"DPSCF300143"	"DPOGS215170"	"A"	20
"DPOGS215171"	"DPSCF300143"	"DPOGS215171"	"A"	20
"DPOGS215202"	"DPSCF300143"	"DPOGS215202"	"A"	20
"DPOGS215217"	"DPSCF300143"	"DPOGS215217"	"A"	20
"DPOGS215214"	"DPSCF300143"	"DPOGS215214"	"A"	20
"DPOGS215189"	"DPSCF300143"	"DPOGS215189"	"A"	20
"DPOGS215190"	"DPSCF300143"	"DPOGS215190"	"A"	20
"DPOGS215225"	"DPSCF300143"	"DPOGS215225"	"A"	20
"DPOGS215237"	"DPSCF300143"	"DPOGS215237"	"A"	20
"DPOGS215194"	"DPSCF300143"	"DPOGS215194"	"A"	20
"DPOGS215168"	"DPSCF300143"	"DPOGS215168"	"A"	20
