"scaffold"	"geneID"	"ZorA"	"chromosome"
"DPOGS214419"	"DPSCF300069"	"DPOGS214419"	"A"	30
"DPOGS214391"	"DPSCF300069"	"DPOGS214391"	"A"	30
"DPOGS214429"	"DPSCF300069"	"DPOGS214429"	"A"	30
"DPOGS214393"	"DPSCF300069"	"DPOGS214393"	"A"	30
"DPOGS214430"	"DPSCF300069"	"DPOGS214430"	"A"	30
"DPOGS214417"	"DPSCF300069"	"DPOGS214417"	"A"	30
"DPOGS214403"	"DPSCF300069"	"DPOGS214403"	"A"	30
"DPOGS214405"	"DPSCF300069"	"DPOGS214405"	"A"	30
"DPOGS214392"	"DPSCF300069"	"DPOGS214392"	"A"	30
"DPOGS214432"	"DPSCF300069"	"DPOGS214432"	"A"	30
"DPOGS214433"	"DPSCF300069"	"DPOGS214433"	"A"	30
"DPOGS214431"	"DPSCF300069"	"DPOGS214431"	"A"	30
"DPOGS214418"	"DPSCF300069"	"DPOGS214418"	"A"	30
"DPOGS214412"	"DPSCF300069"	"DPOGS214412"	"A"	30
"DPOGS214411"	"DPSCF300069"	"DPOGS214411"	"A"	30
"DPOGS214404"	"DPSCF300069"	"DPOGS214404"	"A"	30
"DPOGS214394"	"DPSCF300069"	"DPOGS214394"	"A"	30
"DPOGS214416"	"DPSCF300069"	"DPOGS214416"	"A"	30
"DPOGS214428"	"DPSCF300069"	"DPOGS214428"	"A"	30
"DPOGS214427"	"DPSCF300069"	"DPOGS214427"	"A"	30
"DPOGS214424"	"DPSCF300069"	"DPOGS214424"	"A"	30
"DPOGS214398"	"DPSCF300069"	"DPOGS214398"	"A"	30
"DPOGS214420"	"DPSCF300069"	"DPOGS214420"	"A"	30
"DPOGS214421"	"DPSCF300069"	"DPOGS214421"	"A"	30
"DPOGS214414"	"DPSCF300069"	"DPOGS214414"	"A"	30
"DPOGS214401"	"DPSCF300069"	"DPOGS214401"	"A"	30
"DPOGS214396"	"DPSCF300069"	"DPOGS214396"	"A"	30
"DPOGS214436"	"DPSCF300069"	"DPOGS214436"	"A"	30
"DPOGS214406"	"DPSCF300069"	"DPOGS214406"	"A"	30
"DPOGS214407"	"DPSCF300069"	"DPOGS214407"	"A"	30
"DPOGS214402"	"DPSCF300069"	"DPOGS214402"	"A"	30
"DPOGS214439"	"DPSCF300069"	"DPOGS214439"	"A"	30
"DPOGS214410"	"DPSCF300069"	"DPOGS214410"	"A"	30
"DPOGS214437"	"DPSCF300069"	"DPOGS214437"	"A"	30
"DPOGS214435"	"DPSCF300069"	"DPOGS214435"	"A"	30
"DPOGS214408"	"DPSCF300069"	"DPOGS214408"	"A"	30
"DPOGS214438"	"DPSCF300069"	"DPOGS214438"	"A"	30
"DPOGS214423"	"DPSCF300069"	"DPOGS214423"	"A"	30
"DPOGS214413"	"DPSCF300069"	"DPOGS214413"	"A"	30
"DPOGS214415"	"DPSCF300069"	"DPOGS214415"	"A"	30
"DPOGS214422"	"DPSCF300069"	"DPOGS214422"	"A"	30
"DPOGS214426"	"DPSCF300069"	"DPOGS214426"	"A"	30
"DPOGS214434"	"DPSCF300069"	"DPOGS214434"	"A"	30
"DPOGS214400"	"DPSCF300069"	"DPOGS214400"	"A"	30
"DPOGS214399"	"DPSCF300069"	"DPOGS214399"	"A"	30
"DPOGS214409"	"DPSCF300069"	"DPOGS214409"	"A"	30
"DPOGS214425"	"DPSCF300069"	"DPOGS214425"	"A"	30
