"scaffold"	"geneID"	"ZorA"	"chromosome"
"DPOGS208612"	"DPSCF300052"	"DPOGS208612"	"A"	24
"DPOGS208617"	"DPSCF300052"	"DPOGS208617"	"A"	24
"DPOGS208588"	"DPSCF300052"	"DPOGS208588"	"A"	24
"DPOGS208618"	"DPSCF300052"	"DPOGS208618"	"A"	24
"DPOGS208624"	"DPSCF300052"	"DPOGS208624"	"A"	24
"DPOGS208591"	"DPSCF300052"	"DPOGS208591"	"A"	24
"DPOGS208608"	"DPSCF300052"	"DPOGS208608"	"A"	24
"DPOGS208626"	"DPSCF300052"	"DPOGS208626"	"A"	24
"DPOGS208603"	"DPSCF300052"	"DPOGS208603"	"A"	24
"DPOGS208589"	"DPSCF300052"	"DPOGS208589"	"A"	24
"DPOGS208614"	"DPSCF300052"	"DPOGS208614"	"A"	24
"DPOGS208610"	"DPSCF300052"	"DPOGS208610"	"A"	24
"DPOGS208620"	"DPSCF300052"	"DPOGS208620"	"A"	24
"DPOGS208615"	"DPSCF300052"	"DPOGS208615"	"A"	24
"DPOGS208590"	"DPSCF300052"	"DPOGS208590"	"A"	24
"DPOGS208595"	"DPSCF300052"	"DPOGS208595"	"A"	24
"DPOGS208592"	"DPSCF300052"	"DPOGS208592"	"A"	24
"DPOGS208607"	"DPSCF300052"	"DPOGS208607"	"A"	24
"DPOGS208627"	"DPSCF300052"	"DPOGS208627"	"A"	24
"DPOGS208598"	"DPSCF300052"	"DPOGS208598"	"A"	24
"DPOGS208597"	"DPSCF300052"	"DPOGS208597"	"A"	24
"DPOGS208611"	"DPSCF300052"	"DPOGS208611"	"A"	24
"DPOGS208625"	"DPSCF300052"	"DPOGS208625"	"A"	24
"DPOGS208623"	"DPSCF300052"	"DPOGS208623"	"A"	24
"DPOGS208599"	"DPSCF300052"	"DPOGS208599"	"A"	24
"DPOGS208621"	"DPSCF300052"	"DPOGS208621"	"A"	24
"DPOGS208594"	"DPSCF300052"	"DPOGS208594"	"A"	24
"DPOGS208600"	"DPSCF300052"	"DPOGS208600"	"A"	24
"DPOGS208613"	"DPSCF300052"	"DPOGS208613"	"A"	24
"DPOGS208593"	"DPSCF300052"	"DPOGS208593"	"A"	24
"DPOGS208596"	"DPSCF300052"	"DPOGS208596"	"A"	24
"DPOGS208609"	"DPSCF300052"	"DPOGS208609"	"A"	24
