"scaffold"	"geneID"	"ZorA"	"chromosome"
"DPOGS204169"	"DPSCF300034"	"DPOGS204169"	"A"	18
"DPOGS204171"	"DPSCF300034"	"DPOGS204171"	"A"	18
"DPOGS204168"	"DPSCF300034"	"DPOGS204168"	"A"	18
"DPOGS204161"	"DPSCF300034"	"DPOGS204161"	"A"	18
"DPOGS204182"	"DPSCF300034"	"DPOGS204182"	"A"	18
"DPOGS204175"	"DPSCF300034"	"DPOGS204175"	"A"	18
"DPOGS204162"	"DPSCF300034"	"DPOGS204162"	"A"	18
"DPOGS204163"	"DPSCF300034"	"DPOGS204163"	"A"	18
"DPOGS204208"	"DPSCF300034"	"DPOGS204208"	"A"	18
"DPOGS204157"	"DPSCF300034"	"DPOGS204157"	"A"	18
"DPOGS204167"	"DPSCF300034"	"DPOGS204167"	"A"	18
"DPOGS204164"	"DPSCF300034"	"DPOGS204164"	"A"	18
"DPOGS204192"	"DPSCF300034"	"DPOGS204192"	"A"	18
"DPOGS204159"	"DPSCF300034"	"DPOGS204159"	"A"	18
"DPOGS204191"	"DPSCF300034"	"DPOGS204191"	"A"	18
"DPOGS204200"	"DPSCF300034"	"DPOGS204200"	"A"	18
"DPOGS204201"	"DPSCF300034"	"DPOGS204201"	"A"	18
"DPOGS204160"	"DPSCF300034"	"DPOGS204160"	"A"	18
"DPOGS204184"	"DPSCF300034"	"DPOGS204184"	"A"	18
"DPOGS204199"	"DPSCF300034"	"DPOGS204199"	"A"	18
"DPOGS204173"	"DPSCF300034"	"DPOGS204173"	"A"	18
"DPOGS204180"	"DPSCF300034"	"DPOGS204180"	"A"	18
"DPOGS204193"	"DPSCF300034"	"DPOGS204193"	"A"	18
"DPOGS204176"	"DPSCF300034"	"DPOGS204176"	"A"	18
"DPOGS204155"	"DPSCF300034"	"DPOGS204155"	"A"	18
"DPOGS204174"	"DPSCF300034"	"DPOGS204174"	"A"	18
"DPOGS204178"	"DPSCF300034"	"DPOGS204178"	"A"	18
"DPOGS204183"	"DPSCF300034"	"DPOGS204183"	"A"	18
"DPOGS204154"	"DPSCF300034"	"DPOGS204154"	"A"	18
"DPOGS204158"	"DPSCF300034"	"DPOGS204158"	"A"	18
"DPOGS204203"	"DPSCF300034"	"DPOGS204203"	"A"	18
"DPOGS204172"	"DPSCF300034"	"DPOGS204172"	"A"	18
"DPOGS204181"	"DPSCF300034"	"DPOGS204181"	"A"	18
"DPOGS204204"	"DPSCF300034"	"DPOGS204204"	"A"	18
"DPOGS204202"	"DPSCF300034"	"DPOGS204202"	"A"	18
"DPOGS204190"	"DPSCF300034"	"DPOGS204190"	"A"	18
"DPOGS204149"	"DPSCF300034"	"DPOGS204149"	"A"	18
"DPOGS204187"	"DPSCF300034"	"DPOGS204187"	"A"	18
"DPOGS204150"	"DPSCF300034"	"DPOGS204150"	"A"	18
"DPOGS204151"	"DPSCF300034"	"DPOGS204151"	"A"	18
"DPOGS204197"	"DPSCF300034"	"DPOGS204197"	"A"	18
"DPOGS204196"	"DPSCF300034"	"DPOGS204196"	"A"	18
"DPOGS204186"	"DPSCF300034"	"DPOGS204186"	"A"	18
"DPOGS204156"	"DPSCF300034"	"DPOGS204156"	"A"	18
"DPOGS204179"	"DPSCF300034"	"DPOGS204179"	"A"	18
"DPOGS204153"	"DPSCF300034"	"DPOGS204153"	"A"	18
"DPOGS204170"	"DPSCF300034"	"DPOGS204170"	"A"	18
"DPOGS204207"	"DPSCF300034"	"DPOGS204207"	"A"	18
"DPOGS204198"	"DPSCF300034"	"DPOGS204198"	"A"	18
"DPOGS204177"	"DPSCF300034"	"DPOGS204177"	"A"	18
"DPOGS204195"	"DPSCF300034"	"DPOGS204195"	"A"	18
"DPOGS204194"	"DPSCF300034"	"DPOGS204194"	"A"	18
"DPOGS204185"	"DPSCF300034"	"DPOGS204185"	"A"	18
"DPOGS204188"	"DPSCF300034"	"DPOGS204188"	"A"	18
