"scaffold"	"geneID"	"ZorA"	"chromosome"
"DPOGS205949"	"DPSCF300156"	"DPOGS205949"	"A"	9
"DPOGS205954"	"DPSCF300156"	"DPOGS205954"	"A"	9
"DPOGS205928"	"DPSCF300156"	"DPOGS205928"	"A"	9
"DPOGS205953"	"DPSCF300156"	"DPOGS205953"	"A"	9
"DPOGS205955"	"DPSCF300156"	"DPOGS205955"	"A"	9
"DPOGS205935"	"DPSCF300156"	"DPOGS205935"	"A"	9
"DPOGS205929"	"DPSCF300156"	"DPOGS205929"	"A"	9
"DPOGS205952"	"DPSCF300156"	"DPOGS205952"	"A"	9
"DPOGS205951"	"DPSCF300156"	"DPOGS205951"	"A"	9
"DPOGS205934"	"DPSCF300156"	"DPOGS205934"	"A"	9
"DPOGS205948"	"DPSCF300156"	"DPOGS205948"	"A"	9
"DPOGS205950"	"DPSCF300156"	"DPOGS205950"	"A"	9
"DPOGS205957"	"DPSCF300156"	"DPOGS205957"	"A"	9
"DPOGS205956"	"DPSCF300156"	"DPOGS205956"	"A"	9
"DPOGS205925"	"DPSCF300156"	"DPOGS205925"	"A"	9
"DPOGS205926"	"DPSCF300156"	"DPOGS205926"	"A"	9
"DPOGS205942"	"DPSCF300156"	"DPOGS205942"	"A"	9
"DPOGS205937"	"DPSCF300156"	"DPOGS205937"	"A"	9
"DPOGS205959"	"DPSCF300156"	"DPOGS205959"	"A"	9
"DPOGS205960"	"DPSCF300156"	"DPOGS205960"	"A"	9
"DPOGS205931"	"DPSCF300156"	"DPOGS205931"	"A"	9
"DPOGS205930"	"DPSCF300156"	"DPOGS205930"	"A"	9
"DPOGS205927"	"DPSCF300156"	"DPOGS205927"	"A"	9
"DPOGS205947"	"DPSCF300156"	"DPOGS205947"	"A"	9
"DPOGS205924"	"DPSCF300156"	"DPOGS205924"	"A"	9
"DPOGS205923"	"DPSCF300156"	"DPOGS205923"	"A"	9
"DPOGS205933"	"DPSCF300156"	"DPOGS205933"	"A"	9
"DPOGS205945"	"DPSCF300156"	"DPOGS205945"	"A"	9
"DPOGS205946"	"DPSCF300156"	"DPOGS205946"	"A"	9
"DPOGS205940"	"DPSCF300156"	"DPOGS205940"	"A"	9
"DPOGS205944"	"DPSCF300156"	"DPOGS205944"	"A"	9
"DPOGS205932"	"DPSCF300156"	"DPOGS205932"	"A"	9
"DPOGS205939"	"DPSCF300156"	"DPOGS205939"	"A"	9
