"scaffold"	"geneID"	"ZorA"	"chromosome"
"DPOGS212936"	"DPSCF300057"	"DPOGS212936"	"A"	12
"DPOGS212952"	"DPSCF300057"	"DPOGS212952"	"A"	12
"DPOGS212951"	"DPSCF300057"	"DPOGS212951"	"A"	12
"DPOGS212962"	"DPSCF300057"	"DPOGS212962"	"A"	12
"DPOGS212954"	"DPSCF300057"	"DPOGS212954"	"A"	12
"DPOGS212953"	"DPSCF300057"	"DPOGS212953"	"A"	12
"DPOGS212978"	"DPSCF300057"	"DPOGS212978"	"A"	12
"DPOGS212949"	"DPSCF300057"	"DPOGS212949"	"A"	12
"DPOGS212976"	"DPSCF300057"	"DPOGS212976"	"A"	12
"DPOGS212960"	"DPSCF300057"	"DPOGS212960"	"A"	12
"DPOGS212977"	"DPSCF300057"	"DPOGS212977"	"A"	12
"DPOGS212924"	"DPSCF300057"	"DPOGS212924"	"A"	12
"DPOGS212935"	"DPSCF300057"	"DPOGS212935"	"A"	12
"DPOGS212967"	"DPSCF300057"	"DPOGS212967"	"A"	12
"DPOGS212933"	"DPSCF300057"	"DPOGS212933"	"A"	12
"DPOGS212947"	"DPSCF300057"	"DPOGS212947"	"A"	12
"DPOGS212961"	"DPSCF300057"	"DPOGS212961"	"A"	12
"DPOGS212958"	"DPSCF300057"	"DPOGS212958"	"A"	12
"DPOGS212974"	"DPSCF300057"	"DPOGS212974"	"A"	12
"DPOGS212973"	"DPSCF300057"	"DPOGS212973"	"A"	12
"DPOGS212932"	"DPSCF300057"	"DPOGS212932"	"A"	12
"DPOGS212959"	"DPSCF300057"	"DPOGS212959"	"A"	12
"DPOGS212975"	"DPSCF300057"	"DPOGS212975"	"A"	12
"DPOGS212950"	"DPSCF300057"	"DPOGS212950"	"A"	12
"DPOGS212972"	"DPSCF300057"	"DPOGS212972"	"A"	12
"DPOGS212931"	"DPSCF300057"	"DPOGS212931"	"A"	12
"DPOGS212934"	"DPSCF300057"	"DPOGS212934"	"A"	12
"DPOGS212929"	"DPSCF300057"	"DPOGS212929"	"A"	12
"DPOGS212979"	"DPSCF300057"	"DPOGS212979"	"A"	12
"DPOGS212955"	"DPSCF300057"	"DPOGS212955"	"A"	12
"DPOGS212925"	"DPSCF300057"	"DPOGS212925"	"A"	12
"DPOGS212942"	"DPSCF300057"	"DPOGS212942"	"A"	12
"DPOGS212930"	"DPSCF300057"	"DPOGS212930"	"A"	12
"DPOGS212928"	"DPSCF300057"	"DPOGS212928"	"A"	12
"DPOGS212944"	"DPSCF300057"	"DPOGS212944"	"A"	12
"DPOGS212948"	"DPSCF300057"	"DPOGS212948"	"A"	12
"DPOGS212946"	"DPSCF300057"	"DPOGS212946"	"A"	12
"DPOGS212971"	"DPSCF300057"	"DPOGS212971"	"A"	12
"DPOGS212943"	"DPSCF300057"	"DPOGS212943"	"A"	12
"DPOGS212968"	"DPSCF300057"	"DPOGS212968"	"A"	12
"DPOGS212966"	"DPSCF300057"	"DPOGS212966"	"A"	12
"DPOGS212970"	"DPSCF300057"	"DPOGS212970"	"A"	12
"DPOGS212939"	"DPSCF300057"	"DPOGS212939"	"A"	12
"DPOGS212957"	"DPSCF300057"	"DPOGS212957"	"A"	12
"DPOGS212945"	"DPSCF300057"	"DPOGS212945"	"A"	12
"DPOGS212969"	"DPSCF300057"	"DPOGS212969"	"A"	12
"DPOGS212927"	"DPSCF300057"	"DPOGS212927"	"A"	12
"DPOGS212937"	"DPSCF300057"	"DPOGS212937"	"A"	12
"DPOGS212980"	"DPSCF300057"	"DPOGS212980"	"A"	12
"DPOGS212926"	"DPSCF300057"	"DPOGS212926"	"A"	12
"DPOGS212938"	"DPSCF300057"	"DPOGS212938"	"A"	12
