"scaffold"	"geneID"	"ZorA"	"chromosome"
"DPOGS210258"	"DPSCF300216"	"DPOGS210258"	"A"	23
"DPOGS210267"	"DPSCF300216"	"DPOGS210267"	"A"	23
"DPOGS210279"	"DPSCF300216"	"DPOGS210279"	"A"	23
"DPOGS210274"	"DPSCF300216"	"DPOGS210274"	"A"	23
"DPOGS210273"	"DPSCF300216"	"DPOGS210273"	"A"	23
"DPOGS210281"	"DPSCF300216"	"DPOGS210281"	"A"	23
"DPOGS210277"	"DPSCF300216"	"DPOGS210277"	"A"	23
"DPOGS210283"	"DPSCF300216"	"DPOGS210283"	"A"	23
"DPOGS210257"	"DPSCF300216"	"DPOGS210257"	"A"	23
"DPOGS210272"	"DPSCF300216"	"DPOGS210272"	"A"	23
"DPOGS210266"	"DPSCF300216"	"DPOGS210266"	"A"	23
"DPOGS210263"	"DPSCF300216"	"DPOGS210263"	"A"	23
"DPOGS210289"	"DPSCF300216"	"DPOGS210289"	"A"	23
"DPOGS210275"	"DPSCF300216"	"DPOGS210275"	"A"	23
"DPOGS210288"	"DPSCF300216"	"DPOGS210288"	"A"	23
"DPOGS210282"	"DPSCF300216"	"DPOGS210282"	"A"	23
"DPOGS210284"	"DPSCF300216"	"DPOGS210284"	"A"	23
"DPOGS210262"	"DPSCF300216"	"DPOGS210262"	"A"	23
"DPOGS210264"	"DPSCF300216"	"DPOGS210264"	"A"	23
"DPOGS210278"	"DPSCF300216"	"DPOGS210278"	"A"	23
"DPOGS210280"	"DPSCF300216"	"DPOGS210280"	"A"	23
"DPOGS210276"	"DPSCF300216"	"DPOGS210276"	"A"	23
"DPOGS210286"	"DPSCF300216"	"DPOGS210286"	"A"	23
"DPOGS210285"	"DPSCF300216"	"DPOGS210285"	"A"	23
"DPOGS210287"	"DPSCF300216"	"DPOGS210287"	"A"	23
"DPOGS210259"	"DPSCF300216"	"DPOGS210259"	"A"	23
"DPOGS210261"	"DPSCF300216"	"DPOGS210261"	"A"	23
