"scaffold"	"geneID"	"ZorA"	"chromosome"
"DPOGS205682"	"DPSCF300250"	"DPOGS205682"	"A"	NA
"DPOGS205683"	"DPSCF300250"	"DPOGS205683"	"A"	NA
"DPOGS205684"	"DPSCF300250"	"DPOGS205684"	"A"	NA
"DPOGS205688"	"DPSCF300250"	"DPOGS205688"	"A"	NA
"DPOGS205691"	"DPSCF300250"	"DPOGS205691"	"A"	NA
"DPOGS205694"	"DPSCF300250"	"DPOGS205694"	"A"	NA
"DPOGS205695"	"DPSCF300250"	"DPOGS205695"	"A"	NA
"DPOGS205696"	"DPSCF300250"	"DPOGS205696"	"A"	NA
"DPOGS205693"	"DPSCF300250"	"DPOGS205693"	"A"	NA
"DPOGS205697"	"DPSCF300250"	"DPOGS205697"	"A"	NA
"DPOGS205690"	"DPSCF300250"	"DPOGS205690"	"A"	NA
"DPOGS205692"	"DPSCF300250"	"DPOGS205692"	"A"	NA
"DPOGS205701"	"DPSCF300250"	"DPOGS205701"	"A"	NA
"DPOGS205702"	"DPSCF300250"	"DPOGS205702"	"A"	NA
"DPOGS205704"	"DPSCF300250"	"DPOGS205704"	"A"	NA
"DPOGS205705"	"DPSCF300250"	"DPOGS205705"	"A"	NA
"DPOGS205706"	"DPSCF300250"	"DPOGS205706"	"A"	NA
"DPOGS205707"	"DPSCF300250"	"DPOGS205707"	"A"	NA
"DPOGS205708"	"DPSCF300250"	"DPOGS205708"	"A"	NA
"DPOGS205711"	"DPSCF300250"	"DPOGS205711"	"A"	NA
"DPOGS205689"	"DPSCF300250"	"DPOGS205689"	"A"	NA
"DPOGS205699"	"DPSCF300250"	"DPOGS205699"	"A"	NA
"DPOGS205700"	"DPSCF300250"	"DPOGS205700"	"A"	NA
"DPOGS205698"	"DPSCF300250"	"DPOGS205698"	"A"	NA
"DPOGS205703"	"DPSCF300250"	"DPOGS205703"	"A"	NA
"DPOGS205716"	"DPSCF300250"	"DPOGS205716"	"A"	NA
"DPOGS205712"	"DPSCF300250"	"DPOGS205712"	"A"	NA
"DPOGS205714"	"DPSCF300250"	"DPOGS205714"	"A"	NA
"DPOGS205717"	"DPSCF300250"	"DPOGS205717"	"A"	NA
"DPOGS205715"	"DPSCF300250"	"DPOGS205715"	"A"	NA
"DPOGS205709"	"DPSCF300250"	"DPOGS205709"	"A"	NA
"DPOGS205713"	"DPSCF300250"	"DPOGS205713"	"A"	NA
"DPOGS205710"	"DPSCF300250"	"DPOGS205710"	"A"	NA
"DPOGS205719"	"DPSCF300250"	"DPOGS205719"	"A"	NA
"DPOGS205724"	"DPSCF300250"	"DPOGS205724"	"A"	NA
"DPOGS205718"	"DPSCF300250"	"DPOGS205718"	"A"	NA
"DPOGS205723"	"DPSCF300250"	"DPOGS205723"	"A"	NA
"DPOGS205721"	"DPSCF300250"	"DPOGS205721"	"A"	NA
"DPOGS205722"	"DPSCF300250"	"DPOGS205722"	"A"	NA
