"scaffold"	"geneID"	"ZorA"	"chromosome"
"DPOGS201424"	"DPSCF300006"	"DPOGS201424"	"A"	6
"DPOGS201547"	"DPSCF300006"	"DPOGS201547"	"A"	6
"DPOGS201421"	"DPSCF300006"	"DPOGS201421"	"A"	6
"DPOGS201425"	"DPSCF300006"	"DPOGS201425"	"A"	6
"DPOGS201427"	"DPSCF300006"	"DPOGS201427"	"A"	6
"DPOGS201548"	"DPSCF300006"	"DPOGS201548"	"A"	6
"DPOGS201416"	"DPSCF300006"	"DPOGS201416"	"A"	6
"DPOGS201420"	"DPSCF300006"	"DPOGS201420"	"A"	6
"DPOGS201545"	"DPSCF300006"	"DPOGS201545"	"A"	6
"DPOGS201543"	"DPSCF300006"	"DPOGS201543"	"A"	6
"DPOGS201546"	"DPSCF300006"	"DPOGS201546"	"A"	6
"DPOGS201537"	"DPSCF300006"	"DPOGS201537"	"A"	6
"DPOGS201498"	"DPSCF300006"	"DPOGS201498"	"A"	6
"DPOGS201497"	"DPSCF300006"	"DPOGS201497"	"A"	6
"DPOGS201423"	"DPSCF300006"	"DPOGS201423"	"A"	6
"DPOGS201426"	"DPSCF300006"	"DPOGS201426"	"A"	6
"DPOGS201542"	"DPSCF300006"	"DPOGS201542"	"A"	6
"DPOGS201510"	"DPSCF300006"	"DPOGS201510"	"A"	6
"DPOGS201422"	"DPSCF300006"	"DPOGS201422"	"A"	6
"DPOGS201419"	"DPSCF300006"	"DPOGS201419"	"A"	6
"DPOGS201490"	"DPSCF300006"	"DPOGS201490"	"A"	6
"DPOGS201501"	"DPSCF300006"	"DPOGS201501"	"A"	6
"DPOGS201418"	"DPSCF300006"	"DPOGS201418"	"A"	6
"DPOGS201540"	"DPSCF300006"	"DPOGS201540"	"A"	6
"DPOGS201544"	"DPSCF300006"	"DPOGS201544"	"A"	6
"DPOGS201462"	"DPSCF300006"	"DPOGS201462"	"A"	6
"DPOGS201437"	"DPSCF300006"	"DPOGS201437"	"A"	6
"DPOGS201435"	"DPSCF300006"	"DPOGS201435"	"A"	6
"DPOGS201415"	"DPSCF300006"	"DPOGS201415"	"A"	6
"DPOGS201452"	"DPSCF300006"	"DPOGS201452"	"A"	6
"DPOGS201486"	"DPSCF300006"	"DPOGS201486"	"A"	6
"DPOGS201417"	"DPSCF300006"	"DPOGS201417"	"A"	6
"DPOGS201414"	"DPSCF300006"	"DPOGS201414"	"A"	6
"DPOGS201476"	"DPSCF300006"	"DPOGS201476"	"A"	6
"DPOGS201500"	"DPSCF300006"	"DPOGS201500"	"A"	6
"DPOGS201496"	"DPSCF300006"	"DPOGS201496"	"A"	6
"DPOGS201436"	"DPSCF300006"	"DPOGS201436"	"A"	6
"DPOGS201460"	"DPSCF300006"	"DPOGS201460"	"A"	6
"DPOGS201457"	"DPSCF300006"	"DPOGS201457"	"A"	6
"DPOGS201474"	"DPSCF300006"	"DPOGS201474"	"A"	6
"DPOGS201456"	"DPSCF300006"	"DPOGS201456"	"A"	6
"DPOGS201453"	"DPSCF300006"	"DPOGS201453"	"A"	6
"DPOGS201431"	"DPSCF300006"	"DPOGS201431"	"A"	6
"DPOGS201539"	"DPSCF300006"	"DPOGS201539"	"A"	6
"DPOGS201432"	"DPSCF300006"	"DPOGS201432"	"A"	6
"DPOGS201508"	"DPSCF300006"	"DPOGS201508"	"A"	6
"DPOGS201446"	"DPSCF300006"	"DPOGS201446"	"A"	6
"DPOGS201473"	"DPSCF300006"	"DPOGS201473"	"A"	6
"DPOGS201523"	"DPSCF300006"	"DPOGS201523"	"A"	6
"DPOGS201491"	"DPSCF300006"	"DPOGS201491"	"A"	6
"DPOGS201468"	"DPSCF300006"	"DPOGS201468"	"A"	6
"DPOGS201429"	"DPSCF300006"	"DPOGS201429"	"A"	6
"DPOGS201455"	"DPSCF300006"	"DPOGS201455"	"A"	6
"DPOGS201487"	"DPSCF300006"	"DPOGS201487"	"A"	6
"DPOGS201440"	"DPSCF300006"	"DPOGS201440"	"A"	6
"DPOGS201443"	"DPSCF300006"	"DPOGS201443"	"A"	6
"DPOGS201430"	"DPSCF300006"	"DPOGS201430"	"A"	6
"DPOGS201470"	"DPSCF300006"	"DPOGS201470"	"A"	6
"DPOGS201488"	"DPSCF300006"	"DPOGS201488"	"A"	6
"DPOGS201541"	"DPSCF300006"	"DPOGS201541"	"A"	6
"DPOGS201527"	"DPSCF300006"	"DPOGS201527"	"A"	6
"DPOGS201526"	"DPSCF300006"	"DPOGS201526"	"A"	6
"DPOGS201522"	"DPSCF300006"	"DPOGS201522"	"A"	6
"DPOGS201434"	"DPSCF300006"	"DPOGS201434"	"A"	6
"DPOGS201459"	"DPSCF300006"	"DPOGS201459"	"A"	6
"DPOGS201458"	"DPSCF300006"	"DPOGS201458"	"A"	6
"DPOGS201454"	"DPSCF300006"	"DPOGS201454"	"A"	6
"DPOGS201538"	"DPSCF300006"	"DPOGS201538"	"A"	6
"DPOGS201495"	"DPSCF300006"	"DPOGS201495"	"A"	6
"DPOGS201519"	"DPSCF300006"	"DPOGS201519"	"A"	6
"DPOGS201441"	"DPSCF300006"	"DPOGS201441"	"A"	6
"DPOGS201507"	"DPSCF300006"	"DPOGS201507"	"A"	6
"DPOGS201525"	"DPSCF300006"	"DPOGS201525"	"A"	6
"DPOGS201524"	"DPSCF300006"	"DPOGS201524"	"A"	6
"DPOGS201520"	"DPSCF300006"	"DPOGS201520"	"A"	6
"DPOGS201521"	"DPSCF300006"	"DPOGS201521"	"A"	6
"DPOGS201477"	"DPSCF300006"	"DPOGS201477"	"A"	6
"DPOGS201480"	"DPSCF300006"	"DPOGS201480"	"A"	6
"DPOGS201472"	"DPSCF300006"	"DPOGS201472"	"A"	6
"DPOGS201412"	"DPSCF300006"	"DPOGS201412"	"A"	6
"DPOGS201471"	"DPSCF300006"	"DPOGS201471"	"A"	6
"DPOGS201467"	"DPSCF300006"	"DPOGS201467"	"A"	6
"DPOGS201411"	"DPSCF300006"	"DPOGS201411"	"A"	6
"DPOGS201439"	"DPSCF300006"	"DPOGS201439"	"A"	6
"DPOGS201506"	"DPSCF300006"	"DPOGS201506"	"A"	6
"DPOGS201475"	"DPSCF300006"	"DPOGS201475"	"A"	6
"DPOGS201413"	"DPSCF300006"	"DPOGS201413"	"A"	6
"DPOGS201428"	"DPSCF300006"	"DPOGS201428"	"A"	6
"DPOGS201447"	"DPSCF300006"	"DPOGS201447"	"A"	6
"DPOGS201483"	"DPSCF300006"	"DPOGS201483"	"A"	6
"DPOGS201505"	"DPSCF300006"	"DPOGS201505"	"A"	6
"DPOGS201509"	"DPSCF300006"	"DPOGS201509"	"A"	6
"DPOGS201403"	"DPSCF300006"	"DPOGS201403"	"A"	6
"DPOGS201513"	"DPSCF300006"	"DPOGS201513"	"A"	6
"DPOGS201511"	"DPSCF300006"	"DPOGS201511"	"A"	6
"DPOGS201433"	"DPSCF300006"	"DPOGS201433"	"A"	6
"DPOGS201494"	"DPSCF300006"	"DPOGS201494"	"A"	6
"DPOGS201469"	"DPSCF300006"	"DPOGS201469"	"A"	6
"DPOGS201448"	"DPSCF300006"	"DPOGS201448"	"A"	6
"DPOGS201442"	"DPSCF300006"	"DPOGS201442"	"A"	6
"DPOGS201408"	"DPSCF300006"	"DPOGS201408"	"A"	6
"DPOGS201514"	"DPSCF300006"	"DPOGS201514"	"A"	6
"DPOGS201404"	"DPSCF300006"	"DPOGS201404"	"A"	6
"DPOGS201528"	"DPSCF300006"	"DPOGS201528"	"A"	6
"DPOGS201518"	"DPSCF300006"	"DPOGS201518"	"A"	6
"DPOGS201465"	"DPSCF300006"	"DPOGS201465"	"A"	6
"DPOGS201451"	"DPSCF300006"	"DPOGS201451"	"A"	6
"DPOGS201464"	"DPSCF300006"	"DPOGS201464"	"A"	6
"DPOGS201512"	"DPSCF300006"	"DPOGS201512"	"A"	6
"DPOGS201406"	"DPSCF300006"	"DPOGS201406"	"A"	6
"DPOGS201533"	"DPSCF300006"	"DPOGS201533"	"A"	6
"DPOGS201516"	"DPSCF300006"	"DPOGS201516"	"A"	6
"DPOGS201407"	"DPSCF300006"	"DPOGS201407"	"A"	6
"DPOGS201445"	"DPSCF300006"	"DPOGS201445"	"A"	6
"DPOGS201479"	"DPSCF300006"	"DPOGS201479"	"A"	6
"DPOGS201463"	"DPSCF300006"	"DPOGS201463"	"A"	6
"DPOGS201485"	"DPSCF300006"	"DPOGS201485"	"A"	6
"DPOGS201504"	"DPSCF300006"	"DPOGS201504"	"A"	6
"DPOGS201502"	"DPSCF300006"	"DPOGS201502"	"A"	6
"DPOGS201499"	"DPSCF300006"	"DPOGS201499"	"A"	6
"DPOGS201482"	"DPSCF300006"	"DPOGS201482"	"A"	6
"DPOGS201535"	"DPSCF300006"	"DPOGS201535"	"A"	6
"DPOGS201444"	"DPSCF300006"	"DPOGS201444"	"A"	6
"DPOGS201492"	"DPSCF300006"	"DPOGS201492"	"A"	6
"DPOGS201481"	"DPSCF300006"	"DPOGS201481"	"A"	6
"DPOGS201493"	"DPSCF300006"	"DPOGS201493"	"A"	6
"DPOGS201484"	"DPSCF300006"	"DPOGS201484"	"A"	6
"DPOGS201438"	"DPSCF300006"	"DPOGS201438"	"A"	6
"DPOGS201534"	"DPSCF300006"	"DPOGS201534"	"A"	6
"DPOGS201531"	"DPSCF300006"	"DPOGS201531"	"A"	6
"DPOGS201529"	"DPSCF300006"	"DPOGS201529"	"A"	6
"DPOGS201532"	"DPSCF300006"	"DPOGS201532"	"A"	6
"DPOGS201410"	"DPSCF300006"	"DPOGS201410"	"A"	6
"DPOGS201503"	"DPSCF300006"	"DPOGS201503"	"A"	6
"DPOGS201517"	"DPSCF300006"	"DPOGS201517"	"A"	6
"DPOGS201478"	"DPSCF300006"	"DPOGS201478"	"A"	6
"DPOGS201450"	"DPSCF300006"	"DPOGS201450"	"A"	6
"DPOGS201449"	"DPSCF300006"	"DPOGS201449"	"A"	6
"DPOGS201530"	"DPSCF300006"	"DPOGS201530"	"A"	6
"DPOGS201409"	"DPSCF300006"	"DPOGS201409"	"A"	6
