"scaffold"	"geneID"	"ZorA"	"chromosome"
"DPOGS210253"	"DPSCF300196"	"DPOGS210253"	"A"	10
"DPOGS210225"	"DPSCF300196"	"DPOGS210225"	"A"	10
"DPOGS210212"	"DPSCF300196"	"DPOGS210212"	"A"	10
"DPOGS210252"	"DPSCF300196"	"DPOGS210252"	"A"	10
"DPOGS210221"	"DPSCF300196"	"DPOGS210221"	"A"	10
"DPOGS210239"	"DPSCF300196"	"DPOGS210239"	"A"	10
"DPOGS210226"	"DPSCF300196"	"DPOGS210226"	"A"	10
"DPOGS210247"	"DPSCF300196"	"DPOGS210247"	"A"	10
"DPOGS210246"	"DPSCF300196"	"DPOGS210246"	"A"	10
"DPOGS210240"	"DPSCF300196"	"DPOGS210240"	"A"	10
"DPOGS210223"	"DPSCF300196"	"DPOGS210223"	"A"	10
"DPOGS210254"	"DPSCF300196"	"DPOGS210254"	"A"	10
"DPOGS210241"	"DPSCF300196"	"DPOGS210241"	"A"	10
"DPOGS210245"	"DPSCF300196"	"DPOGS210245"	"A"	10
"DPOGS210237"	"DPSCF300196"	"DPOGS210237"	"A"	10
"DPOGS210219"	"DPSCF300196"	"DPOGS210219"	"A"	10
"DPOGS210218"	"DPSCF300196"	"DPOGS210218"	"A"	10
"DPOGS210231"	"DPSCF300196"	"DPOGS210231"	"A"	10
"DPOGS210209"	"DPSCF300196"	"DPOGS210209"	"A"	10
"DPOGS210250"	"DPSCF300196"	"DPOGS210250"	"A"	10
"DPOGS210222"	"DPSCF300196"	"DPOGS210222"	"A"	10
"DPOGS210248"	"DPSCF300196"	"DPOGS210248"	"A"	10
"DPOGS210236"	"DPSCF300196"	"DPOGS210236"	"A"	10
"DPOGS210224"	"DPSCF300196"	"DPOGS210224"	"A"	10
"DPOGS210214"	"DPSCF300196"	"DPOGS210214"	"A"	10
"DPOGS210243"	"DPSCF300196"	"DPOGS210243"	"A"	10
"DPOGS210215"	"DPSCF300196"	"DPOGS210215"	"A"	10
"DPOGS210232"	"DPSCF300196"	"DPOGS210232"	"A"	10
"DPOGS210227"	"DPSCF300196"	"DPOGS210227"	"A"	10
"DPOGS210242"	"DPSCF300196"	"DPOGS210242"	"A"	10
"DPOGS210235"	"DPSCF300196"	"DPOGS210235"	"A"	10
"DPOGS210244"	"DPSCF300196"	"DPOGS210244"	"A"	10
"DPOGS210249"	"DPSCF300196"	"DPOGS210249"	"A"	10
"DPOGS210220"	"DPSCF300196"	"DPOGS210220"	"A"	10
"DPOGS210217"	"DPSCF300196"	"DPOGS210217"	"A"	10
"DPOGS210230"	"DPSCF300196"	"DPOGS210230"	"A"	10
"DPOGS210234"	"DPSCF300196"	"DPOGS210234"	"A"	10
"DPOGS210228"	"DPSCF300196"	"DPOGS210228"	"A"	10
"DPOGS210216"	"DPSCF300196"	"DPOGS210216"	"A"	10
"DPOGS210213"	"DPSCF300196"	"DPOGS210213"	"A"	10
"DPOGS210233"	"DPSCF300196"	"DPOGS210233"	"A"	10
