"scaffold"	"geneID"	"ZorA"	"chromosome"
"DPOGS205278"	"DPSCF300021"	"DPOGS205278"	"A"	14
"DPOGS205280"	"DPSCF300021"	"DPOGS205280"	"A"	14
"DPOGS205285"	"DPSCF300021"	"DPOGS205285"	"A"	14
"DPOGS205297"	"DPSCF300021"	"DPOGS205297"	"A"	14
"DPOGS205286"	"DPSCF300021"	"DPOGS205286"	"A"	14
"DPOGS205289"	"DPSCF300021"	"DPOGS205289"	"A"	14
"DPOGS205303"	"DPSCF300021"	"DPOGS205303"	"A"	14
"DPOGS205300"	"DPSCF300021"	"DPOGS205300"	"A"	14
"DPOGS205291"	"DPSCF300021"	"DPOGS205291"	"A"	14
"DPOGS205284"	"DPSCF300021"	"DPOGS205284"	"A"	14
"DPOGS205302"	"DPSCF300021"	"DPOGS205302"	"A"	14
"DPOGS205264"	"DPSCF300021"	"DPOGS205264"	"A"	14
"DPOGS205304"	"DPSCF300021"	"DPOGS205304"	"A"	14
"DPOGS205261"	"DPSCF300021"	"DPOGS205261"	"A"	14
"DPOGS205262"	"DPSCF300021"	"DPOGS205262"	"A"	14
"DPOGS205290"	"DPSCF300021"	"DPOGS205290"	"A"	14
"DPOGS205263"	"DPSCF300021"	"DPOGS205263"	"A"	14
"DPOGS205269"	"DPSCF300021"	"DPOGS205269"	"A"	14
"DPOGS205271"	"DPSCF300021"	"DPOGS205271"	"A"	14
"DPOGS205272"	"DPSCF300021"	"DPOGS205272"	"A"	14
"DPOGS205288"	"DPSCF300021"	"DPOGS205288"	"A"	14
"DPOGS205267"	"DPSCF300021"	"DPOGS205267"	"A"	14
"DPOGS205265"	"DPSCF300021"	"DPOGS205265"	"A"	14
"DPOGS205298"	"DPSCF300021"	"DPOGS205298"	"A"	14
"DPOGS205273"	"DPSCF300021"	"DPOGS205273"	"A"	14
"DPOGS205287"	"DPSCF300021"	"DPOGS205287"	"A"	14
"DPOGS205275"	"DPSCF300021"	"DPOGS205275"	"A"	14
"DPOGS205268"	"DPSCF300021"	"DPOGS205268"	"A"	14
"DPOGS205292"	"DPSCF300021"	"DPOGS205292"	"A"	14
"DPOGS205276"	"DPSCF300021"	"DPOGS205276"	"A"	14
"DPOGS205299"	"DPSCF300021"	"DPOGS205299"	"A"	14
"DPOGS205270"	"DPSCF300021"	"DPOGS205270"	"A"	14
"DPOGS205266"	"DPSCF300021"	"DPOGS205266"	"A"	14
"DPOGS205274"	"DPSCF300021"	"DPOGS205274"	"A"	14
"DPOGS203152"	"DPSCF300035"	"DPOGS203152"	"A"	14
