"scaffold"	"geneID"	"ZorA"	"chromosome"
"DPOGS200417"	"DPSCF300236"	"DPOGS200417"	"A"	17
"DPOGS200425"	"DPSCF300236"	"DPOGS200425"	"A"	17
"DPOGS200419"	"DPSCF300236"	"DPOGS200419"	"A"	17
"DPOGS200444"	"DPSCF300236"	"DPOGS200444"	"A"	17
"DPOGS200418"	"DPSCF300236"	"DPOGS200418"	"A"	17
"DPOGS200422"	"DPSCF300236"	"DPOGS200422"	"A"	17
"DPOGS200443"	"DPSCF300236"	"DPOGS200443"	"A"	17
"DPOGS200416"	"DPSCF300236"	"DPOGS200416"	"A"	17
"DPOGS200415"	"DPSCF300236"	"DPOGS200415"	"A"	17
"DPOGS200442"	"DPSCF300236"	"DPOGS200442"	"A"	17
"DPOGS200423"	"DPSCF300236"	"DPOGS200423"	"A"	17
"DPOGS200421"	"DPSCF300236"	"DPOGS200421"	"A"	17
"DPOGS200432"	"DPSCF300236"	"DPOGS200432"	"A"	17
"DPOGS200438"	"DPSCF300236"	"DPOGS200438"	"A"	17
"DPOGS200435"	"DPSCF300236"	"DPOGS200435"	"A"	17
"DPOGS200436"	"DPSCF300236"	"DPOGS200436"	"A"	17
"DPOGS200441"	"DPSCF300236"	"DPOGS200441"	"A"	17
"DPOGS200434"	"DPSCF300236"	"DPOGS200434"	"A"	17
"DPOGS200433"	"DPSCF300236"	"DPOGS200433"	"A"	17
"DPOGS200440"	"DPSCF300236"	"DPOGS200440"	"A"	17
"DPOGS200405"	"DPSCF300236"	"DPOGS200405"	"A"	17
"DPOGS200401"	"DPSCF300236"	"DPOGS200401"	"A"	17
"DPOGS200413"	"DPSCF300236"	"DPOGS200413"	"A"	17
"DPOGS200409"	"DPSCF300236"	"DPOGS200409"	"A"	17
"DPOGS200437"	"DPSCF300236"	"DPOGS200437"	"A"	17
"DPOGS200445"	"DPSCF300236"	"DPOGS200445"	"A"	17
"DPOGS200424"	"DPSCF300236"	"DPOGS200424"	"A"	17
"DPOGS200427"	"DPSCF300236"	"DPOGS200427"	"A"	17
"DPOGS200439"	"DPSCF300236"	"DPOGS200439"	"A"	17
"DPOGS200407"	"DPSCF300236"	"DPOGS200407"	"A"	17
"DPOGS200406"	"DPSCF300236"	"DPOGS200406"	"A"	17
"DPOGS200414"	"DPSCF300236"	"DPOGS200414"	"A"	17
"DPOGS200408"	"DPSCF300236"	"DPOGS200408"	"A"	17
"DPOGS200410"	"DPSCF300236"	"DPOGS200410"	"A"	17
"DPOGS200426"	"DPSCF300236"	"DPOGS200426"	"A"	17
"DPOGS200402"	"DPSCF300236"	"DPOGS200402"	"A"	17
"DPOGS200411"	"DPSCF300236"	"DPOGS200411"	"A"	17
"DPOGS200430"	"DPSCF300236"	"DPOGS200430"	"A"	17
"DPOGS200428"	"DPSCF300236"	"DPOGS200428"	"A"	17
"DPOGS200412"	"DPSCF300236"	"DPOGS200412"	"A"	17
"DPOGS200429"	"DPSCF300236"	"DPOGS200429"	"A"	17
"DPOGS200431"	"DPSCF300236"	"DPOGS200431"	"A"	17
"DPOGS200420"	"DPSCF300236"	"DPOGS200420"	"A"	17
"DPOGS200404"	"DPSCF300236"	"DPOGS200404"	"A"	17
